"","date","type","did_win","game_id","team","conf","opp","opp_conf","min","pos","fgm","fga","tpm","tpa","ftm","fta","oreb","dreb","reb","ast","stl","blk","to","pf","pts"
"367",2023-03-09,"conf_t",FALSE,"George MasonSaint Louis3-9","George Mason","A10","Saint Louis","A10",200,65.1,19,52,4,18,12,19,10,17,27,12,2,0,15,14,54
"368",2023-03-09,"conf_t",TRUE,"George MasonSaint Louis3-9","Saint Louis","A10","George Mason","A10",200,65.1,33,59,6,18,10,13,10,23,33,26,6,5,9,15,82
"369",2023-03-09,"conf_t",TRUE,"DukePittsburgh3-9","Duke","ACC","Pittsburgh","ACC",200,65.475,36,58,11,26,13,18,8,22,30,27,7,3,8,19,96
"370",2023-03-09,"conf_t",FALSE,"DukePittsburgh3-9","Pittsburgh","ACC","Duke","ACC",200,65.475,22,52,5,18,20,24,9,16,25,11,4,1,10,14,69
"371",2023-03-09,"conf_t",TRUE,"Ohio St.Iowa3-9","Ohio St.","B10","Iowa","B10",200,63.175,29,59,7,18,8,10,9,20,29,17,10,4,8,16,73
"372",2023-03-09,"conf_t",FALSE,"Ohio St.Iowa3-9","Iowa","B10","Ohio St.","B10",200,63.175,26,56,4,17,13,16,11,20,31,11,3,5,11,12,69
"373",2023-03-09,"conf_t",FALSE,"ColoradoUCLA3-9","Colorado","P12","UCLA","P12",200,67.475,26,51,10,23,7,11,5,22,27,14,3,1,15,22,69
"374",2023-03-09,"conf_t",TRUE,"ColoradoUCLA3-9","UCLA","P12","Colorado","P12",200,67.475,25,55,6,19,24,31,10,23,33,19,9,3,9,15,80
"375",2023-03-09,"conf_t",FALSE,"ProvidenceConnecticut3-9","Providence","BE","Connecticut","BE",200,64.225,24,58,6,23,12,17,10,15,25,13,12,0,9,12,66
"376",2023-03-09,"conf_t",TRUE,"ProvidenceConnecticut3-9","Connecticut","BE","Providence","BE",200,64.225,28,53,13,30,4,5,10,25,35,21,5,3,18,16,73
"377",2023-03-09,"conf_t",FALSE,"SMUUCF3-9","SMU","Amer","UCF","Amer",200,67.3875,26,60,6,19,12,13,11,25,36,19,6,4,14,12,70
"378",2023-03-09,"conf_t",TRUE,"SMUUCF3-9","UCF","Amer","SMU","Amer",200,67.3875,28,61,8,19,12,16,9,22,31,19,9,4,6,10,76
"379",2023-03-09,"conf_t",FALSE,"West VirginiaKansas3-9","West Virginia","B12","Kansas","B12",200,70.9625,25,56,4,19,7,11,4,27,31,13,6,2,13,11,61
"380",2023-03-09,"conf_t",TRUE,"West VirginiaKansas3-9","Kansas","B12","West Virginia","B12",200,70.9625,33,63,7,20,5,12,8,29,37,15,9,1,11,18,78
"381",2023-03-09,"conf_t",FALSE,"MississippiTennessee3-9","Mississippi","SEC","Tennessee","SEC",200,61.675,20,53,7,20,8,12,5,17,22,13,9,1,7,14,55
"382",2023-03-09,"conf_t",TRUE,"MississippiTennessee3-9","Tennessee","SEC","Mississippi","SEC",200,61.675,24,51,10,28,12,14,9,29,38,15,5,3,14,10,70
"383",2023-03-09,"conf_t",FALSE,"Colorado St.San Diego St.3-9","Colorado St.","MWC","San Diego St.","MWC",200,65.525,22,57,5,17,12,14,8,24,32,11,8,6,10,18,61
"384",2023-03-09,"conf_t",TRUE,"Colorado St.San Diego St.3-9","San Diego St.","MWC","Colorado St.","MWC",200,65.525,21,55,5,19,17,24,14,28,42,12,5,9,13,13,64
"385",2023-03-09,"conf_t",FALSE,"Prairie View A&MJackson St.3-9","Prairie View A&M","SWAC","Jackson St.","SWAC",225,73.7375,22,73,6,20,10,16,20,30,50,9,8,6,11,16,60
"386",2023-03-09,"conf_t",TRUE,"Prairie View A&MJackson St.3-9","Jackson St.","SWAC","Prairie View A&M","SWAC",225,73.7375,20,60,4,13,18,25,13,35,48,10,7,8,17,15,62
"387",2023-03-09,"conf_t",FALSE,"Cal BaptistSam Houston St.3-9","Cal Baptist","WAC","Sam Houston St.","WAC",200,64.5,17,53,7,33,10,16,9,21,30,9,4,1,12,20,51
"388",2023-03-09,"conf_t",TRUE,"Cal BaptistSam Houston St.3-9","Sam Houston St.","WAC","Cal Baptist","WAC",200,64.5,21,52,6,19,16,24,9,32,41,11,4,2,11,18,64
"389",2023-03-09,"conf_t",FALSE,"Cal St. BakersfieldUC Irvine3-9","Cal St. Bakersfield","BW","UC Irvine","BW",200,67.4875,23,62,1,11,4,7,11,23,34,14,10,4,13,11,51
"390",2023-03-09,"conf_t",TRUE,"Cal St. BakersfieldUC Irvine3-9","UC Irvine","BW","Cal St. Bakersfield","BW",200,67.4875,27,60,11,19,10,14,12,29,41,18,10,3,13,15,75
"391",2023-03-09,"conf_t",FALSE,"Northern IllinoisKent St.3-9","Northern Illinois","MAC","Kent St.","MAC",200,70.475,18,49,6,18,15,22,6,23,29,10,6,1,17,20,57
"392",2023-03-09,"conf_t",TRUE,"Northern IllinoisKent St.3-9","Kent St.","MAC","Northern Illinois","MAC",200,70.475,29,62,6,25,12,20,13,30,43,10,10,4,12,18,76
"393",2023-03-09,"conf_t",TRUE,"DaytonSaint Joseph's3-9","Dayton","A10","Saint Joseph's","A10",200,61.4375,20,56,7,24,13,18,16,26,42,16,9,5,12,10,60
"394",2023-03-09,"conf_t",FALSE,"DaytonSaint Joseph's3-9","Saint Joseph's","A10","Dayton","A10",200,61.4375,19,57,10,36,6,7,11,23,34,12,6,5,13,15,54
"395",2023-03-09,"conf_t",TRUE,"San Jose St.Nevada3-9","San Jose St.","MWC","Nevada","MWC",225,69.6875,32,65,6,25,11,17,8,26,34,16,6,6,6,21,81
"396",2023-03-09,"conf_t",FALSE,"San Jose St.Nevada3-9","Nevada","MWC","San Jose St.","MWC",225,69.6875,23,60,7,25,24,28,14,28,42,15,3,6,9,16,77
"397",2023-03-09,"conf_t",FALSE,"HawaiiCal St. Fullerton3-9","Hawaii","BW","Cal St. Fullerton","BW",225,67.8125,21,55,7,21,11,17,11,34,45,12,1,2,18,22,60
"398",2023-03-09,"conf_t",TRUE,"HawaiiCal St. Fullerton3-9","Cal St. Fullerton","BW","Hawaii","BW",225,67.8125,23,65,5,19,11,18,12,26,38,9,11,4,4,18,62
"399",2023-03-09,"conf_t",FALSE,"Washington St.Oregon3-9","Washington St.","P12","Oregon","P12",200,66.075,23,52,11,23,13,15,5,25,30,15,5,3,11,19,70
"400",2023-03-09,"conf_t",TRUE,"Washington St.Oregon3-9","Oregon","P12","Washington St.","P12",200,66.075,27,60,6,21,15,19,11,24,35,15,4,6,9,16,75
"401",2023-03-09,"conf_t",TRUE,"Grand CanyonSeattle3-9","Grand Canyon","WAC","Seattle","WAC",200,70.775,28,52,10,26,18,27,5,25,30,18,5,1,12,24,84
"402",2023-03-09,"conf_t",FALSE,"Grand CanyonSeattle3-9","Seattle","WAC","Grand Canyon","WAC",200,70.775,24,57,7,26,24,31,10,22,32,10,4,3,8,21,79
"403",2023-03-09,"conf_t",FALSE,"Western KentuckyFlorida Atlantic3-9","Western Kentucky","CUSA","Florida Atlantic","CUSA",200,73.675,18,66,6,29,9,15,14,23,37,5,8,1,14,13,51
"404",2023-03-09,"conf_t",TRUE,"Western KentuckyFlorida Atlantic3-9","Florida Atlantic","CUSA","Western Kentucky","CUSA",200,73.675,31,63,5,26,8,11,11,37,48,13,10,2,17,15,75
"405",2023-03-09,"conf_t",FALSE,"BuffaloAkron3-9","Buffalo","MAC","Akron","MAC",200,75.45,26,66,6,23,19,25,14,19,33,5,7,1,12,21,77
"406",2023-03-09,"conf_t",TRUE,"BuffaloAkron3-9","Akron","MAC","Buffalo","MAC",200,75.45,36,61,13,25,16,19,7,29,36,18,5,2,12,23,101
"407",2023-03-09,"conf_t",FALSE,"Morgan St.Maryland Eastern Shore3-9","Morgan St.","MEAC","Maryland Eastern Shore","MEAC",200,77.55,26,60,6,17,6,9,10,20,30,12,10,2,23,25,64
"408",2023-03-09,"conf_t",TRUE,"Morgan St.Maryland Eastern Shore3-9","Maryland Eastern Shore","MEAC","Morgan St.","MEAC",200,77.55,29,55,3,13,19,27,8,26,34,7,14,4,18,12,80
"409",2023-03-09,"conf_t",TRUE,"Penn St.Illinois3-9","Penn St.","B10","Illinois","B10",200,67.7375,29,56,8,21,13,22,10,24,34,13,4,3,10,20,79
"410",2023-03-09,"conf_t",FALSE,"Penn St.Illinois3-9","Illinois","B10","Penn St.","B10",200,67.7375,29,64,6,21,12,19,11,21,32,15,7,4,7,21,76
"411",2023-03-09,"conf_t",FALSE,"CharlotteMiddle Tennessee3-9","Charlotte","CUSA","Middle Tennessee","CUSA",200,58.3,28,50,7,16,2,4,4,20,24,11,4,5,11,10,65
"412",2023-03-09,"conf_t",TRUE,"CharlotteMiddle Tennessee3-9","Middle Tennessee","CUSA","Charlotte","CUSA",200,58.3,25,53,7,16,9,12,8,20,28,5,8,5,7,12,66
"413",2023-03-09,"conf_t",TRUE,"MaristQuinnipiac3-9","Marist","MAAC","Quinnipiac","MAAC",200,64.65,26,55,10,24,13,15,10,32,42,13,6,10,13,15,75
"414",2023-03-09,"conf_t",FALSE,"MaristQuinnipiac3-9","Quinnipiac","MAAC","Marist","MAAC",200,64.65,22,65,7,27,8,13,15,20,35,13,7,1,8,16,59
"415",2023-03-09,"conf_t",TRUE,"ArkansasAuburn3-9","Arkansas","SEC","Auburn","SEC",200,67.375,28,50,3,11,17,23,13,24,37,15,8,2,19,19,76
"416",2023-03-09,"conf_t",FALSE,"ArkansasAuburn3-9","Auburn","SEC","Arkansas","SEC",200,67.375,25,51,5,16,18,27,6,13,19,13,12,2,10,18,73
"417",2023-03-09,"conf_t",FALSE,"North CarolinaVirginia3-9","North Carolina","ACC","Virginia","ACC",200,61.5,19,53,8,27,13,18,10,24,34,11,5,2,11,16,59
"418",2023-03-09,"conf_t",TRUE,"North CarolinaVirginia3-9","Virginia","ACC","North Carolina","ACC",200,61.5,24,49,4,15,16,22,5,24,29,11,8,8,6,18,68
"419",2023-03-09,"conf_t",FALSE,"DePaulXavier3-9","DePaul","BE","Xavier","BE",200,69.075,35,57,8,16,6,7,6,21,27,13,5,6,14,21,84
"420",2023-03-09,"conf_t",TRUE,"DePaulXavier3-9","Xavier","BE","DePaul","BE",200,69.075,30,61,9,20,20,27,12,16,28,13,6,1,8,14,89
"421",2023-03-09,"conf_t",FALSE,"TulsaWichita St.3-9","Tulsa","Amer","Wichita St.","Amer",200,67.4125,22,54,10,28,9,16,6,20,26,15,7,3,11,12,63
"422",2023-03-09,"conf_t",TRUE,"TulsaWichita St.3-9","Wichita St.","Amer","Tulsa","Amer",200,67.4125,33,58,6,18,9,11,6,29,35,24,5,1,11,12,81
"423",2023-03-09,"conf_t",FALSE,"La SalleFordham3-9","La Salle","A10","Fordham","A10",200,72.05,24,64,5,20,8,12,8,29,37,15,5,3,11,22,61
"424",2023-03-09,"conf_t",TRUE,"La SalleFordham3-9","Fordham","A10","La Salle","A10",200,72.05,26,56,6,21,11,24,9,34,43,11,3,10,13,13,69
"425",2023-03-09,"conf_t",FALSE,"Oklahoma St.Texas3-9","Oklahoma St.","B12","Texas","B12",200,68.425,14,52,3,21,16,25,15,30,45,7,7,2,20,18,47
"426",2023-03-09,"conf_t",TRUE,"Oklahoma St.Texas3-9","Texas","B12","Oklahoma St.","B12",200,68.425,19,51,7,20,16,21,6,27,33,9,11,3,13,16,61
"427",2023-03-09,"conf_t",FALSE,"Coppin St.Norfolk St.3-9","Coppin St.","MEAC","Norfolk St.","MEAC",200,68.2625,18,53,6,23,14,18,7,21,28,11,5,1,14,22,56
"428",2023-03-09,"conf_t",TRUE,"Coppin St.Norfolk St.3-9","Norfolk St.","MEAC","Coppin St.","MEAC",200,68.2625,26,55,4,19,17,21,10,29,39,13,7,2,13,17,73
"429",2023-03-09,"conf_t",FALSE,"Tarleton St.Utah Valley3-9","Tarleton St.","WAC","Utah Valley","WAC",200,68.7625,20,56,2,9,16,19,10,16,26,11,11,2,13,18,58
"430",2023-03-09,"conf_t",TRUE,"Tarleton St.Utah Valley3-9","Utah Valley","WAC","Tarleton St.","WAC",200,68.7625,26,48,7,15,13,20,8,29,37,13,6,10,20,15,72
"431",2023-03-09,"conf_t",FALSE,"Cal PolyUC Santa Barbara3-9","Cal Poly","BW","UC Santa Barbara","BW",200,63.7375,21,52,1,12,11,16,9,27,36,8,3,4,12,23,54
"432",2023-03-09,"conf_t",TRUE,"Cal PolyUC Santa Barbara3-9","UC Santa Barbara","BW","Cal Poly","BW",200,63.7375,21,47,3,13,19,25,2,25,27,8,8,3,8,18,64
"433",2023-03-09,"conf_t",FALSE,"Louisiana TechNorth Texas3-9","Louisiana Tech","CUSA","North Texas","CUSA",200,64.1125,14,46,2,16,16,29,7,14,21,2,11,1,11,16,46
"434",2023-03-09,"conf_t",TRUE,"Louisiana TechNorth Texas3-9","North Texas","CUSA","Louisiana Tech","CUSA",200,64.1125,24,47,8,18,18,22,12,31,43,13,6,1,19,20,74
"435",2023-03-09,"conf_t",FALSE,"StanfordArizona3-9","Stanford","P12","Arizona","P12",200,73.8125,28,57,14,29,14,17,7,19,26,19,7,3,17,19,84
"436",2023-03-09,"conf_t",TRUE,"StanfordArizona3-9","Arizona","P12","Stanford","P12",200,73.8125,37,58,9,19,12,18,5,22,27,19,8,1,11,13,95
"437",2023-03-09,"conf_t",TRUE,"Boise St.UNLV3-9","Boise St.","MWC","UNLV","MWC",225,71.4125,30,58,13,28,14,20,8,28,36,17,4,2,11,12,87
"438",2023-03-09,"conf_t",FALSE,"Boise St.UNLV3-9","UNLV","MWC","Boise St.","MWC",225,71.4125,29,66,14,32,4,7,10,22,32,17,7,6,13,21,76
"439",2023-03-09,"conf_t",FALSE,"MinnesotaMaryland3-9","Minnesota","B10","Maryland","B10",200,61.075,20,46,5,13,9,14,6,18,24,13,4,3,15,23,54
"440",2023-03-09,"conf_t",TRUE,"MinnesotaMaryland3-9","Maryland","B10","Minnesota","B10",200,61.075,23,54,8,21,16,20,11,20,31,14,9,3,8,18,70
"441",2023-03-09,"conf_t",TRUE,"TCUKansas St.3-9","TCU","B12","Kansas St.","B12",200,71.55,27,67,11,25,15,21,14,20,34,17,9,5,9,17,80
"442",2023-03-09,"conf_t",FALSE,"TCUKansas St.3-9","Kansas St.","B12","TCU","B12",200,71.55,24,55,7,30,12,15,11,30,41,12,5,6,20,15,67
"443",2023-03-09,"conf_t",FALSE,"LSUVanderbilt3-9","LSU","SEC","Vanderbilt","SEC",200,67.85,23,69,6,23,16,22,20,22,42,11,4,1,8,21,68
"444",2023-03-09,"conf_t",TRUE,"LSUVanderbilt3-9","Vanderbilt","SEC","LSU","SEC",200,67.85,26,56,6,22,19,30,12,30,42,9,5,8,10,16,77
"445",2023-03-09,"conf_t",FALSE,"RiceUAB3-9","Rice","CUSA","UAB","CUSA",200,71.1,21,46,10,24,8,11,2,24,26,16,2,1,21,19,60
"446",2023-03-09,"conf_t",TRUE,"RiceUAB3-9","UAB","CUSA","Rice","CUSA",200,71.1,30,59,11,22,16,21,7,26,33,13,10,3,10,13,87
"447",2023-03-09,"conf_t",TRUE,"Alabama A&MSouthern3-9","Alabama A&M","SWAC","Southern","SWAC",200,67.9875,22,47,7,19,26,35,13,26,39,12,11,5,17,21,77
"448",2023-03-09,"conf_t",FALSE,"Alabama A&MSouthern3-9","Southern","SWAC","Alabama A&M","SWAC",200,67.9875,20,53,4,19,19,26,10,15,25,9,8,3,13,25,63
"449",2023-03-09,"conf_t",TRUE,"NiagaraSiena3-9","Niagara","MAAC","Siena","MAAC",200,62.9375,27,55,9,23,8,8,9,23,32,15,4,2,13,19,71
"450",2023-03-09,"conf_t",FALSE,"NiagaraSiena3-9","Siena","MAAC","Niagara","MAAC",200,62.9375,23,61,7,22,12,17,16,19,35,15,7,4,10,12,65
"451",2023-03-09,"conf_t",FALSE,"UC DavisUC Riverside3-9","UC Davis","BW","UC Riverside","BW",200,68.15,18,53,1,16,15,20,11,26,37,7,7,3,17,13,52
"452",2023-03-09,"conf_t",TRUE,"UC DavisUC Riverside3-9","UC Riverside","BW","UC Davis","BW",200,68.15,28,55,9,23,3,8,5,27,32,12,8,1,14,19,68
"453",2023-03-09,"conf_t",FALSE,"Utah TechSouthern Utah3-9","Utah Tech","WAC","Southern Utah","WAC",200,68.2875,28,52,10,24,9,12,7,26,33,18,3,2,17,26,75
"454",2023-03-09,"conf_t",TRUE,"Utah TechSouthern Utah3-9","Southern Utah","WAC","Utah Tech","WAC",200,68.2875,27,55,4,21,18,25,7,20,27,17,4,1,9,16,76
"455",2023-03-09,"conf_t",TRUE,"Arizona St.USC3-9","Arizona St.","P12","USC","P12",200,70.85,23,59,14,32,17,28,14,20,34,15,9,3,11,22,77
"456",2023-03-09,"conf_t",FALSE,"Arizona St.USC3-9","USC","P12","Arizona St.","P12",200,70.85,23,55,8,21,18,24,8,26,34,9,5,1,14,23,72
"457",2023-03-09,"conf_t",FALSE,"New MexicoUtah St.3-9","New Mexico","MWC","Utah St.","MWC",200,77.6125,28,64,2,10,18,25,12,24,36,12,7,5,14,21,76
"458",2023-03-09,"conf_t",TRUE,"New MexicoUtah St.3-9","Utah St.","MWC","New Mexico","MWC",200,77.6125,30,62,12,24,19,26,11,29,40,21,8,1,14,23,91
"459",2023-03-09,"conf_t",FALSE,"VillanovaCreighton3-9","Villanova","BE","Creighton","BE",200,70.075,26,62,13,30,9,12,5,25,30,14,4,2,7,19,74
"460",2023-03-09,"conf_t",TRUE,"VillanovaCreighton3-9","Creighton","BE","Villanova","BE",200,70.075,28,56,12,25,19,22,4,32,36,22,2,3,8,13,87
"461",2023-03-09,"conf_t",FALSE,"North Carolina St.Clemson3-9","North Carolina St.","ACC","Clemson","ACC",200,68.9375,21,60,5,20,7,9,7,21,28,8,7,2,12,16,54
"462",2023-03-09,"conf_t",TRUE,"North Carolina St.Clemson3-9","Clemson","ACC","North Carolina St.","ACC",200,68.9375,28,56,11,24,13,16,8,33,41,16,6,2,13,12,80
"463",2023-03-08,"conf_t",TRUE,"DavidsonSt. Bonaventure3-8","Davidson","A10","St. Bonaventure","A10",200,62.4875,24,60,4,22,13,15,10,27,37,16,6,2,5,8,65
"464",2023-03-08,"conf_t",FALSE,"DavidsonSt. Bonaventure3-8","St. Bonaventure","A10","Davidson","A10",200,62.4875,23,56,5,19,3,6,8,26,34,11,3,4,12,14,54
"465",2023-03-08,"conf_t",FALSE,"SyracuseWake Forest3-8","Syracuse","ACC","Wake Forest","ACC",200,72.3875,25,64,10,17,14,17,12,25,37,16,14,5,12,15,74
"466",2023-03-08,"conf_t",TRUE,"SyracuseWake Forest3-8","Wake Forest","ACC","Syracuse","ACC",200,72.3875,28,62,9,28,12,12,9,29,38,18,8,2,14,17,77
"467",2023-03-08,"conf_t",FALSE,"Fresno St.Colorado St.3-8","Fresno St.","MWC","Colorado St.","MWC",200,65.575,24,59,8,28,9,10,11,24,35,17,4,5,14,19,65
"468",2023-03-08,"conf_t",TRUE,"Fresno St.Colorado St.3-8","Colorado St.","MWC","Fresno St.","MWC",200,65.575,21,48,7,19,18,24,7,24,31,11,5,2,12,15,67
"469",2023-03-08,"conf_t",FALSE,"RichmondGeorge Mason3-8","Richmond","A10","George Mason","A10",200,64.8375,21,50,1,12,14,15,2,22,24,5,5,5,10,19,57
"470",2023-03-08,"conf_t",TRUE,"RichmondGeorge Mason3-8","George Mason","A10","Richmond","A10",200,64.8375,20,50,6,19,16,18,6,28,34,8,3,0,12,13,62
"471",2023-03-08,"conf_t",FALSE,"Georgia TechPittsburgh3-8","Georgia Tech","ACC","Pittsburgh","ACC",200,70.45,30,66,8,25,13,19,12,21,33,16,7,1,8,16,81
"472",2023-03-08,"conf_t",TRUE,"Georgia TechPittsburgh3-8","Pittsburgh","ACC","Georgia Tech","ACC",200,70.45,31,55,7,16,20,25,6,28,34,18,3,3,9,18,89
"473",2023-03-08,"conf_t",FALSE,"ButlerSt. John's3-8","Butler","BE","St. John's","BE",200,70.9625,25,65,7,27,6,7,8,20,28,14,11,5,11,15,63
"474",2023-03-08,"conf_t",TRUE,"ButlerSt. John's3-8","St. John's","BE","Butler","BE",200,70.9625,30,69,6,20,10,16,20,33,53,10,5,2,14,11,76
"475",2023-03-08,"conf_t",TRUE,"ColoradoWashington3-8","Colorado","P12","Washington","P12",200,66.15,30,66,5,20,9,11,15,24,39,16,6,1,10,17,74
"476",2023-03-08,"conf_t",FALSE,"ColoradoWashington3-8","Washington","P12","Colorado","P12",200,66.15,24,56,6,23,14,17,9,21,30,12,6,2,11,15,68
"477",2023-03-08,"conf_t",FALSE,"Bethune CookmanGrambling St.3-8","Bethune Cookman","SWAC","Grambling St.","SWAC",200,69.975,26,69,8,21,12,17,19,16,35,14,4,0,13,19,72
"478",2023-03-08,"conf_t",TRUE,"Bethune CookmanGrambling St.3-8","Grambling St.","SWAC","Bethune Cookman","SWAC",200,69.975,33,61,7,11,14,25,20,27,47,23,7,7,16,15,87
"479",2023-03-08,"conf_t",FALSE,"Air ForceUNLV3-8","Air Force","MWC","UNLV","MWC",225,73.425,22,57,8,23,18,20,10,28,38,14,2,2,17,20,70
"480",2023-03-08,"conf_t",TRUE,"Air ForceUNLV3-8","UNLV","MWC","Air Force","MWC",225,73.425,25,59,9,24,19,26,11,25,36,14,11,5,13,21,78
"481",2023-03-08,"conf_t",TRUE,"Saint Joseph'sGeorge Washington3-8","Saint Joseph's","A10","George Washington","A10",200,69.1375,28,63,8,26,23,28,14,23,37,13,8,4,7,16,87
"482",2023-03-08,"conf_t",FALSE,"Saint Joseph'sGeorge Washington3-8","George Washington","A10","Saint Joseph's","A10",200,69.1375,26,66,5,27,19,21,16,24,40,14,3,2,9,18,76
"483",2023-03-08,"conf_t",FALSE,"CaliforniaWashington St.3-8","California","P12","Washington St.","P12",200,64.4125,19,53,3,14,11,14,6,23,29,9,4,3,11,17,52
"484",2023-03-08,"conf_t",TRUE,"CaliforniaWashington St.3-8","Washington St.","P12","California","P12",200,64.4125,25,60,9,23,10,13,14,29,43,14,4,3,12,15,69
"485",2023-03-08,"conf_t",TRUE,"DePaulSeton Hall3-8","DePaul","BE","Seton Hall","BE",200,63.6,23,51,10,20,10,14,7,19,26,14,6,6,14,18,66
"486",2023-03-08,"conf_t",FALSE,"DePaulSeton Hall3-8","Seton Hall","BE","DePaul","BE",200,63.6,25,50,4,15,11,18,10,24,34,8,8,4,14,16,65
"487",2023-03-08,"conf_t",FALSE,"South Carolina St.Howard3-8","South Carolina St.","MEAC","Howard","MEAC",200,74.8625,21,64,7,29,6,11,16,23,39,9,6,4,20,17,55
"488",2023-03-08,"conf_t",TRUE,"South Carolina St.Howard3-8","Howard","MEAC","South Carolina St.","MEAC",200,74.8625,35,69,8,21,13,20,14,29,43,23,8,2,12,12,91
"489",2023-03-08,"conf_t",FALSE,"UTEPWestern Kentucky3-8","UTEP","CUSA","Western Kentucky","CUSA",200,67.5,28,67,7,20,4,10,18,26,44,19,5,1,13,21,67
"490",2023-03-08,"conf_t",TRUE,"UTEPWestern Kentucky3-8","Western Kentucky","CUSA","UTEP","CUSA",200,67.5,23,54,7,19,20,30,10,25,35,14,6,6,10,15,73
"491",2023-03-08,"conf_t",FALSE,"Texas TechWest Virginia3-8","Texas Tech","B12","West Virginia","B12",200,63.575,20,55,6,23,16,17,15,20,35,11,4,4,15,16,62
"492",2023-03-08,"conf_t",TRUE,"Texas TechWest Virginia3-8","West Virginia","B12","Texas Tech","B12",200,63.575,27,66,9,26,15,17,19,20,39,14,9,4,9,13,78
"493",2023-03-08,"conf_t",FALSE,"Northwestern St.Texas A&M Corpus Chris3-8","Northwestern St.","Slnd","Texas A&M Corpus Chris","Slnd",200,63.75,28,62,7,19,8,10,9,19,28,12,7,2,7,12,71
"494",2023-03-08,"conf_t",TRUE,"Northwestern St.Texas A&M Corpus Chris3-8","Texas A&M Corpus Chris","Slnd","Northwestern St.","Slnd",200,63.75,31,54,7,16,6,10,7,26,33,15,2,0,11,13,75
"495",2023-03-08,"conf_t",TRUE,"Ohio St.Wisconsin3-8","Ohio St.","B10","Wisconsin","B10",200,63.525,23,44,6,13,13,20,7,28,35,8,8,3,16,18,65
"496",2023-03-08,"conf_t",FALSE,"Ohio St.Wisconsin3-8","Wisconsin","B10","Ohio St.","B10",200,63.525,21,61,4,22,11,18,15,17,32,8,8,2,10,18,57
"497",2023-03-08,"conf_t",FALSE,"LafayetteColgate3-8","Lafayette","Pat","Colgate","Pat",200,67.9125,25,73,5,32,6,10,14,26,40,13,4,0,5,16,61
"498",2023-03-08,"conf_t",TRUE,"LafayetteColgate3-8","Colgate","Pat","Lafayette","Pat",200,67.9125,31,53,7,18,10,17,1,37,38,22,3,6,7,11,79
"499",2023-03-08,"conf_t",TRUE,"La SalleDuquesne3-8","La Salle","A10","Duquesne","A10",200,68.85,26,51,5,12,24,32,12,28,40,12,8,4,14,17,81
"500",2023-03-08,"conf_t",FALSE,"La SalleDuquesne3-8","Duquesne","A10","La Salle","A10",200,68.85,24,68,10,33,12,20,20,17,37,12,9,5,12,22,70
"501",2023-03-08,"conf_t",FALSE,"GeorgetownVillanova3-8","Georgetown","BE","Villanova","BE",200,62.775,19,56,3,20,7,7,4,23,27,9,4,3,7,11,48
"502",2023-03-08,"conf_t",TRUE,"GeorgetownVillanova3-8","Villanova","BE","Georgetown","BE",200,62.775,28,60,15,35,9,11,10,33,43,14,4,1,8,6,80
"503",2023-03-08,"conf_t",FALSE,"WyomingNew Mexico3-8","Wyoming","MWC","New Mexico","MWC",200,73.6875,26,63,10,29,14,21,10,25,35,8,4,2,11,20,76
"504",2023-03-08,"conf_t",TRUE,"WyomingNew Mexico3-8","New Mexico","MWC","Wyoming","MWC",200,73.6875,31,65,4,17,21,24,11,29,40,13,4,2,8,17,87
"505",2023-03-08,"conf_t",FALSE,"Delaware St.North Carolina Central3-8","Delaware St.","MEAC","North Carolina Central","MEAC",200,74.025,21,57,5,21,12,19,9,24,33,7,3,2,17,16,59
"506",2023-03-08,"conf_t",TRUE,"Delaware St.North Carolina Central3-8","North Carolina Central","MEAC","Delaware St.","MEAC",200,74.025,32,61,14,27,11,19,9,30,39,20,6,2,13,20,89
"507",2023-03-08,"conf_t",TRUE,"Louisiana TechFIU3-8","Louisiana Tech","CUSA","FIU","CUSA",225,76.2375,30,64,9,19,12,20,16,32,48,12,7,2,17,19,81
"508",2023-03-08,"conf_t",FALSE,"Louisiana TechFIU3-8","FIU","CUSA","Louisiana Tech","CUSA",225,76.2375,28,59,8,23,12,21,5,22,27,11,10,5,14,18,76
"509",2023-03-08,"conf_t",FALSE,"UTSARice3-8","UTSA","CUSA","Rice","CUSA",200,69.65,27,63,7,20,10,18,13,27,40,9,5,3,10,16,71
"510",2023-03-08,"conf_t",TRUE,"UTSARice3-8","Rice","CUSA","UTSA","CUSA",200,69.65,30,61,5,23,7,10,6,27,33,14,3,7,11,18,72
"511",2023-03-08,"conf_t",FALSE,"Virginia TechNorth Carolina St.3-8","Virginia Tech","ACC","North Carolina St.","ACC",200,68.3625,26,54,9,24,16,19,6,17,23,14,4,2,12,13,77
"512",2023-03-08,"conf_t",TRUE,"Virginia TechNorth Carolina St.3-8","North Carolina St.","ACC","Virginia Tech","ACC",200,68.3625,39,63,11,24,8,12,9,24,33,19,5,3,8,19,97
"513",2023-03-08,"conf_t",TRUE,"MinnesotaNebraska3-8","Minnesota","B10","Nebraska","B10",200,73.2375,27,52,10,24,14,20,4,30,34,25,3,6,15,19,78
"514",2023-03-08,"conf_t",FALSE,"MinnesotaNebraska3-8","Nebraska","B10","Minnesota","B10",200,73.2375,27,62,6,19,15,21,6,22,28,15,4,0,8,21,75
"515",2023-03-08,"conf_t",TRUE,"StanfordUtah3-8","Stanford","P12","Utah","P12",200,67.475,26,62,5,16,16,25,10,28,38,17,5,3,4,19,73
