"date","type","location","did_win","team","conf","opp","opp_conf","min","pos","year","fgm","fga","tpm","tpa","ftm","fta","oreb","dreb","reb","ast","stl","blk","to","pf","pts","game_id"
"2016-03-24","post","N",false,"Texas A&M","SEC","Oklahoma","B12",200,71,2016,22,64,6,28,13,24,16,26,42,14,6,4,12,12,63,"Texas A&MOklahoma3-24"
"2016-03-24","post","N",true,"Oklahoma","B12","Texas A&M","SEC",200,71,2016,31,63,11,25,4,9,10,31,41,23,4,5,15,18,77,"Texas A&MOklahoma3-24"
"2016-03-24","post","A",false,"UT Arlington","SB","NJIT","ASun",200,68,2016,25,67,6,27,4,6,17,28,45,12,12,7,16,18,60,"UT ArlingtonNJIT3-24"
"2016-03-24","post","H",true,"NJIT","ASun","UT Arlington","SB",200,68,2016,22,55,11,25,8,11,7,24,31,16,6,7,15,12,63,"UT ArlingtonNJIT3-24"
"2016-03-23","post","A",false,"Ball St.","MAC","Columbia","Ivy",200,58,2016,27,52,6,16,7,14,6,22,28,9,4,1,6,19,67,"Ball St.Columbia3-23"
"2016-03-23","post","H",true,"Columbia","Ivy","Ball St.","MAC",200,58,2016,20,49,9,23,20,27,11,24,35,12,4,3,7,18,69,"Ball St.Columbia3-23"
"2016-03-23","post","A",false,"Florida","SEC","George Washington","A10",200,69,2016,28,65,7,24,14,16,12,23,35,13,6,3,9,22,77,"FloridaGeorge Washington3-23"
"2016-03-23","post","H",true,"George Washington","A10","Florida","SEC",200,69,2016,31,65,8,24,12,20,15,25,40,10,6,1,10,17,82,"FloridaGeorge Washington3-23"
"2016-03-23","post","A",false,"Georgia Tech","ACC","San Diego St.","MWC",200,63,2016,22,50,2,10,10,14,7,23,30,8,3,5,13,17,56,"Georgia TechSan Diego St.3-23"
"2016-03-23","post","H",true,"San Diego St.","MWC","Georgia Tech","ACC",200,63,2016,28,62,6,14,10,17,12,20,32,8,6,4,6,9,72,"Georgia TechSan Diego St.3-23"
"2016-03-23","post","A",false,"Grand Canyon","WAC","Coastal Carolina","BSth",200,63,2016,25,70,5,26,3,11,17,24,41,11,8,3,6,17,58,"Grand CanyonCoastal Carolina3-23"
"2016-03-23","post","H",true,"Coastal Carolina","BSth","Grand Canyon","WAC",200,63,2016,20,50,5,18,15,25,12,33,45,7,3,10,13,15,60,"Grand CanyonCoastal Carolina3-23"
"2016-03-23","post","A",true,"UC Irvine","BW","Louisiana Lafayette","SB",200,68,2016,28,68,9,23,2,3,13,28,41,6,4,8,12,18,67,"UC IrvineLouisiana Lafayette3-23"
"2016-03-23","post","H",false,"Louisiana Lafayette","SB","UC Irvine","BW",200,68,2016,23,70,5,24,15,21,18,26,44,9,5,6,7,11,66,"UC IrvineLouisiana Lafayette3-23"
"2016-03-23","post","A",false,"Vermont","AE","Nevada","MWC",200,69,2016,26,67,9,22,11,17,15,23,38,13,5,7,9,22,72,"VermontNevada3-23"
"2016-03-23","post","H",true,"Nevada","MWC","Vermont","AE",200,69,2016,28,53,6,12,24,33,8,28,36,13,2,6,9,19,86,"VermontNevada3-23"
"2016-03-23","post","A",true,"Morehead St.","OVC","Ohio","MAC",200,74,2016,25,66,7,18,20,22,11,26,37,13,11,0,9,25,77,"Morehead St.Ohio3-23"
"2016-03-23","post","H",false,"Ohio","MAC","Morehead St.","OVC",200,74,2016,21,48,7,21,23,28,5,30,35,8,6,2,18,19,72,"Morehead St.Ohio3-23"
"2016-03-22","post","A",false,"Creighton","BE","BYU","WCC",200,76,2016,30,67,8,26,14,22,11,26,37,16,5,2,9,22,82,"CreightonBYU3-22"
"2016-03-22","post","H",true,"BYU","WCC","Creighton","BE",200,76,2016,29,57,8,21,22,29,7,32,39,15,7,5,13,18,88,"CreightonBYU3-22"
"2016-03-22","post","A",false,"Saint Mary's","WCC","Valparaiso","Horz",200,59,2016,19,56,5,19,1,5,8,21,29,12,4,2,9,14,44,"Saint Mary'sValparaiso3-22"
"2016-03-22","post","H",true,"Valparaiso","Horz","Saint Mary's","WCC",200,59,2016,23,50,5,19,9,14,10,31,41,13,5,6,12,15,60,"Saint Mary'sValparaiso3-22"
"2016-03-21","post","A",false,"Boston University","Pat","NJIT","ASun",200,72,2016,21,53,10,29,20,27,6,22,28,11,8,2,12,20,72,"Boston UniversityNJIT3-21"
"2016-03-21","post","H",true,"NJIT","ASun","Boston University","Pat",200,72,2016,31,57,9,23,12,19,7,31,38,23,5,8,14,22,83,"Boston UniversityNJIT3-21"
"2016-03-21","post","A",false,"Duquesne","A10","Morehead St.","OVC",200,67,2016,22,53,9,29,19,28,13,24,37,10,5,2,12,26,72,"DuquesneMorehead St.3-21"
"2016-03-21","post","H",true,"Morehead St.","OVC","Duquesne","A10",200,67,2016,26,59,8,20,22,31,15,24,39,18,7,1,10,23,82,"DuquesneMorehead St.3-21"
"2016-03-21","post","A",false,"Eastern Washington","BSky","Nevada","MWC",200,66,2016,26,63,13,31,5,11,6,21,27,14,3,1,4,14,70,"Eastern WashingtonNevada3-21"
"2016-03-21","post","H",true,"Nevada","MWC","Eastern Washington","BSky",200,66,2016,32,64,8,23,13,18,12,33,45,22,2,8,6,9,85,"Eastern WashingtonNevada3-21"
"2016-03-21","post","A",true,"George Washington","A10","Monmouth","MAAC",200,75,2016,28,54,9,19,22,31,10,36,46,13,4,4,16,20,87,"George WashingtonMonmouth3-21"
"2016-03-21","post","H",false,"Monmouth","MAAC","George Washington","A10",200,75,2016,25,73,4,21,17,21,15,21,36,7,6,1,8,27,71,"George WashingtonMonmouth3-21"
"2016-03-21","post","A",true,"Georgia Tech","ACC","South Carolina","SEC",200,67,2016,30,59,11,22,12,15,12,27,39,17,3,3,12,21,83,"Georgia TechSouth Carolina3-21"
"2016-03-21","post","H",false,"South Carolina","SEC","Georgia Tech","ACC",200,67,2016,23,55,7,20,13,17,4,17,21,12,4,2,10,14,66,"Georgia TechSouth Carolina3-21"
"2016-03-21","post","A",false,"UNC Greensboro","SC","Ohio","MAC",200,69,2016,25,64,10,28,7,8,5,25,30,8,6,2,8,17,67,"UNC GreensboroOhio3-21"
"2016-03-21","post","H",true,"Ohio","MAC","UNC Greensboro","SC",200,69,2016,26,58,5,20,15,17,7,35,42,13,5,4,10,12,72,"UNC GreensboroOhio3-21"
"2016-03-21","post","A",true,"Vermont","AE","Seattle","WAC",200,70,2016,23,56,6,21,21,28,12,30,42,11,12,1,13,20,73,"VermontSeattle3-21"
"2016-03-21","post","H",false,"Seattle","WAC","Vermont","AE",200,70,2016,18,54,5,21,13,20,12,25,37,10,6,2,19,25,54,"VermontSeattle3-21"
"2016-03-21","post","A",false,"Washington","P12","San Diego St.","MWC",200,77,2016,26,68,4,15,22,31,13,25,38,13,7,6,7,26,78,"WashingtonSan Diego St.3-21"
"2016-03-21","post","H",true,"San Diego St.","MWC","Washington","P12",200,77,2016,30,67,7,12,26,36,16,32,48,11,2,6,11,21,93,"WashingtonSan Diego St.3-21"
"2016-03-20","post","A",true,"Florida","SEC","Ohio St.","B10",200,66,2016,29,64,6,19,10,16,16,27,43,14,7,2,9,15,74,"FloridaOhio St.3-20"
"2016-03-20","post","H",false,"Ohio St.","B10","Florida","SEC",200,66,2016,23,59,6,22,14,16,11,24,35,9,4,3,13,20,66,"FloridaOhio St.3-20"
"2016-03-20","post","A",false,"Georgia","SEC","Saint Mary's","WCC",200,66,2016,25,66,4,17,11,13,12,23,35,10,4,4,7,16,65,"GeorgiaSaint Mary's3-20"
"2016-03-20","post","H",true,"Saint Mary's","WCC","Georgia","SEC",200,66,2016,29,58,9,24,10,17,11,30,41,19,5,5,11,15,77,"GeorgiaSaint Mary's3-20"
"2016-03-20","post","N",false,"Hawaii","BW","Maryland","B10",200,70,2016,23,70,4,19,10,15,16,26,42,13,2,1,9,22,60,"HawaiiMaryland3-20"
"2016-03-20","post","N",true,"Maryland","B10","Hawaii","BW",200,70,2016,22,48,1,18,28,31,3,33,36,8,5,7,11,18,73,"HawaiiMaryland3-20"
"2016-03-20","post","N",false,"Iowa","B10","Villanova","BE",200,69,2016,27,60,7,24,7,13,10,19,29,14,6,3,13,19,68,"IowaVillanova3-20"
"2016-03-20","post","N",true,"Villanova","BE","Iowa","B10",200,69,2016,32,54,10,19,13,17,6,26,32,23,9,4,13,16,87,"IowaVillanova3-20"
"2016-03-20","post","N",false,"Middle Tennessee","CUSA","Syracuse","ACC",200,60,2016,19,64,8,24,4,8,18,17,35,8,4,2,10,15,50,"Middle TennesseeSyracuse3-20"
"2016-03-20","post","N",true,"Syracuse","ACC","Middle Tennessee","CUSA",200,60,2016,27,49,8,20,13,22,8,29,37,14,6,11,10,9,75,"Middle TennesseeSyracuse3-20"
"2016-03-20","post","N",false,"Northern Iowa","MVC","Texas A&M","SEC",250,87,2016,27,69,12,34,22,27,7,32,39,16,9,3,13,27,88,"Northern IowaTexas A&M3-20"
"2016-03-20","post","N",true,"Texas A&M","SEC","Northern Iowa","MVC",250,87,2016,31,71,7,31,23,34,13,37,50,8,6,0,14,23,92,"Northern IowaTexas A&M3-20"
"2016-03-20","post","N",false,"Saint Joseph's","A10","Oregon","P12",200,69,2016,22,57,4,15,16,20,9,28,37,7,5,0,12,20,64,"Saint Joseph'sOregon3-20"
"2016-03-20","post","N",true,"Oregon","P12","Saint Joseph's","A10",200,69,2016,21,53,6,24,21,25,7,28,35,6,2,7,11,19,69,"Saint Joseph'sOregon3-20"
"2016-03-20","post","N",false,"Stephen F. Austin","Slnd","Notre Dame","ACC",200,60,2016,29,64,8,27,9,9,14,13,27,19,5,5,6,15,75,"Stephen F. AustinNotre Dame3-20"
"2016-03-20","post","N",true,"Notre Dame","ACC","Stephen F. Austin","Slnd",200,60,2016,29,51,6,17,12,16,11,20,31,15,2,2,13,12,76,"Stephen F. AustinNotre Dame3-20"
"2016-03-20","post","A",false,"Tennessee Martin","OVC","Ball St.","MAC",225,74,2016,27,60,7,19,19,26,6,26,32,13,7,2,10,15,80,"Tennessee MartinBall St.3-20"
"2016-03-20","post","H",true,"Ball St.","MAC","Tennessee Martin","OVC",225,74,2016,27,69,10,34,19,22,17,32,49,13,4,1,10,19,83,"Tennessee MartinBall St.3-20"
"2016-03-20","post","N",false,"VCU","A10","Oklahoma","B12",200,73,2016,30,66,11,31,10,16,13,24,37,16,7,1,13,23,81,"VCUOklahoma3-20"
"2016-03-20","post","N",true,"Oklahoma","B12","VCU","A10",200,73,2016,29,60,8,26,19,25,11,26,37,10,5,5,12,18,85,"VCUOklahoma3-20"
"2016-03-20","post","N",true,"Wisconsin","B10","Xavier","BE",200,68,2016,25,59,8,27,8,13,7,31,38,12,3,6,12,21,66,"WisconsinXavier3-20"
"2016-03-20","post","N",false,"Xavier","BE","Wisconsin","B10",200,68,2016,22,54,5,16,14,21,5,31,36,10,8,1,8,17,63,"WisconsinXavier3-20"
"2016-03-19","post","N",false,"Arkansas Little Rock","SB","Iowa St.","B12",200,62,2016,20,54,8,25,13,16,7,25,32,9,1,1,8,14,61,"Arkansas Little RockIowa St.3-19"
"2016-03-19","post","N",true,"Iowa St.","B12","Arkansas Little Rock","SB",200,62,2016,30,53,11,21,7,16,4,27,31,15,6,0,6,10,78,"Arkansas Little RockIowa St.3-19"
"2016-03-19","post","N",false,"Butler","BE","Virginia","ACC",200,63,2016,25,54,7,15,12,17,4,18,22,9,7,1,4,17,69,"ButlerVirginia3-19"
"2016-03-19","post","N",true,"Virginia","ACC","Butler","BE",200,63,2016,29,52,2,10,17,21,6,26,32,11,3,2,9,13,77,"ButlerVirginia3-19"
"2016-03-19","post","N",false,"Connecticut","Amer","Kansas","B12",200,67,2016,21,62,10,22,9,11,5,19,24,11,7,4,6,19,61,"ConnecticutKansas3-19"
"2016-03-19","post","N",true,"Kansas","B12","Connecticut","Amer",200,67,2016,25,51,6,17,17,22,8,36,44,14,3,7,13,13,73,"ConnecticutKansas3-19"
"2016-03-19","post","N",true,"Gonzaga","WCC","Utah","P12",200,64,2016,34,61,9,19,5,6,8,26,34,14,7,3,9,13,82,"GonzagaUtah3-19"
"2016-03-19","post","N",false,"Utah","P12","Gonzaga","WCC",200,64,2016,22,52,7,15,8,8,4,20,24,9,5,3,13,14,59,"GonzagaUtah3-19"
"2016-03-19","post","N",true,"Indiana","B10","Kentucky","SEC",200,70,2016,25,52,6,21,17,23,6,24,30,13,5,4,13,22,73,"IndianaKentucky3-19"
"2016-03-19","post","N",false,"Kentucky","SEC","Indiana","B10",200,70,2016,24,57,4,16,15,19,10,24,34,8,6,2,16,24,67,"IndianaKentucky3-19"
"2016-03-19","post","A",true,"Louisiana Lafayette","SB","Furman","SC",200,68,2016,27,57,6,14,20,28,12,25,37,14,8,2,11,17,80,"Louisiana LafayetteFurman3-19"
"2016-03-19","post","H",false,"Furman","SC","Louisiana Lafayette","SB",200,68,2016,25,58,10,30,12,24,15,22,37,9,7,4,13,18,72,"Louisiana LafayetteFurman3-19"
"2016-03-19","post","A",false,"New Hampshire","AE","Coastal Carolina","BSth",200,68,2016,21,62,11,27,9,12,10,29,39,8,1,2,11,15,62,"New HampshireCoastal Carolina3-19"
"2016-03-19","post","H",true,"Coastal Carolina","BSth","New Hampshire","AE",200,68,2016,25,63,12,22,9,18,12,31,43,13,7,4,8,12,71,"New HampshireCoastal Carolina3-19"
"2016-03-19","post","N",false,"Providence","BE","North Carolina","ACC",200,70,2016,23,57,6,23,14,23,9,15,24,8,5,1,11,20,66,"ProvidenceNorth Carolina3-19"
"2016-03-19","post","N",true,"North Carolina","ACC","Providence","BE",200,70,2016,31,59,4,14,19,21,13,29,42,12,5,4,15,19,85,"ProvidenceNorth Carolina3-19"
"2016-03-19","post","A",false,"Wagner","NEC","Creighton","BE",200,71,2016,17,61,6,22,14,20,10,18,28,9,9,2,11,28,54,"WagnerCreighton3-19"
"2016-03-19","post","H",true,"Creighton","BE","Wagner","NEC",200,71,2016,28,50,8,20,23,34,10,37,47,18,5,1,15,12,87,"WagnerCreighton3-19"
"2016-03-19","post","N",false,"Wichita St.","MVC","Miami FL","ACC",200,63,2016,20,59,6,22,11,14,16,17,33,8,10,0,15,18,57,"Wichita St.Miami FL3-19"
"2016-03-19","post","N",true,"Miami FL","ACC","Wichita St.","MVC",200,63,2016,21,38,7,12,16,23,2,24,26,7,10,4,16,14,65,"Wichita St.Miami FL3-19"
"2016-03-19","post","N",false,"Yale","Ivy","Duke","ACC",200,62,2016,25,65,4,23,10,13,20,22,42,13,5,5,11,16,64,"YaleDuke3-19"
"2016-03-19","post","N",true,"Duke","ACC","Yale","Ivy",200,62,2016,23,50,11,23,14,16,5,23,28,12,6,7,10,18,71,"YaleDuke3-19"
"2016-03-18","post","N",false,"Cal St. Bakersfield","WAC","Oklahoma","B12",200,66,2016,26,58,5,18,11,14,13,22,35,15,6,3,14,21,68,"Cal St. BakersfieldOklahoma3-18"
"2016-03-18","post","N",true,"Oklahoma","B12","Cal St. Bakersfield","WAC",200,66,2016,28,56,11,20,15,25,10,21,31,15,7,7,10,15,82,"Cal St. BakersfieldOklahoma3-18"
"2016-03-18","post","N",false,"Cincinnati","Amer","Saint Joseph's","A10",200,61,2016,28,55,10,24,10,13,9,21,30,13,3,6,9,15,76,"CincinnatiSaint Joseph's3-18"
"2016-03-18","post","N",true,"Saint Joseph's","A10","Cincinnati","Amer",200,61,2016,28,58,9,24,13,17,10,19,29,13,4,4,6,18,78,"CincinnatiSaint Joseph's3-18"
"2016-03-18","post","N",false,"Green Bay","Horz","Texas A&M","SEC",200,78,2016,21,56,9,27,14,23,7,18,25,14,14,5,18,23,65,"Green BayTexas A&M3-18"
"2016-03-18","post","N",true,"Texas A&M","SEC","Green Bay","Horz",200,78,2016,32,57,7,19,21,28,12,33,45,17,13,1,20,19,92,"Green BayTexas A&M3-18"
"2016-03-18","post","N",true,"Hawaii","BW","California","P12",200,72,2016,27,52,3,14,20,25,2,27,29,8,3,3,11,25,77,"HawaiiCalifornia3-18"
"2016-03-18","post","N",false,"California","P12","Hawaii","BW",200,72,2016,23,56,3,19,17,26,12,26,38,6,3,1,16,24,66,"HawaiiCalifornia3-18"
"2016-03-18","post","N",false,"Holy Cross","Pat","Oregon","P12",200,65,2016,20,55,6,23,6,15,8,20,28,6,3,2,10,17,52,"Holy CrossOregon3-18"
"2016-03-18","post","N",true,"Oregon","P12","Holy Cross","Pat",200,65,2016,34,61,6,20,17,22,11,33,44,15,1,6,7,15,91,"Holy CrossOregon3-18"
"2016-03-18","post","N",false,"Michigan","B10","Notre Dame","ACC",200,61,2016,25,63,10,27,3,5,11,14,25,18,10,1,7,14,63,"MichiganNotre Dame3-18"
"2016-03-18","post","N",true,"Notre Dame","ACC","Michigan","B10",200,61,2016,25,43,8,15,12,15,5,28,33,12,3,8,16,9,70,"MichiganNotre Dame3-18"
"2016-03-18","post","N",true,"Middle Tennessee","CUSA","Michigan St.","B10",200,68,2016,33,59,11,19,13,21,10,18,28,16,6,5,10,13,90,"Middle TennesseeMichigan St.3-18"
