"date","type","location","did_win","team","conf","opp","opp_conf","min","pos","fgm","fga","tpm","tpa","ftm","fta","oreb","dreb","reb","ast","stl","blk","to","pf","pts","second_chance_pts","second_chance_fgm","second_chance_fga","second_change_fg_pct","pts_in_paint","pts_in_paint_fgm","pts_in_paint_fga","pts_in_paint_fg_pct","fast_brk_pts","fast_brk_fgm","fast_brk_fga","fast_brk_fg_pct","bench_pts","pts_tov","biggest_lead_score","biggest_lead","biggest_run_score","biggest_run","lead_changes","time_leading","quad_game","game_id","year"
"2022-03-05","conf_t","N",true,"South Dakota St.","Sum","Nebraska Omaha","Sum",200,67,27,57,8,17,25,33,13,19,32,13,7,2,7,15,87,20,12,17,0.70588,38,19,37,0.51351,6,5,6,0.83333,25,21,"79 - 62",17,"7-5",7,11,27.85,"quad4","Nebraska OmahaSouth Dakota St.3-5",2022
"2022-03-05","conf","A",false,"Boise St.","MWC","Colorado St.","MWC",200,60,27,51,6,20,8,9,5,17,22,13,3,3,11,16,68,8,5,6,0.83333,32,16,24,0.66667,6,2,2,1,17,4,"0 - 5",5,"17-20",10,7,9.121667,"quad1","Boise St.Colorado St.3-5",2022
"2022-03-05","conf","H",true,"Colorado St.","MWC","Boise St.","MWC",200,60,28,51,5,14,10,12,5,19,24,16,7,4,9,15,71,9,6,7,0.85714,40,20,31,0.64516,9,5,6,0.83333,13,15,"47 - 36",11,"14-7",12,7,26.628333,"quad2","Boise St.Colorado St.3-5",2022
"2022-03-05","conf","A",false,"Utah Valley","WAC","New Mexico St.","WAC",200,63,17,49,4,15,8,10,5,26,31,7,5,1,14,10,46,2,2,4,0.5,18,9,25,0.36,2,1,1,1,23,5,"5 - 8",3,"5-8",8,2,2.983333,"quad2","Utah ValleyNew Mexico St.3-5",2022
"2022-03-05","conf","H",true,"New Mexico St.","WAC","Utah Valley","WAC",200,63,26,60,8,35,2,2,8,28,36,16,10,4,11,10,62,8,3,4,0.75,30,15,20,0.75,6,3,3,1,16,11,"48 - 26",22,"48-26",13,2,34.566667,"quad3","Utah ValleyNew Mexico St.3-5",2022
"2022-03-05","conf_t","N",false,"Morehead St.","OVC","Murray St.","OVC",200,65,26,54,7,17,8,18,6,25,31,12,6,9,9,18,67,7,4,8,0.5,32,16,32,0.5,3,2,4,0.5,12,11,"14 - 20",6,"12-17",15,10,8.985,"quad1","Morehead St.Murray St.3-5",2022
"2022-03-05","conf_t","N",true,"Murray St.","OVC","Morehead St.","OVC",200,65,24,63,10,22,13,19,18,29,47,10,4,5,11,17,71,16,6,17,0.35294,28,14,38,0.36842,12,9,11,0.81818,14,13,"12 - 2",10,"12-2",9,10,25.303333,"quad3","Morehead St.Murray St.3-5",2022
"2022-03-05","conf_t","N",false,"Georgia Southern","SB","Appalachian St.","SB",200,68,23,66,6,15,8,10,14,23,37,10,7,5,12,22,60,8,5,14,0.35714,30,15,39,0.38462,9,5,5,1,36,9,,0,"28-21",7,0,0,"quad3","Georgia SouthernAppalachian St.3-5",2022
"2022-03-05","conf_t","N",true,"Appalachian St.","SB","Georgia Southern","SB",200,68,23,52,7,19,20,29,9,29,38,11,5,4,11,13,73,1,1,9,0.11111,28,14,29,0.48276,17,13,17,0.76471,10,19,"60 - 43",17,"10-0",10,0,38.95,"quad4","Georgia SouthernAppalachian St.3-5",2022
"2022-03-05","conf_t","N",false,"UNC Greensboro","SC","Samford","SC",200,57,24,53,6,22,10,16,15,17,32,14,5,0,12,18,64,14,9,13,0.69231,36,18,28,0.64286,10,6,6,1,5,21,,0,"44-37",15,0,0,"quad3","UNC GreensboroSamford3-5",2022
"2022-03-05","conf_t","N",true,"Samford","SC","UNC Greensboro","SC",200,57,22,50,10,25,12,17,13,17,30,10,8,3,12,16,66,13,7,13,0.53846,8,4,11,0.36364,1,1,2,0.5,2,20,"39 - 17",22,"10-2",7,0,39.6,"quad3","UNC GreensboroSamford3-5",2022
"2022-03-05","conf","A",false,"McNeese St.","Slnd","Houston Baptist","Slnd",300,116,53,96,7,25,31,45,13,37,50,18,8,8,12,39,144,18,11,16,0.6875,88,44,65,0.67692,27,16,22,0.72727,69,19,"105 - 111",6,"15-20",10,25,15.876667,"quad4","McNeese St.Houston Baptist3-5",2022
"2022-03-05","conf","H",true,"Houston Baptist","Slnd","McNeese St.","Slnd",300,116,46,95,7,23,50,65,22,36,58,18,6,3,13,31,149,25,14,21,0.66667,76,38,68,0.55882,20,17,22,0.77273,27,13,"50 - 41",9,"44-39",6,25,35.92,"quad4","McNeese St.Houston Baptist3-5",2022
"2022-03-05","conf","A",false,"Mississippi St.","SEC","Texas A&M","SEC",200,65,24,52,1,4,15,22,12,20,32,15,8,6,15,20,64,10,6,14,0.42857,44,22,34,0.64706,13,6,6,1,18,15,"0 - 2",2,"56-50",9,1,0.366667,"quad1","Mississippi St.Texas A&M3-5",2022
"2022-03-05","conf","H",true,"Texas A&M","SEC","Mississippi St.","SEC",200,65,22,51,6,19,17,24,10,20,30,12,9,1,13,18,67,13,8,10,0.8,28,14,27,0.51852,6,4,5,0.8,16,11,"44 - 25",19,"20-10",8,1,38.083333,"quad2","Mississippi St.Texas A&M3-5",2022
"2022-03-05","conf","A",false,"UC Davis","BW","Cal St. Fullerton","BW",200,69,21,56,6,20,11,14,11,26,37,14,6,1,19,21,59,9,4,11,0.36364,22,11,24,0.45833,6,4,4,1,4,18,"46 - 55",9,"32-31",8,8,8.931667,"quad3","UC DavisCal St. Fullerton3-5",2022
"2022-03-05","conf","H",true,"Cal St. Fullerton","BW","UC Davis","BW",200,69,21,53,4,15,16,21,8,24,32,7,10,3,14,17,62,12,7,10,0.7,30,15,29,0.51724,14,10,12,0.83333,26,19,"32 - 23",9,"53-55",7,8,26.301667,"quad4","UC DavisCal St. Fullerton3-5",2022
"2022-03-05","conf","A",false,"St. John's","BE","Marquette","BE",200,79,29,70,5,19,14,19,10,30,40,20,8,2,11,21,77,3,3,12,0.25,42,21,39,0.53846,33,18,19,0.94737,43,17,"18 - 19",1,"10-8",8,2,0.516667,"quad1","St. John'sMarquette3-5",2022
"2022-03-05","conf","H",true,"Marquette","BE","St. John's","BE",200,79,29,62,7,22,20,25,7,35,42,17,6,6,13,18,85,5,3,8,0.375,34,17,27,0.62963,37,24,26,0.92308,17,10,"10 - 0",10,"29-19",11,2,39.216667,"quad2","St. John'sMarquette3-5",2022
"2022-03-05","conf","A",true,"Colorado","P12","Utah","P12",200,66,30,59,14,23,10,15,8,28,36,18,2,1,9,18,84,11,5,8,0.625,30,15,24,0.625,4,2,2,1,16,8,"35 - 64",29,"24-45",10,1,37.016667,"quad2","ColoradoUtah3-5",2022
"2022-03-05","conf","H",false,"Utah","P12","Colorado","P12",200,66,24,54,8,23,15,22,7,23,30,10,3,4,9,16,71,11,6,7,0.85714,28,14,26,0.53846,2,1,1,1,30,10,"3 - 0",3,"67-80",8,1,0.616667,"quad2","ColoradoUtah3-5",2022
"2022-03-05","conf","A",false,"Prairie View A&M","SWAC","Texas Southern","SWAC",200,74,23,65,8,23,23,27,19,31,50,8,7,2,15,24,77,22,,,,26,,,,2,,,,9,13,,9,,,1,0,"quad3","Prairie View A&MTexas Southern3-5",2022
"2022-03-05","conf","H",true,"Texas Southern","SWAC","Prairie View A&M","SWAC",200,74,24,56,8,20,22,35,8,25,33,12,9,8,11,21,78,11,,,,32,,,,4,,,,19,21,,11,,,1,0,"quad4","Prairie View A&MTexas Southern3-5",2022
"2022-03-05","conf","A",true,"Sacramento St.","BSky","Montana","BSky",200,63,25,53,7,14,15,23,9,22,31,9,3,1,8,15,72,3,2,11,0.18182,24,12,26,0.46154,2,2,2,1,0,9,"38 - 45",7,"58-64",9,5,18.28,"quad4","Sacramento St.Montana3-5",2022
"2022-03-05","conf","H",false,"Montana","BSky","Sacramento St.","BSky",200,63,25,52,5,21,16,20,6,23,29,12,7,2,8,14,71,10,7,8,0.875,40,20,30,0.66667,5,4,5,0.8,26,7,"6 - 0",6,"6-0",6,5,20.286667,"quad4","Sacramento St.Montana3-5",2022
"2022-03-05","conf","A",false,"UC San Diego","BW","Cal Poly","BW",200,60,24,57,12,23,16,16,9,18,27,13,5,1,4,17,76,8,6,10,0.6,24,12,32,0.375,5,3,3,1,20,9,"47 - 58",11,"16-23",10,5,30.45,"quad4","UC San DiegoCal Poly3-5",2022
"2022-03-05","conf","H",true,"Cal Poly","BW","UC San Diego","BW",200,60,28,51,8,22,16,19,8,24,32,15,2,3,9,19,80,12,7,10,0.7,34,17,22,0.77273,6,5,5,1,17,0,"12 - 8",4,"12-8",7,5,4.865,"quad4","UC San DiegoCal Poly3-5",2022
"2022-03-05","conf_t","N",false,"Denver","Sum","North Dakota St.","Sum",200,70,26,54,6,19,4,12,5,23,28,14,4,0,14,20,62,2,1,5,0.2,34,17,25,0.68,2,1,1,1,17,11,"10 - 17",7,"6-9",7,4,22.616667,"quad3","DenverNorth Dakota St.3-5",2022
"2022-03-05","conf_t","N",true,"North Dakota St.","Sum","Denver","Sum",200,70,27,53,8,22,20,24,4,28,32,13,4,3,11,15,82,4,3,8,0.375,38,19,30,0.63333,6,5,5,1,17,14,"82 - 60",22,"69-52",22,4,15.15,"quad4","DenverNorth Dakota St.3-5",2022
"2022-03-05","conf","A",false,"USC","P12","UCLA","P12",200,65,25,51,8,19,10,14,4,26,30,15,0,2,15,20,68,2,1,3,0.33333,26,13,22,0.59091,3,1,1,1,12,3,"0 - 2",2,"70-68",9,5,1.1,"quad1","USCUCLA3-5",2022
"2022-03-05","conf","H",true,"UCLA","P12","USC","P12",200,65,26,57,3,11,20,28,8,22,30,15,7,3,1,15,75,7,5,10,0.5,24,12,20,0.6,13,10,15,0.66667,14,21,"69 - 56",13,"66-54",9,5,37.4,"quad2","USCUCLA3-5",2022
"2022-03-05","conf","A",true,"Hawaii","BW","Cal St. Northridge","BW",200,65,25,53,7,23,27,36,11,24,35,12,4,1,7,18,84,15,9,14,0.64286,30,15,24,0.625,13,10,11,0.90909,29,18,"58 - 82",24,"50-72",16,8,29.916667,"quad4","HawaiiCal St. Northridge3-5",2022
"2022-03-05","conf","H",false,"Cal St. Northridge","BW","Hawaii","BW",200,65,21,51,8,22,12,19,9,21,30,8,5,0,14,25,62,11,7,10,0.7,22,11,18,0.61111,10,6,8,0.75,15,8,"13 - 9",4,"5-3",5,8,5.783333,"quad4","HawaiiCal St. Northridge3-5",2022
"2022-03-05","conf_t","N",false,"BYU","WCC","San Francisco","WCC",200,70,22,58,3,20,16,25,9,28,37,9,4,2,11,24,63,4,2,7,0.28571,32,16,29,0.55172,7,4,7,0.57143,15,11,"14 - 17",3,"14-17",8,6,4.066667,"quad1","BYUSan Francisco3-5",2022
"2022-03-05","conf_t","N",true,"San Francisco","WCC","BYU","WCC",200,70,24,56,7,20,20,30,9,32,41,8,6,4,8,25,75,6,4,8,0.5,26,13,24,0.54167,18,11,14,0.78571,11,8,"54 - 39",15,"54-39",11,6,32.35,"quad2","BYUSan Francisco3-5",2022
"2022-03-05","conf","A",true,"San Diego St.","MWC","Nevada","MWC",200,72,26,49,5,14,22,28,8,26,34,9,5,5,19,25,79,13,6,6,1,24,12,17,0.70588,14,12,14,0.85714,15,6,"41 - 59",18,"29-32",7,6,22.483333,"quad2","San Diego St.Nevada3-5",2022
"2022-03-05","conf","H",false,"Nevada","MWC","San Diego St.","MWC",200,72,23,61,9,22,23,30,16,20,36,12,7,2,12,22,78,15,9,16,0.5625,14,7,30,0.23333,11,10,13,0.76923,15,21,"18 - 13",5,"59-68",8,6,12.35,"quad1","San Diego St.Nevada3-5",2022
"2022-03-05","conf","A",false,"UNLV","MWC","New Mexico","MWC",200,71,22,61,7,31,16,22,8,28,36,9,8,1,9,21,67,12,7,10,0.7,28,14,23,0.6087,16,7,8,0.875,23,10,"2 - 3",1,"54-46",9,2,1.283333,"quad3","UNLVNew Mexico3-5",2022
"2022-03-05","conf","H",true,"New Mexico","MWC","UNLV","MWC",200,71,25,60,5,15,21,24,9,34,43,12,5,3,9,15,76,12,7,9,0.77778,22,11,26,0.42308,20,12,12,1,14,12,"37 - 16",21,"30-13",13,2,38.116667,"quad3","UNLVNew Mexico3-5",2022
"2022-03-05","conf_t","N",false,"Portland","WCC","Santa Clara","WCC",200,77,25,71,5,16,12,18,14,22,36,6,6,1,12,14,67,13,7,15,0.46667,34,17,46,0.36957,6,4,6,0.66667,11,20,,0,"18-14",6,0,0,"quad2","PortlandSanta Clara3-5",2022
"2022-03-05","conf_t","N",true,"Santa Clara","WCC","Portland","WCC",200,77,31,58,13,27,16,18,6,36,42,16,4,5,16,22,91,6,3,5,0.6,28,14,24,0.58333,10,8,10,0.8,7,13,"88 - 61",27,"34-18",12,0,39.35,"quad3","PortlandSanta Clara3-5",2022
"2022-03-05","conf","A",true,"Kentucky","SEC","Florida","SEC",200,66,28,56,4,15,11,16,7,28,35,14,7,2,10,14,71,6,3,5,0.6,36,18,30,0.6,13,10,12,0.83333,12,11,"14 - 30",16,"11-25",9,0,39.5,"quad1","KentuckyFlorida3-5",2022
"2022-03-05","conf","H",false,"Florida","SEC","Kentucky","SEC",200,66,25,63,3,23,10,16,12,22,34,8,5,1,8,18,63,14,9,13,0.69231,36,18,33,0.54545,12,6,7,0.85714,22,7,,0,"26-32",10,0,0,"quad1","KentuckyFlorida3-5",2022
"2022-03-04","conf_t","N",false,"North Carolina A&T","BSth","Longwood","BSth",225,72,26,58,7,22,6,11,8,25,33,14,6,11,16,26,65,5,3,8,0.375,30,15,24,0.625,8,5,6,0.83333,20,11,"54 - 57",3,"26-24",10,8,3.476667,"quad3","North Carolina A&TLongwood3-4",2022
"2022-03-04","conf_t","N",true,"Longwood","BSth","North Carolina A&T","BSth",225,72,24,63,5,18,26,33,15,28,43,10,8,2,10,17,79,11,6,15,0.4,32,16,34,0.47059,17,11,14,0.78571,7,21,"79 - 65",14,"79-65",12,8,36.333333,"quad4","North Carolina A&TLongwood3-4",2022
"2022-03-04","conf_t","N",false,"Illinois St.","MVC","Northern Iowa","MVC",200,65,22,55,11,31,10,11,10,24,34,11,8,5,15,17,65,12,5,9,0.55556,16,8,15,0.53333,5,2,2,1,19,7,"5 - 8",3,"16-16",5,5,2.25,"quad2","Illinois St.Northern Iowa3-4",2022
"2022-03-04","conf_t","N",true,"Northern Iowa","MVC","Illinois St.","MVC",200,65,28,59,8,24,14,16,9,24,33,16,6,1,8,9,78,8,6,11,0.54545,36,18,31,0.58065,4,3,3,1,15,16,"61 - 45",16,"12-8",7,5,35.133333,"quad3","Illinois St.Northern Iowa3-4",2022
"2022-03-04","conf_t","N",false,"Bradley","MVC","Loyola Chicago","MVC",200,64,16,51,4,20,14,16,9,25,34,7,6,3,15,17,50,4,3,8,0.375,24,12,23,0.52174,5,3,4,0.75,7,10,"0 - 4",4,"44-29",5,1,2.5,"quad1","BradleyLoyola Chicago3-4",2022
"2022-03-04","conf_t","N",true,"Loyola Chicago","MVC","Bradley","MVC",200,64,23,47,6,17,14,24,5,27,32,11,11,1,11,17,66,4,3,7,0.42857,32,16,29,0.55172,15,7,10,0.7,28,20,"53 - 32",21,"17-8",11,1,35.783333,"quad3","BradleyLoyola Chicago3-4",2022
"2022-03-04","conf","A",false,"Buffalo","MAC","Kent St.","MAC",200,68,27,60,7,25,4,5,10,28,38,13,7,3,17,13,65,13,6,10,0.6,32,16,29,0.55172,15,8,8,1,19,10,"6 - 11",5,"62-61",9,2,2.133333,"quad3","BuffaloKent St.3-4",2022
"2022-03-04","conf","H",true,"Kent St.","MAC","Buffalo","MAC",200,68,28,73,10,27,4,8,17,21,38,13,10,7,8,13,70,25,12,19,0.63158,32,16,35,0.45714,15,8,11,0.72727,18,10,"27 - 15",12,"16-11",10,2,36.483333,"quad3","BuffaloKent St.3-4",2022
"2022-03-04","conf","A",true,"Ball St.","MAC","Western Michigan","MAC",200,68,22,52,7,25,13,19,9,27,36,12,8,2,16,16,64,5,3,7,0.42857,28,14,22,0.63636,4,2,2,1,21,13,"15 - 22",7,"13-17",8,18,16.333333,"quad4","Ball St.Western Michigan3-4",2022
"2022-03-04","conf","H",false,"Western Michigan","MAC","Ball St.","MAC",200,68,23,56,9,29,8,13,9,25,34,13,9,0,15,16,63,8,3,8,0.375,24,12,22,0.54545,9,5,5,1,33,23,"52 - 47",5,"27-24",8,18,19.536667,"quad4","Ball St.Western Michigan3-4",2022
"2022-03-04","conf","A",false,"Bowling Green","MAC","Toledo","MAC",200,67,23,65,7,24,3,8,11,17,28,13,4,4,10,16,56,12,5,11,0.45455,30,15,34,0.44118,3,2,3,0.66667,11,9,,0,"10-10",5,0,0,"quad2","Bowling GreenToledo3-4",2022
"2022-03-04","conf","H",true,"Toledo","MAC","Bowling Green","MAC",200,67,37,64,12,24,10,14,11,35,46,25,3,3,8,12,96,12,6,11,0.54545,46,23,35,0.65714,15,8,8,1,10,14,"96 - 52",44,"39-21",10,0,34.933333,"quad4","Bowling GreenToledo3-4",2022
"2022-03-04","conf_t","N",true,"The Citadel","SC","East Tennessee St.","SC",225,74,27,60,9,23,21,28,9,32,41,16,4,2,9,15,84,9,6,11,0.54545,30,15,30,0.5,5,3,3,1,8,5,"38 - 48",10,"69-75",8,9,33.141667,"quad3","The CitadelEast Tennessee St.3-4",2022
"2022-03-04","conf_t","N",false,"East Tennessee St.","SC","The Citadel","SC",225,74,32,76,5,27,7,12,13,29,42,9,5,3,7,23,76,16,8,17,0.47059,48,24,37,0.64865,11,6,6,1,13,11,"59 - 55",4,"59-55",10,9,5.011667,"quad4","The CitadelEast Tennessee St.3-4",2022
"2022-03-04","conf_t","N",false,"High Point","BSth","Winthrop","BSth",200,64,19,60,6,23,7,14,14,21,35,6,4,1,12,18,51,8,4,16,0.25,24,12,32,0.375,8,4,7,0.57143,22,16,,0,"47-30",6,0,0,"quad3","High PointWinthrop3-4",2022
"2022-03-04","conf_t","N",true,"Winthrop","BSth","High Point","BSth",200,64,26,52,7,22,9,17,8,29,37,14,5,3,13,12,68,5,2,6,0.33333,32,16,27,0.59259,4,3,3,1,16,12,"47 - 24",23,"39-17",12,0,38.45,"quad4","High PointWinthrop3-4",2022
"2022-03-04","conf_t","N",false,"Valparaiso","MVC","Missouri St.","MVC",200,68,22,61,4,24,10,12,8,30,38,8,4,4,10,12,58,6,4,9,0.44444,30,15,29,0.51724,1,1,2,0.5,12,4,"0 - 4",4,"62-56",8,3,4.616667,"quad2","ValparaisoMissouri St.3-4",2022
"2022-03-04","conf_t","N",true,"Missouri St.","MVC","Valparaiso","MVC",200,68,27,61,5,15,8,9,5,31,36,14,6,4,8,14,67,10,6,7,0.85714,34,17,31,0.54839,5,3,3,1,7,12,"57 - 43",14,"12-9",7,3,34.866667,"quad4","ValparaisoMissouri St.3-4",2022
"2022-03-04","conf","A",false,"Central Michigan","MAC","Akron","MAC",200,61,20,47,4,18,12,13,4,24,28,9,4,2,12,20,56,8,5,6,0.83333,26,13,21,0.61905,9,5,5,1,2,9,"48 - 54",6,"40-41",7,10,14.993333,"quad2","Central MichiganAkron3-4",2022
"2022-03-04","conf","H",true,"Akron","MAC","Central Michigan","MAC",200,61,19,50,6,22,13,22,6,23,29,13,8,1,7,13,57,8,4,7,0.57143,18,9,19,0.47368,7,6,9,0.66667,15,11,"6 - 0",6,"6-0",6,10,18.54,"quad4","Central MichiganAkron3-4",2022
"2022-03-04","conf","A",false,"Eastern Michigan","MAC","Miami OH","MAC",200,65,25,55,5,20,8,14,15,24,39,10,5,1,19,18,63,13,7,13,0.53846,32,16,24,0.66667,2,1,1,1,13,10,,0,"65-57",6,0,0,"quad4","Eastern MichiganMiami OH3-4",2022
"2022-03-04","conf","H",true,"Miami OH","MAC","Eastern Michigan","MAC",200,65,30,61,9,25,7,9,9,18,27,20,5,6,10,12,76,2,1,8,0.125,36,18,27,0.66667,4,2,2,1,9,24,"33 - 11",22,"33-11",21,0,38.233333,"quad4","Eastern MichiganMiami OH3-4",2022
"2022-03-04","conf","A",false,"Richmond","A10","St. Bonaventure","A10",200,64,25,57,7,27,8,13,9,23,32,16,6,1,11,14,65,8,4,7,0.57143,32,16,24,0.66667,7,3,3,1,16,13,"37 - 40",3,"9-10",7,14,10.36,"quad1","RichmondSt. Bonaventure3-4",2022
"2022-03-04","conf","H",true,"St. Bonaventure","A10","Richmond","A10",200,64,30,55,4,13,8,12,5,22,27,7,6,5,8,11,72,6,3,5,0.6,32,16,29,0.55172,8,5,7,0.71429,0,14,"70 - 60",10,"65-56",10,14,21.766667,"quad3","RichmondSt. Bonaventure3-4",2022
"2022-03-04","conf","A",false,"Ohio","MAC","Northern Illinois","MAC",200,65,17,51,7,25,16,19,4,25,29,10,7,3,9,12,57,4,2,4,0.5,16,8,22,0.36364,2,2,3,0.66667,10,19,"32 - 36",4,"31-33",8,4,3.666667,"quad4","OhioNorthern Illinois3-4",2022
"2022-03-04","conf","H",true,"Northern Illinois","MAC","Ohio","MAC",200,65,22,51,3,17,11,14,6,32,38,10,2,4,14,21,58,9,5,6,0.83333,28,14,26,0.53846,11,7,7,1,13,9,"26 - 16",10,"22-13",11,4,32.116667,"quad3","OhioNorthern Illinois3-4",2022
"2022-03-04","conf_t","N",false,"Southeast Missouri St.","OVC","Murray St.","OVC",200,70,23,55,8,26,20,29,7,20,27,12,7,3,9,22,74,7,5,8,0.625,24,12,23,0.52174,9,7,8,0.875,44,18,,0,"86-74",10,0,0,"quad1","Southeast Missouri St.Murray St.3-4",2022
"2022-03-04","conf_t","N",true,"Murray St.","OVC","Southeast Missouri St.","OVC",200,70,30,56,8,20,20,30,13,31,44,9,8,2,13,24,88,7,6,15,0.4,40,20,31,0.64516,19,13,15,0.86667,15,13,"71 - 44",27,"17-1",9,0,39.75,"quad4","Southeast Missouri St.Murray St.3-4",2022
"2022-03-04","conf_t","N",false,"Western Carolina","SC","Mercer","SC",200,67,20,59,8,32,5,9,9,22,31,9,4,2,13,12,53,10,4,8,0.5,20,10,21,0.47619,4,3,3,1,21,3,,0,"58-39",9,0,0,"quad3","Western CarolinaMercer3-4",2022
"2022-03-04","conf_t","N",true,"Mercer","SC","Western Carolina","SC",200,67,32,59,11,20,6,10,7,32,39,15,9,4,11,12,81,5,2,5,0.4,40,20,31,0.64516,7,4,4,1,38,12,"75 - 45",30,"55-28",12,0,38.95,"quad4","Western CarolinaMercer3-4",2022
"2022-03-04","conf_t","N",false,"Campbell","BSth","Gardner Webb","BSth",200,65,16,50,4,22,17,20,5,24,29,4,10,2,12,14,53,5,5,8,0.625,14,7,17,0.41176,16,10,10,1,11,19,"0 - 2",2,"23-22",8,1,2.416667,"quad3","CampbellGardner Webb3-4",2022
"2022-03-04","conf_t","N",true,"Gardner Webb","BSth","Campbell","BSth",200,65,23,58,7,20,1,6,14,30,44,9,5,2,17,19,54,13,7,14,0.5,30,15,32,0.46875,0,0,0,,10,10,"18 - 7",11,"7-2",7,1,34.7,"quad4","CampbellGardner Webb3-4",2022
"2022-03-04","conf_t","N",false,"Loyola Marymount","WCC","BYU","WCC",200,70,22,53,3,15,13,21,4,21,25,8,5,1,11,20,60,3,2,6,0.33333,30,15,30,0.5,5,4,5,0.8,13,10,,0,"60-44",6,0,0,"quad2","Loyola MarymountBYU3-4",2022
"2022-03-04","conf_t","N",true,"BYU","WCC","Loyola Marymount","WCC",200,70,32,59,5,15,16,22,11,33,44,14,6,3,12,20,85,19,13,16,0.8125,48,24,39,0.61538,6,3,4,0.75,26,19,"76 - 51",25,"52-30",9,0,39.35,"quad4","Loyola MarymountBYU3-4",2022
"2022-03-04","conf_t","N",false,"Southern Illinois","MVC","Drake","MVC",200,61,21,51,4,26,6,9,7,22,29,7,2,3,13,18,52,7,3,6,0.5,28,14,21,0.66667,9,4,6,0.66667,7,10,"17 - 24",7,"17-24",7,9,11.92,"quad2","Southern IllinoisDrake3-4",2022
"2022-03-04","conf_t","N",true,"Drake","MVC","Southern Illinois","MVC",200,61,24,54,1,9,16,20,9,25,34,7,10,2,7,14,65,6,4,8,0.5,32,16,30,0.53333,10,7,9,0.77778,3,10,"58 - 44",14,"30-26",7,9,22.348333,"quad3","Southern IllinoisDrake3-4",2022
"2022-03-04","conf_t","N",true,"Morehead St.","OVC","Belmont","OVC",200,63,20,52,6,16,7,10,9,22,31,6,11,4,16,18,53,9,4,7,0.57143,20,10,26,0.38462,4,3,3,1,13,17,"25 - 36",11,"15-21",5,4,30.566667,"quad2","Morehead St.Belmont3-4",2022
"2022-03-04","conf_t","N",false,"Belmont","OVC","Morehead St.","OVC",200,63,17,43,2,12,15,21,7,24,31,6,10,5,18,12,51,3,2,5,0.4,28,14,25,0.56,9,6,7,0.85714,1,19,"44 - 42",2,"40-39",10,4,2.75,"quad3","Morehead St.Belmont3-4",2022
"2022-03-04","conf","A",true,"Utah St.","MWC","San Jose St.","MWC",200,64,28,54,11,22,8,13,13,29,42,18,1,1,16,19,75,10,6,13,0.46154,32,16,31,0.51613,3,2,3,0.66667,13,20,"52 - 75",23,"7-11",9,3,29.475,"quad4","Utah St.San Jose St.3-4",2022
"2022-03-04","conf","H",false,"San Jose St.","MWC","Utah St.","MWC",200,64,20,51,6,23,6,15,9,15,24,14,12,4,16,18,52,10,5,9,0.55556,28,14,27,0.51852,5,3,4,0.75,24,16,"7 - 2",5,"19-16",9,3,7.716667,"quad2","Utah St.San Jose St.3-4",2022
"2022-03-04","conf_t","N",false,"San Diego","WCC","Portland","WCC",200,63,23,64,3,20,6,7,11,30,41,8,3,3,7,20,55,7,4,10,0.4,24,12,31,0.3871,2,2,2,1,17,7,,0,"15-11",5,0,0,"quad3","San DiegoPortland3-4",2022
"2022-03-04","conf_t","N",true,"Portland","WCC","San Diego","WCC",200,63,27,58,8,16,11,19,8,30,38,18,2,1,5,9,73,4,3,10,0.3,32,16,33,0.48485,7,4,5,0.8,2,9,"71 - 53",18,"71-53",9,0,38.966667,"quad4","San DiegoPortland3-4",2022
"2022-03-04","conf_t","N",false,"Charleston Southern","BSth","USC Upstate","BSth",200,71,20,60,9,26,13,24,18,29,47,7,3,2,18,15,62,20,10,17,0.58824,22,11,29,0.37931,6,4,7,0.57143,5,8,,0,"61-51",8,0,0,"quad4","Charleston SouthernUSC Upstate3-4",2022
"2022-03-04","conf_t","N",true,"USC Upstate","BSth","Charleston Southern","BSth",200,71,28,61,5,16,11,13,5,27,32,16,11,5,9,20,72,7,4,5,0.8,26,13,25,0.52,11,7,8,0.875,17,23,"59 - 39",20,"12-3",9,0,39.016667,"quad4","Charleston SouthernUSC Upstate3-4",2022
"2022-03-03","conf_t","N",false,"UT Arlington","SB","Louisiana Lafayette","SB",200,68,20,64,7,27,17,23,13,22,35,10,11,4,9,22,64,16,8,15,0.53333,22,11,30,0.36667,8,6,8,0.75,1,12,"0 - 2",2,"36-31",12,1,1.1,"quad3","UT ArlingtonLouisiana Lafayette3-3",2022
"2022-03-03","conf_t","N",true,"Louisiana Lafayette","SB","UT Arlington","SB",200,68,20,44,8,14,19,27,6,33,39,14,5,4,16,17,67,7,3,4,0.75,20,10,23,0.43478,12,9,12,0.75,24,12,"27 - 10",17,"7-2",7,1,37.783333,"quad4","UT ArlingtonLouisiana Lafayette3-3",2022
"2022-03-03","conf_t","N",true,"Little Rock","SB","South Alabama","SB",200,60,23,47,14,24,15,16,7,22,29,17,4,2,11,24,75,9,6,8,0.75,16,8,15,0.53333,6,6,6,1,19,13,"18 - 28",10,"0-7",7,2,38.316667,"quad3","Little RockSouth Alabama3-3",2022
"2022-03-03","conf_t","N",false,"South Alabama","SB","Little Rock","SB",200,60,22,46,4,13,23,30,9,18,27,9,8,4,12,18,71,7,5,9,0.55556,34,17,27,0.62963,11,10,11,0.90909,20,14,"14 - 13",1,"66-66",7,2,1,"quad4","Little RockSouth Alabama3-3",2022
