"date","type","location","did_win","team","conf","opp","opp_conf","min","pos","year","fgm","fga","tpm","tpa","ftm","fta","oreb","dreb","reb","ast","stl","blk","to","pf","pts","game_id"
"2012-03-25","post","N",false,"North Carolina","ACC","Kansas","B12",200,71,2012,28,64,2,17,9,12,8,27,35,18,5,6,10,17,67,"320850153"
"2012-03-25","post","A",false,"Oakland","Sum","Utah St.","WAC",200,77,2012,26,71,13,35,16,22,10,20,30,14,5,1,6,24,81,"320850328"
"2012-03-25","post","H",true,"Utah St.","WAC","Oakland","Sum",200,77,2012,37,58,12,16,19,25,4,33,37,26,3,4,11,20,105,"320850328"
"2012-03-24","post","N",false,"Florida","SEC","Louisville","BE",200,64,2012,24,48,8,20,12,18,6,26,32,17,4,3,14,15,68,"320840097"
"2012-03-24","post","N",true,"Louisville","BE","Florida","SEC",200,64,2012,27,60,6,16,12,15,8,22,30,11,6,3,6,20,72,"320840097"
"2012-03-24","post","N",true,"Ohio St.","B10","Syracuse","BE",200,68,2012,21,51,4,13,31,42,14,25,39,10,4,3,12,20,77,"320840183"
"2012-03-24","post","N",false,"Syracuse","BE","Ohio St.","B10",200,68,2012,22,53,6,16,20,25,8,18,26,9,6,7,12,28,70,"320840183"
"2012-03-24","post","A",true,"Mercer","ASun","Fairfield","MAAC",200,65,2012,23,51,10,20,8,10,9,23,32,16,11,2,19,18,64,"320842217"
"2012-03-24","post","H",false,"Fairfield","MAAC","Mercer","ASun",200,65,2012,20,53,3,16,16,20,12,18,30,10,12,5,15,16,59,"320842217"
"2012-03-23","post","N",false,"Indiana","B10","Kentucky","SEC",200,72,2012,36,69,5,18,13,17,12,19,31,16,3,2,8,27,90,"320830096"
"2012-03-23","post","N",true,"Kentucky","SEC","Indiana","B10",200,72,2012,31,64,5,10,35,37,15,24,39,12,3,4,6,18,102,"320830096"
"2012-03-23","post","N",false,"Ohio","MAC","North Carolina","ACC",225,79,2012,23,71,12,32,7,8,7,23,30,17,13,3,13,22,65,"320830153"
"2012-03-23","post","N",true,"North Carolina","ACC","Ohio","MAC",225,79,2012,26,65,7,22,14,24,22,41,63,18,4,8,24,13,73,"320830153"
"2012-03-23","post","N",false,"Xavier","A10","Baylor","B12",200,66,2012,24,56,3,15,19,24,11,18,29,10,7,4,10,15,70,"320830239"
"2012-03-23","post","N",true,"Baylor","B12","Xavier","A10",200,66,2012,29,57,5,15,12,14,10,25,35,21,7,3,13,17,75,"320830239"
"2012-03-23","post","N",false,"North Carolina St.","ACC","Kansas","B12",200,67,2012,19,67,6,21,13,17,21,26,47,10,7,6,14,17,57,"320832305"
"2012-03-23","post","N",true,"Kansas","B12","North Carolina St.","ACC",200,67,2012,24,64,1,14,11,20,20,30,50,13,9,11,14,14,60,"320832305"
"2012-03-22","post","N",true,"Louisville","BE","Michigan St.","B10",200,60,2012,21,55,9,23,6,11,11,28,39,15,9,7,10,11,57,"320820127"
"2012-03-22","post","N",false,"Michigan St.","B10","Louisville","BE",200,60,2012,14,49,5,21,11,12,8,28,36,12,8,7,15,15,44,"320820127"
"2012-03-22","post","N",false,"Wisconsin","B10","Syracuse","BE",200,52,2012,21,49,14,27,7,12,8,17,25,15,2,2,6,12,63,"320820183"
"2012-03-22","post","N",true,"Syracuse","BE","Wisconsin","B10",200,52,2012,27,49,5,9,5,9,7,19,26,5,4,1,6,13,64,"320820183"
"2012-03-22","post","N",false,"Cincinnati","BE","Ohio St.","B10",200,68,2012,26,56,9,23,5,8,8,21,29,8,5,5,18,21,66,"320820194"
"2012-03-22","post","N",true,"Ohio St.","B10","Cincinnati","BE",200,68,2012,27,56,8,17,19,27,12,23,35,14,13,1,11,11,81,"320820194"
"2012-03-22","post","N",true,"Florida","SEC","Marquette","BE",200,67,2012,24,59,7,27,13,15,10,32,42,15,5,9,11,15,68,"320820269"
"2012-03-22","post","N",false,"Marquette","BE","Florida","SEC",200,67,2012,20,65,6,21,12,18,15,26,41,11,8,3,9,17,58,"320820269"
"2012-03-21","post","A",false,"Nevada","WAC","Stanford","P12",200,66,2012,19,49,5,18,13,23,10,20,30,8,3,4,15,17,56,"320810024"
"2012-03-21","post","H",true,"Stanford","P12","Nevada","WAC",200,66,2012,31,58,8,14,14,17,8,27,35,17,7,5,9,19,84,"320810024"
"2012-03-21","post","A",true,"Minnesota","B10","Middle Tennessee","SB",200,68,2012,27,55,6,11,18,24,13,20,33,11,10,5,15,20,78,"320812393"
"2012-03-21","post","H",false,"Middle Tennessee","SB","Minnesota","B10",200,68,2012,25,53,4,13,18,24,12,19,31,11,7,5,17,19,72,"320812393"
"2012-03-21","post","A",false,"Robert Morris","NEC","Fairfield","MAAC",200,66,2012,22,62,5,17,12,24,19,19,38,11,4,1,15,17,61,"320812217"
"2012-03-21","post","H",true,"Fairfield","MAAC","Robert Morris","NEC",200,66,2012,26,51,3,12,12,19,9,20,29,16,5,5,13,17,67,"320812217"
"2012-03-21","post","A",false,"Loyola Marymount","WCC","Utah St.","WAC",200,77,2012,27,66,8,22,7,14,13,17,30,13,14,0,19,21,69,"320810328"
"2012-03-21","post","H",true,"Utah St.","WAC","Loyola Marymount","WCC",200,77,2012,20,51,5,21,32,35,14,28,42,14,7,6,22,19,77,"320810328"
"2012-03-21","post","A",true,"Washington St.","P12","Oregon St.","P12",200,66,2012,27,56,8,15,10,17,11,20,31,10,7,0,13,22,72,"320810204"
"2012-03-21","post","H",false,"Oregon St.","P12","Washington St.","P12",200,66,2012,19,50,2,12,15,28,12,20,32,11,7,4,15,20,55,"320810204"
"2012-03-21","post","A",true,"Pittsburgh","BE","Butler","Horz",225,71,2012,24,63,4,15,16,20,13,25,38,15,5,3,13,19,68,"320812086"
"2012-03-21","post","H",false,"Butler","Horz","Pittsburgh","BE",225,71,2012,22,59,3,18,15,26,11,22,33,15,6,4,11,16,62,"320812086"
"2012-03-21","post","A",true,"Mercer","ASun","Old Dominion","CAA",200,63,2012,27,58,11,27,14,15,13,19,32,22,5,2,11,19,79,"320810295"
"2012-03-21","post","H",false,"Old Dominion","CAA","Mercer","ASun",200,63,2012,24,53,11,20,14,22,11,18,29,14,7,4,12,15,73,"320810295"
"2012-03-20","post","A",false,"Oregon","P12","Washington","P12",200,71,2012,31,69,7,25,17,22,14,22,36,17,3,3,7,24,86,"320800264"
"2012-03-20","post","H",true,"Washington","P12","Oregon","P12",200,71,2012,28,62,7,19,27,35,16,24,40,17,2,4,8,19,90,"320800264"
"2012-03-20","post","A",true,"Massachusetts","A10","Drexel","CAA",200,62,2012,30,51,4,10,8,17,9,12,21,9,11,4,13,20,72,"320802182"
"2012-03-20","post","H",false,"Drexel","CAA","Massachusetts","A10",200,62,2012,28,62,1,13,13,20,25,18,43,14,5,4,15,20,70,"320802182"
"2012-03-20","post","A",false,"Rice","CUSA","Oakland","Sum",200,75,2012,28,67,7,25,7,9,7,26,33,15,3,7,12,24,70,"320802473"
"2012-03-20","post","H",true,"Oakland","Sum","Rice","CUSA",200,75,2012,24,56,4,18,25,34,4,25,29,13,8,3,7,10,77,"320802473"
"2012-03-19","post","A",false,"Illinois St.","MVC","Stanford","P12",225,78,2012,27,62,15,30,19,21,12,26,38,11,8,5,17,18,88,"320790024"
"2012-03-19","post","H",true,"Stanford","P12","Illinois St.","MVC",225,78,2012,34,65,12,20,12,21,10,23,33,15,8,4,15,21,92,"320790024"
"2012-03-19","post","A",true,"Minnesota","B10","Miami FL","ACC",200,64,2012,28,48,6,13,16,19,11,30,41,14,2,2,18,21,78,"320792390"
"2012-03-19","post","H",false,"Miami FL","ACC","Minnesota","B10",200,64,2012,21,61,4,25,14,22,15,11,26,7,9,1,8,16,60,"320792390"
"2012-03-19","post","A",true,"Middle Tennessee","SB","Tennessee","SEC",200,71,2012,24,52,3,11,20,28,12,34,46,12,5,1,17,23,71,"320792633"
"2012-03-19","post","H",false,"Tennessee","SEC","Middle Tennessee","SB",200,71,2012,22,58,1,13,19,30,9,21,30,12,8,4,10,20,64,"320792633"
"2012-03-19","post","A",false,"Wyoming","MWC","Washington St.","P12",200,60,2012,16,45,2,16,7,11,3,17,20,9,5,1,11,18,41,"320790265"
"2012-03-19","post","H",true,"Washington St.","P12","Wyoming","MWC",200,60,2012,18,43,4,16,21,29,5,28,33,12,5,3,10,15,61,"320790265"
"2012-03-19","post","A",true,"Butler","Horz","Penn","Ivy",200,63,2012,20,53,2,7,21,27,16,26,42,8,7,3,13,14,63,"320790219"
"2012-03-19","post","H",false,"Penn","Ivy","Butler","Horz",200,63,2012,20,54,4,20,9,13,8,18,26,10,6,5,12,22,53,"320790219"
"2012-03-19","post","A",false,"TCU","MWC","Oregon St.","P12",200,82,2012,31,74,8,30,11,20,12,21,33,11,6,1,13,17,81,"320790204"
"2012-03-19","post","H",true,"Oregon St.","P12","TCU","MWC",200,82,2012,39,60,7,13,16,22,4,30,34,24,10,6,15,18,101,"320790204"
"2012-03-19","post","A",false,"Princeton","Ivy","Pittsburgh","BE",200,65,2012,23,56,10,27,5,6,5,21,26,16,4,4,10,11,61,"320790221"
"2012-03-19","post","H",true,"Pittsburgh","BE","Princeton","Ivy",200,65,2012,34,65,9,20,5,9,11,26,37,16,4,0,8,8,82,"320790221"
"2012-03-18","post","N",true,"North Carolina St.","ACC","Georgetown","BE",200,62,2012,20,54,7,15,19,31,17,24,41,11,4,3,10,14,66,"320780046"
"2012-03-18","post","N",false,"Georgetown","BE","North Carolina St.","ACC",200,62,2012,21,51,8,25,13,17,8,25,33,13,5,4,12,23,63,"320780046"
"2012-03-18","post","N",true,"Cincinnati","BE","Florida St.","ACC",200,65,2012,19,50,5,15,19,23,10,23,33,13,13,5,15,18,62,"320780052"
"2012-03-18","post","N",false,"Florida St.","ACC","Cincinnati","BE",200,65,2012,19,50,6,17,12,15,10,21,31,11,5,8,17,20,56,"320780052"
"2012-03-18","post","N",false,"Norfolk St.","MEAC","Florida","SEC",200,65,2012,18,66,4,24,10,13,14,17,31,9,3,3,8,21,50,"320780057"
"2012-03-18","post","N",true,"Florida","SEC","Norfolk St.","MEAC",200,65,2012,28,53,10,28,18,25,13,35,48,13,4,4,13,12,84,"320780057"
"2012-03-18","post","N",true,"Ohio","MAC","South Florida","BE",200,55,2012,17,43,9,18,19,25,7,18,25,10,9,1,9,19,62,"320780058"
"2012-03-18","post","N",false,"South Florida","BE","Ohio","MAC",200,55,2012,20,46,2,15,14,19,10,23,33,10,5,6,10,16,56,"320780058"
"2012-03-18","post","N",false,"Saint Louis","A10","Michigan St.","B10",200,60,2012,18,51,7,25,18,23,8,20,28,9,5,1,6,16,61,"320780127"
"2012-03-18","post","N",true,"Michigan St.","B10","Saint Louis","A10",200,60,2012,25,46,4,10,11,17,5,27,32,12,2,1,11,19,65,"320780127"
"2012-03-18","post","N",false,"Creighton","MVC","North Carolina","ACC",200,72,2012,28,68,8,20,9,12,9,26,35,11,7,3,9,18,73,"320780153"
"2012-03-18","post","N",true,"North Carolina","ACC","Creighton","MVC",200,72,2012,33,65,8,16,13,19,11,33,44,16,4,9,9,8,87,"320780153"
"2012-03-18","post","A",false,"Northern Iowa","MVC","Drexel","CAA",200,59,2012,22,48,10,23,9,13,8,24,32,11,6,2,13,18,63,"320782182"
"2012-03-18","post","H",true,"Drexel","CAA","Northern Iowa","MVC",200,59,2012,23,44,7,10,12,19,4,20,24,15,3,1,11,15,65,"320782182"
"2012-03-18","post","N",false,"Purdue","B10","Kansas","B12",200,57,2012,20,50,8,18,12,19,12,24,36,11,3,1,10,16,60,"320782305"
"2012-03-18","post","N",true,"Kansas","B12","Purdue","B10",200,57,2012,21,62,6,24,15,23,21,23,44,10,6,4,7,18,63,"320782305"
"2012-03-18","post","A",false,"Bucknell","Pat","Nevada","WAC",200,72,2012,22,55,8,25,15,17,6,24,30,13,6,1,16,22,67,"320782440"
"2012-03-18","post","H",true,"Nevada","WAC","Bucknell","Pat",200,72,2012,24,48,3,10,24,32,6,27,33,12,4,2,14,16,75,"320782440"
"2012-03-18","post","A",false,"Iowa","B10","Oregon","P12",200,76,2012,37,79,10,22,13,15,18,18,36,19,6,0,8,23,97,"320782483"
"2012-03-18","post","H",true,"Oregon","P12","Iowa","B10",200,76,2012,35,59,10,23,28,32,8,24,32,26,3,7,10,16,108,"320782483"
"2012-03-18","post","N",false,"Lehigh","Pat","Xavier","A10",200,66,2012,21,64,3,22,13,20,15,21,36,4,6,5,8,20,58,"320782752"
"2012-03-18","post","N",true,"Xavier","A10","Lehigh","Pat",200,66,2012,24,54,7,15,15,21,12,31,43,8,2,6,14,15,70,"320782752"
"2012-03-18","post","A",false,"Weber St.","BSky","Loyola Marymount","WCC",225,78,2012,25,65,6,23,22,24,9,22,31,8,6,5,10,23,78,"320782351"
"2012-03-18","post","H",true,"Loyola Marymount","WCC","Weber St.","BSky",225,78,2012,27,64,9,23,21,27,14,30,44,14,3,5,17,17,84,"320782351"
"2012-03-18","post","A",false,"USC Upstate","ASun","Old Dominion","CAA",200,73,2012,20,60,6,26,10,18,11,21,32,13,7,5,15,24,56,"320780295"
"2012-03-18","post","H",true,"Old Dominion","CAA","USC Upstate","ASun",200,73,2012,20,52,4,18,21,33,13,31,44,10,9,7,20,17,65,"320780295"
"2012-03-18","post","A",false,"Manhattan","MAAC","Fairfield","MAAC",200,64,2012,24,54,1,11,8,14,14,20,34,6,4,6,19,14,57,"320782217"
"2012-03-18","post","H",true,"Fairfield","MAAC","Manhattan","MAAC",200,64,2012,31,61,2,8,5,13,12,16,28,22,14,3,9,17,69,"320782217"
"2012-03-17","post","N",false,"VCU","CAA","Indiana","B10",200,65,2012,23,57,9,30,6,13,8,15,23,8,10,3,11,16,61,"320770084"
"2012-03-17","post","N",true,"Indiana","B10","VCU","CAA",200,65,2012,24,46,6,13,9,11,8,28,36,13,6,2,22,13,63,"320770084"
"2012-03-17","post","N",false,"Iowa St.","B12","Kentucky","SEC",200,66,2012,25,61,3,22,18,25,12,19,31,7,6,2,7,17,71,"320770096"
"2012-03-17","post","N",true,"Kentucky","SEC","Iowa St.","B12",200,66,2012,31,56,10,20,15,22,12,28,40,19,2,5,11,19,87,"320770096"
"2012-03-17","post","N",false,"New Mexico","MWC","Louisville","BE",200,57,2012,23,58,5,23,5,8,17,19,36,13,5,2,13,12,56,"320770097"
"2012-03-17","post","N",true,"Louisville","BE","New Mexico","MWC",200,57,2012,22,48,7,15,8,12,7,18,25,9,9,5,11,14,59,"320770097"
"2012-03-17","post","N",false,"Kansas St.","B12","Syracuse","BE",200,64,2012,21,67,4,17,13,19,25,16,41,8,5,0,14,20,59,"320770183"
"2012-03-17","post","N",true,"Syracuse","BE","Kansas St.","B12",200,64,2012,23,45,6,9,23,29,9,23,32,13,6,8,14,18,75,"320770183"
"2012-03-17","post","N",false,"Gonzaga","WCC","Ohio St.","B10",200,62,2012,22,56,8,23,14,19,13,21,34,14,3,1,9,19,66,"320770194"
"2012-03-17","post","N",true,"Ohio St.","B10","Gonzaga","WCC",200,62,2012,25,53,9,24,14,18,9,22,31,13,6,4,11,17,73,"320770194"
"2012-03-17","post","N",false,"Colorado","P12","Baylor","B12",200,66,2012,23,51,5,15,12,18,7,21,28,13,6,3,13,16,63,"320770239"
"2012-03-17","post","N",true,"Baylor","B12","Colorado","P12",200,66,2012,28,64,11,20,13,18,17,24,41,15,9,4,11,12,80,"320770239"
"2012-03-17","post","N",false,"Murray St.","OVC","Marquette","BE",200,71,2012,20,64,4,21,9,10,13,30,43,7,6,4,16,18,53,"320770269"
"2012-03-17","post","N",true,"Marquette","BE","Murray St.","OVC",200,71,2012,21,55,4,15,16,21,5,31,36,11,7,4,12,11,62,"320770269"
"2012-03-17","post","N",false,"Vanderbilt","SEC","Wisconsin","B10",200,56,2012,20,46,5,19,12,16,9,26,35,8,4,3,12,17,57,"320770275"
"2012-03-17","post","N",true,"Wisconsin","B10","Vanderbilt","SEC",200,56,2012,23,55,10,33,4,8,10,20,30,13,4,1,8,16,60,"320770275"
"2012-03-17","post","A",true,"Massachusetts","A10","Seton Hall","BE",200,70,2012,25,56,5,18,22,31,15,27,42,11,6,4,12,18,77,"320772550"
"2012-03-17","post","H",false,"Seton Hall","BE","Massachusetts","A10",200,70,2012,21,60,5,27,20,28,15,20,35,11,5,5,14,21,67,"320772550"
"2012-03-17","post","A",true,"Robert Morris","NEC","Toledo","MAC",200,62,2012,23,46,10,21,13,20,9,22,31,20,11,2,15,15,69,"320772649"
"2012-03-17","post","H",false,"Toledo","MAC","Robert Morris","NEC",200,62,2012,18,51,4,15,11,16,8,14,22,10,7,1,13,13,51,"320772649"
"2012-03-17","post","A",false,"Idaho","WAC","Utah St.","WAC",200,67,2012,20,49,4,14,12,18,10,20,30,13,7,5,18,18,56,"320770328"
"2012-03-17","post","H",true,"Utah St.","WAC","Idaho","WAC",200,67,2012,29,59,6,16,12,14,7,18,25,21,5,1,11,18,76,"320770328"
"2012-03-17","post","A",false,"Drake","MVC","Rice","CUSA",200,72,2012,21,54,9,19,17,21,5,19,24,9,8,2,13,17,68,"320770242"
"2012-03-17","post","H",true,"Rice","CUSA","Drake","MVC",200,72,2012,26,49,6,18,16,22,4,30,34,21,10,6,17,21,74,"320770242"
"2012-03-17","post","A",false,"Buffalo","MAC","Oakland","Sum",200,72,2012,31,63,12,27,2,4,10,21,31,16,6,2,17,20,76,"320772473"
"2012-03-17","post","H",true,"Oakland","Sum","Buffalo","MAC",200,72,2012,26,57,12,27,20,24,6,21,27,11,8,1,10,12,84,"320772473"
"2012-03-17","post","A",false,"Georgia St.","CAA","Mercer","ASun",200,66,2012,20,61,6,23,13,19,12,22,34,7,8,9,8,17,59,"320772382"
"2012-03-17","post","H",true,"Mercer","ASun","Georgia St.","CAA",200,66,2012,20,53,8,19,16,20,9,25,34,12,4,5,14,17,64,"320772382"
"2012-03-16","post","N",true,"North Carolina St.","ACC","San Diego St.","MWC",200,68,2012,31,53,3,9,14,21,5,33,38,13,3,3,10,13,79,"320760021"
"2012-03-16","post","N",false,"San Diego St.","MWC","North Carolina St.","ACC",200,68,2012,23,61,8,23,11,14,8,21,29,9,3,2,9,17,65,"320760021"
"2012-03-16","post","N",false,"Belmont","ASun","Georgetown","BE",200,59,2012,21,54,10,27,7,11,10,14,24,16,3,0,9,15,59,"320760046"
"2012-03-16","post","N",true,"Georgetown","BE","Belmont","ASun",200,59,2012,30,49,5,12,9,13,7,25,32,14,2,3,12,10,74,"320760046"
"2012-03-16","post","N",false,"St. Bonaventure","A10","Florida St.","ACC",200,61,2012,23,57,7,14,10,13,14,23,37,16,9,3,13,16,63,"320760052"
"2012-03-16","post","N",true,"Florida St.","ACC","St. Bonaventure","A10",200,61,2012,24,53,7,19,11,14,9,22,31,13,9,9,11,14,66,"320760052"
"2012-03-16","post","N",false,"Virginia","ACC","Florida","SEC",200,63,2012,18,47,3,18,6,10,2,21,23,12,5,1,13,15,45,"320760057"
"2012-03-16","post","N",true,"Florida","SEC","Virginia","ACC",200,63,2012,28,53,4,23,11,17,9,30,39,11,6,0,12,10,71,"320760057"
"2012-03-16","post","N",true,"Xavier","A10","Notre Dame","BE",200,57,2012,22,44,5,10,18,27,10,20,30,11,6,1,10,14,67,"320760087"
"2012-03-16","post","N",false,"Notre Dame","BE","Xavier","A10",200,57,2012,25,49,9,21,4,9,6,15,21,19,6,1,11,16,63,"320760087"
"2012-03-16","post","N",false,"LIU Brooklyn","NEC","Michigan St.","B10",200,69,2012,22,50,8,17,15,23,4,16,20,10,6,4,12,10,67,"320760127"
"2012-03-16","post","N",true,"Michigan St.","B10","LIU Brooklyn","NEC",200,69,2012,40,68,3,9,6,9,15,28,43,21,6,0,12,17,89,"320760127"
"2012-03-16","post","N",true,"Ohio","MAC","Michigan","B10",200,57,2012,22,43,6,16,15,17,4,22,26,13,6,2,9,12,65,"320760130"
"2012-03-16","post","N",false,"Michigan","B10","Ohio","MAC",200,57,2012,22,54,7,23,9,11,11,18,29,11,2,0,10,16,60,"320760130"
"2012-03-16","post","N",true,"Norfolk St.","MEAC","Missouri","B12",200,64,2012,32,59,10,19,12,18,14,23,37,14,2,3,11,20,86,"320760142"
"2012-03-16","post","N",false,"Missouri","B12","Norfolk St.","MEAC",200,64,2012,29,55,13,29,13,17,7,18,25,15,6,1,8,19,84,"320760142"
"2012-03-16","post","N",true,"Lehigh","Pat","Duke","ACC",200,68,2012,22,52,6,18,25,37,9,25,34,12,7,1,8,22,75,"320760150"
"2012-03-16","post","N",false,"Duke","ACC","Lehigh","Pat",200,68,2012,24,58,6,26,16,23,13,29,42,12,4,3,13,26,70,"320760150"
"2012-03-16","post","N",false,"Vermont","AE","North Carolina","ACC",200,71,2012,25,63,3,18,5,8,16,26,42,8,6,2,20,19,58,"320760153"
"2012-03-16","post","N",true,"North Carolina","ACC","Vermont","AE",200,71,2012,27,65,5,18,18,24,15,22,37,14,14,6,11,10,77,"320760153"
"2012-03-16","post","N",false,"Alabama","SEC","Creighton","MVC",200,56,2012,22,48,7,17,6,12,6,26,32,9,5,4,9,18,57,"320760156"
"2012-03-16","post","N",true,"Creighton","MVC","Alabama","SEC",200,56,2012,22,50,9,21,5,13,7,24,31,14,4,3,7,11,58,"320760156"
"2012-03-16","post","N",true,"South Florida","BE","Temple","A10",200,57,2012,17,50,8,17,16,21,14,23,37,7,10,1,12,16,58,"320760218"
"2012-03-16","post","N",false,"Temple","A10","South Florida","BE",200,57,2012,15,42,2,12,12,16,6,22,28,9,6,5,13,19,44,"320760218"
"2012-03-16","post","N",true,"Saint Louis","A10","Memphis","CUSA",200,63,2012,21,46,5,13,14,18,8,26,34,7,6,1,17,12,61,"320760235"
"2012-03-16","post","N",false,"Memphis","CUSA","Saint Louis","A10",200,63,2012,21,54,2,15,10,17,10,19,29,4,8,3,11,17,54,"320760235"
"2012-03-16","post","A",false,"Northwestern","B10","Washington","P12",200,65,2012,18,51,9,24,10,17,9,17,26,12,10,5,15,15,55,"320760264"
"2012-03-16","post","H",true,"Washington","P12","Northwestern","B10",200,65,2012,27,63,11,32,11,14,20,24,44,18,7,4,17,17,76,"320760264"
"2012-03-16","post","N",false,"Texas","B12","Cincinnati","BE",200,64,2012,20,57,7,20,12,14,10,24,34,11,6,5,11,15,59,"320762132"
"2012-03-16","post","N",true,"Cincinnati","BE","Texas","B12",200,64,2012,27,59,3,16,8,16,12,28,40,17,4,4,9,16,65,"320762132"
"2012-03-16","post","N",false,"Detroit","Horz","Kansas","B12",200,67,2012,20,63,3,17,7,14,16,25,41,9,9,3,14,21,50,"320762305"
"2012-03-16","post","N",true,"Kansas","B12","Detroit","Horz",200,67,2012,23,50,5,16,14,23,7,33,40,12,6,5,14,17,65,"320762305"
"2012-03-16","post","N",true,"Purdue","B10","Saint Mary's","WCC",200,68,2012,26,57,5,16,15,18,7,25,32,7,7,2,10,17,72,"320762608"
"2012-03-16","post","N",false,"Saint Mary's","WCC","Purdue","B10",200,68,2012,27,64,4,25,11,13,12,27,39,11,3,3,11,18,69,"320762608"
"2012-03-15","post","N",false,"Connecticut","BE","Iowa St.","B12",200,62,2012,21,56,7,19,15,22,8,16,24,8,7,5,4,17,64,"320750066"
"2012-03-15","post","N",true,"Iowa St.","B12","Connecticut","BE",200,62,2012,26,54,6,16,19,20,12,29,41,10,2,4,11,15,77,"320750066"
"2012-03-15","post","N",false,"New Mexico St.","WAC","Indiana","B10",200,63,2012,27,49,4,12,8,10,7,16,23,7,5,6,17,13,66,"320750084"
"2012-03-15","post","N",true,"Indiana","B10","New Mexico St.","WAC",200,63,2012,32,54,7,13,8,10,7,14,21,15,12,0,12,12,79,"320750084"
"2012-03-15","post","N",false,"Colorado St.","MWC","Murray St.","OVC",200,61,2012,16,48,3,14,6,9,12,28,40,7,6,1,22,22,41,"320750093"
"2012-03-15","post","N",true,"Murray St.","OVC","Colorado St.","MWC",200,61,2012,20,51,5,17,13,26,10,22,32,9,9,5,8,8,58,"320750093"
"2012-03-15","post","N",false,"Western Kentucky","SB","Kentucky","SEC",200,69,2012,25,63,6,15,10,16,10,20,30,10,6,2,10,19,66,"320750096"
