"","rank","team","conf","record","barthag","adj_o","adj_o_rk","adj_d","adj_d_rk","adj_tempo","adj_tempo_rk","proj_record","proj_conf_record","wab","wab_rk","date"
"1",1,"Connecticut","BE","29-8",0.95984802226084,121.307492083892,3,92.0488670381929,11,66.8157407148769,197,"29.8-8.2","13-7",4.91369894826602,13,2023-03-31
"2",2,"Alabama","SEC","31-6",0.95481689055088,116.090508877043,15,89.0398039534083,4,72.5690381953946,4,"31-6","16-2",10.1588622390543,1,2023-03-31
"3",3,"Houston","Amer","33-4",0.953255288588882,117.304872982932,13,90.2502702277179,5,63.375412725824,341,"33-4","17-1",8.0382928392226,5,2023-03-31
"4",4,"UCLA","P12","31-6",0.95288770464511,114.924885155952,21,88.4824028786338,2,66.0918321029981,234,"31-6","18-2",8.40085196703596,4,2023-03-31
"5",5,"Tennessee","SEC","25-11",0.93996931901389,111.227371116352,57,87.5631148994872,1,65.1648495414944,285,"25-11","11-7",2.78997224301491,25,2023-03-31
"6",6,"Texas","B12","29-9",0.936963687096942,116.033909710595,16,91.7614796310556,9,68.500437544323,115,"29-9","12-6",7.49906951054788,8,2023-03-31
"7",7,"Purdue","B10","29-6",0.933225059231059,117.87593980622,10,93.7189742306761,20,63.9477953697177,330,"29-6","15-5",9.37621563164895,3,2023-03-31
"8",8,"Arizona","P12","28-7",0.929412187009712,119.387062569954,7,95.4138232471583,34,72.1870962773844,10,"28-7","14-6",7.58580977519441,7,2023-03-31
"9",9,"San Diego St.","MWC","31-6",0.927571116906349,110.822086761297,61,88.7825451015019,3,65.7287175260125,263,"31.6-6.4","15-3",5.73708028379147,10,2023-03-31
"10",10,"Gonzaga","WCC","31-6",0.924879752436309,123.150426733562,1,98.9976232014952,78,70.1409058220415,40,"31-6","14-2",6.63859197906306,9,2023-03-31
"11",11,"Saint Mary's","WCC","27-8",0.921304530143,112.064472339198,44,90.4813252311075,6,61.9203594925336,359,"27-8","14-2",3.43302243217847,22,2023-03-31
"12",12,"Marquette","BE","29-7",0.917684442715467,118.541510448688,8,96.118855680636,41,68.3961179148936,122,"29-7","17-3",7.67472580091716,6,2023-03-31
"13",13,"Kansas","B12","28-8",0.917406483602224,113.784959375752,30,92.2915078527656,13,69.0522107050273,83,"28-8","13-5",10.0402835106459,2,2023-03-31
"14",14,"Creighton","BE","24-13",0.916356637421698,114.922258921552,22,93.3257052145422,15,67.700240066646,153,"24-13","14-6",2.01878790388077,31,2023-03-31
"15",15,"Duke","ACC","27-9",0.90775753886129,113.312150430074,33,92.8806542211638,14,64.881280073177,299,"27-9","14-6",4.53809162121663,16,2023-03-31
"16",16,"Memphis","Amer","26-9",0.902852873752856,115.374984730367,20,95.0432941523661,31,71.0165791666293,24,"26-9","13-5",4.70304466007957,14,2023-03-31
"17",17,"Baylor","B12","23-11",0.898781327569806,121.674352577271,2,100.630597739108,103,66.8979417663632,187,"23-11","11-7",5.20595079027214,12,2023-03-31
"18",18,"West Virginia","B12","19-15",0.892954473473932,117.23183920056,14,97.4845843233903,56,68.4443745353468,120,"19-15","7-11",1.42280205649107,36,2023-03-31
"19",19,"Arkansas","SEC","22-14",0.889096595683208,111.885364088767,46,93.3607280767371,16,69.5321852560668,58,"22-14","8-10",0.382565071900904,48,2023-03-31
"20",20,"Xavier","BE","27-10",0.886911603471923,117.89216179171,9,98.5611136167762,74,70.4936218460691,33,"27-10","15-5",5.21783864445639,11,2023-03-31
"21",21,"Auburn","SEC","21-13",0.8827561057188,113.127249303814,34,94.9135142683526,28,67.6186544913009,157,"21-13","10-8",1.03759382191951,42,2023-03-31
"22",22,"Texas A&M","SEC","25-10",0.880682198437531,113.840559414742,29,95.6772864259357,39,66.0096095847457,244,"25-10","15-3",3.66691407919908,20,2023-03-31
"23",23,"Kansas St.","B12","26-10",0.879928228143467,112.630351572519,39,94.7190858509052,27,69.8181690592175,45,"26-10","11-7",4.21002069931514,17,2023-03-31
"24",24,"Florida Atlantic","CUSA","35-3",0.878228290053746,113.318764311333,32,95.4306382645001,35,67.5701976119754,159,"35.4-3.6","18-2",4.68697698838518,15,2023-03-31
"25",25,"Michigan St.","B10","21-13",0.876973031484356,114.417166482282,25,96.4536129507813,45,64.6148470543694,307,"21-13","11-8",2.41352307751626,26,2023-03-31
"26",26,"Miami FL","ACC","29-7",0.876333828934167,119.728435937745,6,100.98290505999,109,68.8166729473035,97,"29.2-7.8","15-5",3.66731422061882,19,2023-03-31
"27",27,"Kentucky","SEC","22-12",0.873488920554135,115.646063954762,18,97.760436238521,60,65.7932771740409,257,"22-12","12-6",1.59697210919407,34,2023-03-31
"28",28,"TCU","B12","22-13",0.870071972258372,111.667746223873,49,94.6486675878935,26,69.701023838066,50,"22-13","9-9",2.20757475806134,29,2023-03-31
"29",29,"Utah St.","MWC","26-9",0.869560771119638,115.537473295519,19,97.9670673759337,65,68.6505473687103,106,"26-9","13-5",3.07716989123581,24,2023-03-31
"30",30,"Iowa St.","B12","19-14",0.867086711735064,106.980455088205,123,90.8822069348872,7,64.0214095071619,326,"19-14","9-9",2.35634063793197,27,2023-03-31
"31",31,"Maryland","B10","22-13",0.865901465328438,112.615317492869,40,95.7544174364452,40,64.3445608150762,320,"22-13","11-9",1.00900535055681,43,2023-03-31
"32",32,"Northwestern","B10","22-12",0.864219067346901,109.745189006051,77,93.4310303093778,18,64.5352315415766,308,"22-12","12-8",1.58988614200274,35,2023-03-31
"33",33,"North Texas","CUSA","31-7",0.861669816511084,110.027810401581,70,93.8473748717957,22,58.7303100222372,363,"31-7","16-4",1.10737023093428,41,2023-03-31
"34",34,"Virginia","ACC","25-8",0.859685908070686,110.068729051659,68,94.0174414850813,24,61.3409881508601,360,"25-8","15-5",4.12650944120773,18,2023-03-31
"35",35,"Indiana","B10","23-12",0.855901767531292,113.083117765119,36,96.8531694465748,47,67.8704906180644,148,"23-12","12-8",3.41433725100712,23,2023-03-31
"36",36,"Penn St.","B10","23-14",0.854754817845279,117.480423881747,11,100.700495445632,105,64.3061915386038,322,"23-14","10-10",1.32296805342038,37,2023-03-31
"37",37,"Oregon","P12","21-15",0.850998893179813,112.97529595779,37,97.0912411518655,50,66.419376525846,218,"21-15","12-8",-0.27616910913135,57,2023-03-31
"38",38,"UAB","CUSA","29-10",0.844484056364983,112.440913138535,42,97.0570917653467,49,70.720853169724,29,"29-10","14-6",-0.524301702865397,60,2023-03-31
"39",39,"Rutgers","B10","19-15",0.843843337056391,105.383805123704,152,91.0040496421931,8,65.8400307691957,254,"19-15","10-10",-1.03666151890268,66,2023-03-31
"40",40,"North Carolina","ACC","20-13",0.843817714915948,111.55725691623,51,96.3367547636625,44,68.8457440906215,96,"20-13","11-9",-0.634162739100301,62,2023-03-31
"41",41,"Boise St.","MWC","24-10",0.838876667286668,110.236681276686,65,95.5032898039128,36,66.3028919175408,223,"24-10","13-5",2.25143799103739,28,2023-03-31
"42",42,"Iowa","B10","19-14",0.838487368162458,119.899101893925,4,103.900298903023,171,69.5739955406469,56,"19-14","11-9",0.33502651468223,50,2023-03-31
