"","rank","team","conf","record","barthag","adj_o","adj_o_rk","adj_d","adj_d_rk","adj_tempo","adj_tempo_rk","proj_record","proj_conf_record","wab","wab_rk","date"
"1",1,"Houston","Amer","28-2",0.958206545473688,121.641847362993,3,92.6385241807639,7,63.4452567201243,344,"28.7-2.3","16.7-1.3",7.23070900034172,3,2023-03-02
"2",2,"Alabama","SEC","26-4",0.948601827243598,118.50449037367,13,91.9678428981263,4,73.3975228535781,2,"26.6-4.4","16.6-1.4",9.05160567125186,2,2023-03-02
"3",3,"Tennessee","SEC","22-8",0.945345293663394,112.557644834975,54,87.846820899096,1,65.9719291912607,266,"22.6-8.4","11.6-6.4",3.47497656563509,17,2023-03-02
"4",4,"UCLA","P12","26-4",0.941711889870938,114.317355603974,37,89.7509994112078,2,66.6416247321896,227,"26.7-4.3","17.7-2.3",7.101710861143,4,2023-03-02
"5",5,"Purdue","B10","25-5",0.932317129110875,118.934147262995,12,94.6794448868216,14,64.3391588293356,327,"25.8-5.2","14.8-5.2",7.0391051479377,5,2023-03-02
"6",6,"Connecticut","BE","23-7",0.932195793102415,120.189638881177,9,95.6948852741989,23,67.5299157591243,176,"23.7-7.3","12.7-7.3",4.19206007924256,14,2023-03-02
"7",7,"Saint Mary's","WCC","25-6",0.931670275225144,114.07626255868,39,90.892875572307,3,62.3955492295623,355,"25-6","14-2",3.61070995565607,16,2023-03-02
"8",8,"Arizona","P12","25-5",0.918807414614018,121.180888773836,5,98.1312521189557,44,72.7876980677213,6,"25.3-5.7","14.3-5.7",6.01864268849563,8,2023-03-02
"9",9,"San Diego St.","MWC","23-6",0.916464210886495,115.382993128571,23,93.6884154351201,9,66.720662387224,223,"23.9-6.1","14.9-3.1",5.0002733909242,12,2023-03-02
"10",10,"Baylor","B12","22-8",0.913828934522875,123.806090440373,2,100.824899380037,85,67.1736939261218,197,"22.7-8.3","11.7-6.3",6.37684180840365,6,2023-03-02
"11",11,"Gonzaga","WCC","26-5",0.913541426011446,125.141343236112,1,101.94461148175,106,70.4618608346511,41,"26-5","14-2",6.03295730015193,7,2023-03-02
"12",12,"Kansas","B12","25-5",0.910047673462207,115.356628314082,25,94.3293300710501,11,69.4886777499786,84,"25.4-5.6","13.4-4.6",9.50248522426664,1,2023-03-02
"13",13,"Creighton","BE","19-11",0.907997640180399,115.656311940747,22,94.7784732814091,15,67.7885161713957,165,"19.8-11.2","13.8-6.2",1.41413848293423,34,2023-03-02
"14",14,"Texas","B12","22-8",0.9043628579456,117.114001994532,18,96.3305280946264,27,69.4331963080567,91,"22.6-8.4","11.6-6.4",5.56399076106327,10,2023-03-02
"15",15,"Marquette","BE","24-6",0.900029584606913,120.743046941779,6,99.7406297452602,67,69.3713210952649,93,"24.9-6.1","16.9-3.1",5.59121264657315,9,2023-03-02
"16",16,"Arkansas","SEC","19-11",0.891056579103238,112.609928557457,53,93.8017830865847,10,69.8362514653248,63,"19.7-11.3","8.7-9.3",1.1778540057095,42,2023-03-02
"17",17,"Xavier","BE","22-8",0.888797892226979,120.642298003163,7,100.69428413825,80,71.2363681177699,27,"22.9-8.1","14.9-5.1",4.22622337497703,13,2023-03-02
"18",18,"Texas A&M","SEC","22-8",0.88660923498485,116.192983271073,21,97.1659918128266,35,66.4279337296076,239,"22.4-8.6","14.4-3.6",2.45338165396718,27,2023-03-02
"19",19,"West Virginia","B12","17-13",0.884034906001018,117.941791258126,15,98.846138555854,57,68.8280708755955,119,"17.6-13.4","6.6-11.4",1.16956175344605,43,2023-03-02
"20",20,"TCU","B12","20-10",0.883143346498124,113.527879181805,43,95.2186128574624,22,70.4060735372966,44,"20.5-10.5","9.5-8.5",2.64465386155537,25,2023-03-02
"21",21,"Kansas St.","B12","23-7",0.88298971491418,112.536683884935,55,94.3994852313126,12,69.9128982781238,58,"23.4-7.6","11.4-6.6",5.29430125506237,11,2023-03-02
"22",22,"Auburn","SEC","19-11",0.873661662119209,112.290303034806,58,94.910762146033,18,68.0502385642585,154,"19.4-11.6","9.4-8.6",1.12191747268992,44,2023-03-02
"23",23,"Iowa St.","B12","17-12",0.873431251021347,109.731846618191,98,92.7651106558021,8,64.3947448166156,326,"17.3-12.7","8.3-9.7",1.33808873827766,37,2023-03-02
"24",24,"Memphis","Amer","23-7",0.866811889162574,115.268318821438,26,97.9432157468414,41,71.8470504547311,18,"23.3-7.7","13.3-4.7",3.71220898549538,15,2023-03-02
"25",25,"Michigan St.","B10","18-11",0.856815652829134,113.288345173804,46,96.9662777142278,32,65.2320205161895,297,"18.7-11.3","10.7-8.3",2.40149905735274,28,2023-03-02
"26",26,"Boise St.","MWC","23-7",0.855695730018578,110.246192015917,89,94.4371152033524,13,67.0005552744206,212,"23.4-7.6","13.4-4.6",2.93138484361464,22,2023-03-02
"27",27,"Kentucky","SEC","20-10",0.854252670676842,117.254730706422,17,100.54234375834,75,65.9359399814093,272,"20.3-10.7","11.3-6.7",1.81363826548246,32,2023-03-02
"28",28,"Duke","ACC","22-8",0.851557901868243,112.136551241724,61,96.3334275345412,28,65.5200866701793,288,"22.4-8.6","13.4-6.6",2.2986217719736,29,2023-03-02
"29",29,"Maryland","B10","20-10",0.849399893527425,114.258622781422,38,98.3013964326197,49,65.1543389676928,300,"20.4-10.6","11.4-8.6",1.37933068497496,36,2023-03-02
"30",30,"Utah St.","MWC","23-7",0.848883591371689,117.467100481539,16,101.097207716142,89,68.9367490498343,112,"23.6-7.4","12.6-5.4",2.62536333486003,26,2023-03-02
"31",31,"Indiana","B10","20-10",0.847692074622672,114.687856157317,30,98.7847691703402,55,68.5097930099745,135,"20.7-10.3","11.7-8.3",2.83017169337921,23,2023-03-02
"32",32,"Florida Atlantic","CUSA","27-3",0.842915181642124,114.366374362367,36,98.8212986138403,56,68.519669376068,134,"27.8-3.2","17.8-2.2",3.3381664461658,19,2023-03-02
"33",33,"Virginia","ACC","22-6",0.841801964586339,110.976776708986,72,95.9623561124009,25,61.8045844047986,360,"23-6","15-5",3.44719741368642,18,2023-03-02
"34",34,"Rutgers","B10","18-12",0.837093973233084,106.078618682846,158,92.005954942467,5,66.2936785825008,252,"18.7-12.3","10.7-9.3",-0.956740549145186,67,2023-03-02
"35",35,"Providence","BE","21-9",0.835379879973307,116.98345484433,19,101.574622579524,100,67.5813103850745,173,"21.7-9.3","13.7-6.3",1.81137576192718,33,2023-03-02
"36",36,"Oklahoma St.","B12","16-14",0.835184057367503,109.292098309695,106,94.9081018936907,17,68.0481943510782,155,"16.4-14.6","7.4-10.6",-0.512847000645519,59,2023-03-02
"37",37,"Miami FL","ACC","23-6",0.833891935569302,119.044137776357,11,103.460821381064,133,69.0958828331125,107,"23.7-6.3","14.7-5.3",3.30938857448452,20,2023-03-02
"38",38,"Liberty","ASun","26-7",0.833517468054322,112.958915416336,50,98.1952372878845,46,64.4563951845191,324,"26.6-7.4","15-3",-0.985152978461411,68,2023-03-02
"39",39,"Iowa","B10","19-11",0.831610743390524,121.27433291853,4,105.549299237406,176,70.1844601100984,49,"19.8-11.2","11.8-8.2",1.28601924465984,40,2023-03-02
"40",40,"USC","P12","21-9",0.831294671482392,113.836250130053,41,99.0951082261394,59,68.4075954286041,138,"21.7-9.3","13.7-6.3",2.24067543482193,30,2023-03-02
"41",41,"Northwestern","B10","20-10",0.829712837877123,110.209841673137,90,96.0320913829714,26,65.0714869678058,307,"20.3-10.7","11.3-8.7",1.33601249678153,38,2023-03-02
"42",42,"New Mexico","MWC","21-9",0.822497973944123,116.825349668104,20,102.242156405973,112,71.5685665728312,23,"21.6-9.4","8.6-9.4",0.444140520547196,50,2023-03-02
"43",43,"North Carolina","ACC","19-11",0.820949208105333,111.683610471355,65,97.8321539686597,39,69.4741062744085,85,"19.6-11.4","11.6-8.4",0.0507759764524696,54,2023-03-02
"44",44,"Cincinnati","Amer","19-11",0.819580090728841,112.864462508919,51,98.9464215844469,58,68.6271026969356,132,"19.9-11.1","10.9-7.1",-1.60076905735258,77,2023-03-02
