"","rk","team","conf","rec","adj_o","adj_o_rk","adj_d","adj_d_rk","barthag","proj_rec","proj_conf_rec","wab","wab_rk","cur_rk","change","date"
"226",226,"Eastern Kentucky","ASun","1-0",97.8,213,102.5,254,0.3673,"15-16","8-10",0,161,226,0,2022-11-08
"227",227,"UMass Lowell","AE","1-0",97.1,225,101.8,233,0.3669,"18-13","9-7",0,168,227,0,2022-11-08
"228",228,"Queens","ASun","1-0",99.4,169,104.2,281,0.3669,"16-14","8-10",0.1,37,228,0,2022-11-08
"229",229,"Stetson","ASun","1-0",100,158,105,298,0.3627,"13-16","8-10",0.5,5,229,0,2022-11-08
"230",230,"Morehead St.","OVC","0-1",93.6,302,98.3,164,0.3619,"19-12","12-6",-0.2,238,230,0,2022-11-08
"231",231,"High Point","BSth","1-0",96.2,242,101.1,216,0.3611,"16-13","9-9",0,193,231,0,2022-11-08
"232",232,"Wagner","NEC","1-0",94.7,277,99.5,190,0.3608,"18-9","11-5",0.5,3,232,0,2022-11-08
"233",233,"Loyola MD","Pat","0-1",94.4,283,99.3,183,0.3583,"16-14","10-8",-0.5,300,233,0,2022-11-08
"234",234,"Wright St.","Horz","0-0",96.2,241,101.3,219,0.3577,"16-15","11-9",0,206,234,0,2022-11-08
"235",235,"Bellarmine","ASun","0-0",99.7,161,105.1,299,0.3543,"14-17","8-10",0,215,235,0,2022-11-08
"236",236,"Coastal Carolina","SB","1-0",96,248,101.2,218,0.3529,"14-16","7-11",0,166,236,0,2022-11-08
"237",237,"Merrimack","NEC","0-1",93.1,315,98.2,161,0.3526,"18-13","11-5",-0.4,268,237,0,2022-11-08
"238",238,"North Dakota St.","Sum","0-1",94.1,287,99.2,180,0.3525,"15-15","10-8",-0.3,245,238,0,2022-11-08
"239",239,"SIU Edwardsville","OVC","1-0",96.1,246,101.3,221,0.3519,"18-13","11-7",0,162,239,0,2022-11-08
"240",240,"Southern Indiana","OVC","0-1",94.9,273,100,199,0.3514,"18-13","11-7",-0.4,274,240,0,2022-11-08
"241",241,"Eastern Washington","BSky","0-1",95.9,251,101.2,217,0.3508,"16-16","10-8",-0.6,317,241,0,2022-11-08
"242",242,"Tennessee St.","OVC","1-0",98.9,187,104.3,285,0.3506,"19-10","11-7",0,203,242,0,2022-11-08
"243",243,"Mount St. Mary's","MAAC","0-1",95.1,268,100.3,202,0.3505,"15-16","9-11",-0.3,257,243,0,2022-11-08
"244",244,"Sacramento St.","BSky","0-1",98,205,103.5,273,0.3491,"15-15","10-8",-0.2,235,244,0,2022-11-08
"245",245,"Buffalo","MAC","1-0",96.9,230,102.5,249,0.3457,"13-16","8-10",0.2,17,245,0,2022-11-08
"246",246,"Brown","Ivy","0-1",93.3,312,98.6,172,0.3455,"12-15","6-8",-0.5,298,246,0,2022-11-08
"247",247,"Air Force","MWC","0-1",93.9,291,99.4,185,0.3438,"11-20","3-15",-0.9,344,247,0,2022-11-08
"248",248,"Pacific","WCC","0-1",96.8,232,102.4,248,0.3423,"12-19","4-12",-0.3,265,248,0,2022-11-08
"249",249,"Rice","CUSA","0-1",100.5,146,106.3,322,0.3422,"12-19","5-15",-0.7,328,249,0,2022-11-08
"250",250,"Weber St.","BSky","0-1",97.2,222,103,262,0.3384,"14-17","10-8",-0.5,294,250,0,2022-11-08
"251",251,"UC San Diego","BW","0-1",100.6,142,106.8,329,0.3354,"13-19","8-12",-0.9,340,251,0,2022-11-08
"252",252,"Cal St. Fullerton","BW","0-1",95.7,257,102.1,242,0.3243,"13-19","8-12",-0.2,240,252,0,2022-11-08
"253",253,"Campbell","BSth","1-0",95.9,253,102.2,245,0.3235,"15-15","9-9",0,176,253,0,2022-11-08
"254",254,"Siena","MAAC","1-0",93.9,296,100.3,201,0.318,"13-16","9-11",0,71,254,0,2022-11-08
"255",255,"UT Arlington","WAC","0-1",93.5,303,100,198,0.3156,"11-18","6-12",-0.3,262,255,0,2022-11-08
"256",256,"St. Francis PA","NEC","0-1",97.5,217,104.4,287,0.3113,"17-12","11-5",-0.7,329,256,0,2022-11-08
"257",257,"Austin Peay","ASun","0-1",94.3,285,101.1,215,0.3103,"13-17","7-11",-0.5,282,257,0,2022-11-08
"258",258,"Northern Arizona","BSky","0-1",97.8,212,104.9,295,0.3099,"13-18","9-9",-0.3,251,258,0,2022-11-08
"259",259,"Army","Pat","1-0",94.2,286,101,213,0.3082,"16-14","9-9",0,188,259,0,2022-11-08
"260",260,"St. Thomas","Sum","0-1",101.5,119,109.1,356,0.305,"15-16","9-9",-0.3,254,260,0,2022-11-08
"261",261,"Northern Colorado","BSky","0-1",98,206,105.3,305,0.3034,"13-17","9-9",-0.2,232,261,0,2022-11-08
"262",262,"Arkansas St.","SB","1-0",93.9,295,100.9,210,0.3034,"15-16","7-11",0,198,262,0,2022-11-08
"263",263,"Winthrop","BSth","0-1",95.8,254,103.1,263,0.301,"13-17","8-10",-0.5,289,263,0,2022-11-08
"264",264,"Texas Southern","SWAC","0-1",93.3,313,100.4,203,0.3003,"15-16","11-7",-0.5,301,264,0,2022-11-08
"265",265,"Dartmouth","Ivy","0-1",95.2,266,102.5,253,0.2993,"13-16","5-9",-0.7,322,265,0,2022-11-08
"266",266,"Denver","Sum","1-0",97.9,208,105.5,311,0.2978,"17-14","9-9",0,123,266,0,2022-11-08
"267",267,"Bucknell","Pat","1-0",99,182,106.8,330,0.295,"14-16","9-9",0,184,267,0,2022-11-08
"268",268,"Oregon St.","P12","1-0",97.8,211,105.6,314,0.2938,"8-21","2-18",0.1,35,268,0,2022-11-08
"269",269,"UMBC","AE","0-1",96.9,229,104.6,291,0.2933,"16-15","8-8",-0.3,266,269,0,2022-11-08
"270",270,"Louisiana Monroe","SB","0-1",97.1,224,104.9,296,0.2917,"12-18","6-12",-0.2,243,270,0,2022-11-08
"271",271,"North Carolina Central","MEAC","0-1",97.5,216,105.3,306,0.2914,"14-13","8-6",-0.3,248,271,0,2022-11-08
"272",272,"Niagara","MAAC","0-1",93.8,298,101.4,222,0.2914,"12-17","8-12",-0.4,272,272,0,2022-11-08
"273",273,"East Tennessee St.","SC","1-0",95.5,261,103.3,270,0.2895,"12-17","7-11",0,194,273,0,2022-11-08
"274",274,"Detroit","Horz","1-0",98.8,190,106.9,333,0.2881,"12-19","9-11",0,201,274,0,2022-11-08
"275",275,"Sacred Heart","NEC","1-0",100.1,152,108.4,349,0.2856,"18-13","10-6",0,106,275,0,2022-11-08
"276",276,"Northern Illinois","MAC","0-1",91.7,333,99.5,189,0.2814,"12-18","7-11",-1,361,276,0,2022-11-08
"277",277,"Presbyterian","BSth","0-0",93.5,304,101.5,227,0.2805,"13-17","8-10",0,214,277,0,2022-11-08
"278",278,"UTSA","CUSA","1-0",93.3,309,101.6,229,0.274,"11-20","4-16",0,148,278,0,2022-11-08
"279",279,"Eastern Michigan","MAC","1-0",95.9,252,104.5,289,0.2712,"10-20","6-12",0,175,279,0,2022-11-08
"280",280,"Idaho St.","BSky","0-1",94.7,275,103.3,269,0.27,"14-17","8-10",-0.5,297,280,0,2022-11-08
"281",281,"USC Upstate","BSth","1-0",97.1,223,106,317,0.2685,"12-17","7-11",0,179,281,0,2022-11-08
"282",282,"Morgan St.","MEAC","0-1",93.9,290,102.5,251,0.2684,"14-14","8-6",-0.3,246,282,0,2022-11-08
"283",283,"Howard","MEAC","0-1",96.6,236,105.4,309,0.2668,"14-15","7-7",-0.2,236,283,0,2022-11-08
"284",284,"Drexel","CAA","0-0",93.4,308,102,237,0.2662,"12-17","7-11",0,217,284,0,2022-11-08
"285",285,"Tennessee Martin","OVC","0-1",98.3,197,107.4,339,0.2662,"17-14","10-8",-0.6,314,285,0,2022-11-08
"286",286,"Hampton","CAA","0-0",95.5,263,104.4,286,0.2646,"12-19","7-11",0,224,286,0,2022-11-08
"287",287,"Western Carolina","SC","0-1",95.5,262,104.6,290,0.2617,"14-17","6-12",-0.6,316,287,0,2022-11-08
"288",288,"Binghamton","AE","1-0",95.1,270,104.2,280,0.2589,"14-15","7-9",0,199,288,0,2022-11-08
"289",289,"Lehigh","Pat","0-1",96.1,245,105.3,304,0.2584,"13-16","8-10",-0.5,290,289,0,2022-11-08
"290",290,"Manhattan","MAAC","0-1",93,318,102,239,0.2571,"11-17","7-13",-0.5,284,290,0,2022-11-08
"291",291,"Robert Morris","Horz","0-1",97.4,219,106.9,332,0.256,"14-17","9-11",-0.4,280,291,0,2022-11-08
"292",292,"Radford","BSth","0-1",94.7,274,104,277,0.2552,"12-19","7-11",-0.5,286,292,0,2022-11-08
"293",293,"Little Rock","OVC","0-1",95.8,255,105.3,302,0.2532,"15-16","9-9",-0.5,299,293,0,2022-11-08
"294",294,"Southern Miss","SB","1-0",96.8,231,106.4,324,0.2529,"12-18","6-12",0,172,294,0,2022-11-08
"295",295,"Stony Brook","CAA","0-1",95.8,256,105.3,303,0.2514,"12-19","7-11",-0.3,247,295,0,2022-11-08
"296",296,"Bowling Green","MAC","1-0",93.8,297,103.2,267,0.2505,"13-18","6-12",0.1,66,296,0,2022-11-08
"297",297,"Milwaukee","Horz","1-1",93.5,306,102.9,260,0.2478,"14-17","9-11",-0.3,252,297,0,2022-11-08
"298",298,"William & Mary","CAA","0-1",96.7,234,106.5,325,0.2473,"12-19","7-11",-0.9,351,298,0,2022-11-08
"299",299,"American","Pat","0-0",93.3,311,103,261,0.2433,"12-17","8-10",0,212,299,0,2022-11-08
"300",300,"Jackson St.","SWAC","0-1",88.3,352,97.6,149,0.2399,"12-19","11-7",-0.6,309,300,0,2022-11-08
"301",301,"Maryland Eastern Shore","MEAC","0-1",92,329,102,234,0.235,"13-16","7-7",-0.7,325,301,0,2022-11-08
"302",302,"Coppin St.","MEAC","0-2",93.2,314,103.4,272,0.2324,"10-21","7-7",-1.5,363,302,0,2022-11-08
"303",303,"North Alabama","ASun","1-0",92.2,327,102.3,246,0.2323,"12-19","6-12",0,158,303,0,2022-11-08
"304",304,"Canisius","MAAC","0-1",94.4,282,104.8,294,0.2313,"9-20","7-13",-0.9,348,304,0,2022-11-08
"305",305,"Albany","AE","1-1",92.3,326,102.7,256,0.2276,"12-18","7-9",-0.5,302,305,0,2022-11-08
"306",306,"Northwestern St.","Slnd","0-1",97,227,108.1,346,0.2234,"14-17","10-8",-0.3,249,306,0,2022-11-08
"307",307,"Alabama A&M","SWAC","0-0",88.9,348,99.1,177,0.223,"15-15","10-8",0,216,307,0,2022-11-08
"308",308,"Columbia","Ivy","0-1",93.9,294,104.6,292,0.223,"12-17","4-10",-0.4,271,308,0,2022-11-08
"309",309,"Central Arkansas","ASun","0-1",94.9,272,106.1,318,0.2175,"10-21","6-12",-0.6,310,309,0,2022-11-08
"310",310,"Southeast Missouri St.","OVC","1-0",94,288,105.5,312,0.2099,"13-18","8-10",0.4,7,310,0,2022-11-08
"311",311,"Charleston Southern","BSth","1-0",94,289,105.6,313,0.2092,"10-19","6-12",0,163,311,0,2022-11-08
"312",312,"Bethune Cookman","SWAC","0-1",93.7,300,105.2,301,0.2081,"15-16","10-8",-0.3,253,312,0,2022-11-08
"313",313,"Prairie View A&M","SWAC","1-0",91.4,336,102.7,257,0.2059,"13-18","9-9",0,154,313,0,2022-11-08
"314",314,"NJIT","AE","0-1",93.5,307,105.1,300,0.2055,"11-18","6-10",-0.8,333,314,0,2022-11-08
"315",315,"Lafayette","Pat","0-1",93.9,293,105.8,315,0.2019,"9-22","7-11",-0.3,259,315,0,2022-11-08
"316",316,"Evansville","MVC","1-0",92.1,328,103.9,276,0.1996,"9-22","5-15",0.1,55,316,0,2022-11-08
"317",317,"Portland St.","BSky","0-0",92.7,325,104.7,293,0.1976,"10-19","6-12",0,208,317,0,2022-11-08
"318",318,"Maine","AE","0-1",94.4,281,106.8,328,0.1954,"11-18","6-10",-0.5,303,318,0,2022-11-08
"319",319,"Cal St. Bakersfield","BW","1-0",90.5,341,102.4,247,0.1954,"9-22","5-15",0,195,319,0,2022-11-08
"320",320,"Alcorn St.","SWAC","0-1",93,319,105.4,307,0.192,"11-20","10-8",-0.4,273,320,0,2022-11-08
"321",321,"McNeese St.","Slnd","1-0",95.4,264,108.1,347,0.1909,"13-18","9-9",0,192,321,0,2022-11-08
"322",322,"Tennessee Tech","OVC","0-1",94.5,279,107.2,336,0.1897,"13-18","8-10",-0.2,231,322,0,2022-11-08
"323",323,"Cal St. Northridge","BW","1-0",94.7,276,107.5,342,0.1896,"9-21","5-15",0,140,323,0,2022-11-08
"324",324,"Texas A&M Commerce","Slnd","0-1",93.5,305,106.2,320,0.1877,"12-20","9-9",-0.7,321,324,0,2022-11-08
"325",325,"North Dakota","Sum","1-0",93.9,292,106.8,331,0.1855,"12-19","6-12",0.1,57,325,0,2022-11-08
"326",326,"Elon","CAA","1-0",91.4,335,104,278,0.1843,"10-20","5-13",0,156,326,0,2022-11-08
"327",327,"South Carolina St.","MEAC","0-1",93.7,301,106.6,326,0.1843,"6-21","4-8",-0.6,313,327,0,2022-11-08
"328",328,"Marist","MAAC","0-0",89.7,344,102.2,244,0.1832,"9-20","6-14",0,207,328,0,2022-11-08
"329",329,"Grambling St.","SWAC","1-0",90.1,343,102.9,259,0.1782,"12-18","9-9",0,160,329,0,2022-11-08
"330",330,"Central Michigan","MAC","0-0",92.8,323,106.1,319,0.1775,"9-21","5-13",0,205,330,0,2022-11-08
"331",331,"New Orleans","Slnd","0-1",91.9,330,105.4,308,0.1709,"13-16","8-10",-0.6,304,331,0,2022-11-08
"332",332,"Illinois Chicago","MVC","1-0",90.7,340,104.2,282,0.1688,"8-23","4-16",0,138,332,0,2022-11-08
"333",333,"UMKC","Sum","0-1",88.5,350,101.8,232,0.1682,"10-19","6-12",-1,360,333,0,2022-11-08
"334",334,"Central Connecticut","NEC","0-1",93.7,299,107.9,345,0.1652,"12-19","8-8",-0.7,324,334,0,2022-11-08
"335",335,"The Citadel","SC","0-1",93.1,316,107.2,337,0.1644,"9-22","4-14",-0.4,281,335,0,2022-11-08
"336",336,"Nebraska Omaha","Sum","0-1",94.3,284,108.7,352,0.1627,"8-22","6-12",-0.2,239,336,0,2022-11-08
"337",337,"Monmouth","CAA","0-0",90.2,342,104.1,279,0.1611,"7-24","5-13",0,222,337,0,2022-11-08
"338",338,"Chicago St.","ind","0-1",96,249,110.9,362,0.1595,"11-21","1-1",-0.5,296,338,0,2022-11-08
"339",339,"Alabama St.","SWAC","0-1",92.9,321,107.4,341,0.1584,"10-20","9-9",-0.3,267,339,0,2022-11-08
"340",340,"Miami OH","MAC","0-1",93,320,107.7,344,0.1561,"10-21","5-13",-1,357,340,0,2022-11-08
"341",341,"St. Francis NY","NEC","1-0",91.3,337,106.4,323,0.1479,"13-16","7-9",0,142,341,0,2022-11-08
"342",342,"Western Illinois","Sum","1-0",89.6,345,104.5,288,0.1466,"12-17","5-13",0.2,12,342,0,2022-11-08
"343",343,"Incarnate Word","Slnd","0-1",93,317,108.5,350,0.1453,"13-18","8-10",-1,358,343,0,2022-11-08
"344",344,"Houston Christian","Slnd","0-1",92.8,322,108.6,351,0.1415,"13-18","7-11",-0.8,334,344,0,2022-11-08
"345",345,"Eastern Illinois","OVC","0-1",88.2,353,103.2,268,0.1408,"12-19","7-11",-0.2,241,345,0,2022-11-08
"346",346,"Arkansas Pine Bluff","SWAC","0-1",92.8,324,109.3,358,0.1315,"12-19","7-11",-0.3,256,346,0,2022-11-08
"347",347,"Holy Cross","Pat","0-1",91.4,334,108.1,348,0.1265,"9-22","5-13",-1,354,347,0,2022-11-08
"348",348,"Southeastern Louisiana","Slnd","1-0",91.9,331,109,354,0.123,"11-20","7-11",0,165,348,0,2022-11-08
"349",349,"Idaho","BSky","0-1",90.9,338,109,355,0.1096,"8-23","4-14",-0.9,341,349,0,2022-11-08
"350",350,"VMI","SC","0-1",89,347,107.1,334,0.1065,"8-23","3-15",-0.6,311,350,0,2022-11-08
"351",351,"Green Bay","Horz","0-1",88.6,349,106.7,327,0.1056,"6-24","4-16",-0.7,320,351,0,2022-11-08
"352",352,"LIU Brooklyn","NEC","0-1",88.1,354,106.3,321,0.1031,"9-18","6-10",-0.6,315,352,0,2022-11-08
"353",353,"New Hampshire","AE","1-0",87.8,355,107.4,340,0.09,"7-22","3-13",0,180,353,0,2022-11-08
"354",354,"Fairleigh Dickinson","NEC","0-1",89.3,346,109.4,359,0.088,"10-21","5-11",-0.5,283,354,0,2022-11-08
"355",355,"IUPUI","Horz","0-1",87.6,356,109.1,357,0.074,"7-24","3-17",-0.4,270,355,0,2022-11-08
"356",356,"Mississippi Valley St.","SWAC","0-1",88.5,351,110.3,361,0.0739,"6-26","5-13",-0.2,229,356,0,2022-11-08
"357",357,"Hartford","ind","0-1",86.1,357,107.4,338,0.0736,"8-20","1-1",-1,355,357,0,2022-11-08
"358",358,"UT Rio Grande Valley","WAC","0-1",85.1,358,107.6,343,0.0628,"6-25","1-17",-0.3,258,358,0,2022-11-08
"359",359,"Lamar","Slnd","1-0",83.2,360,105.9,316,0.0589,"8-23","4-14",0,145,359,0,2022-11-08
"360",360,"Florida A&M","SWAC","0-1",82.4,361,107.1,335,0.0469,"5-25","3-15",-0.3,263,360,0,2022-11-08
"361",361,"Delaware St.","MEAC","0-1",84.3,359,109.8,360,0.0457,"4-23","1-11",-0.3,250,361,0,2022-11-08
"362",362,"Lindenwood","OVC","0-1",82.1,362,108.9,353,0.0377,"6-25","2-16",-0.3,261,362,0,2022-11-08
"363",363,"Stonehill","NEC","0-1",82.1,363,111.1,363,0.0302,"4-27","2-14",-0.4,278,363,0,2022-11-08
