"","rk","team","conf","rec","adj_o","adj_o_rk","adj_d","adj_d_rk","barthag","proj_rec","proj_conf_rec","wab","wab_rk","cur_rk","change","date"
"224",224,"Wright St.","Horz","0-1",97.4,223,101.8,229,0.3754,"16-15","11-9",-0.8,335,224,0,2022-11-09
"225",225,"Kennesaw St.","ASun","1-0",100.3,154,105.1,296,0.3685,"15-16","9-9",0,186,225,0,2022-11-09
"226",226,"East Carolina","Amer","1-0",96.3,244,101,209,0.368,"10-19","4-14",0.1,49,226,0,2022-11-09
"227",227,"Navy","Pat","1-0",92,332,96.5,129,0.3677,"16-14","10-8",0.1,35,227,0,2022-11-09
"228",228,"Eastern Kentucky","ASun","1-0",98,213,102.8,253,0.3676,"15-16","8-10",0,169,228,0,2022-11-09
"229",229,"UMass Lowell","AE","1-0",97.3,226,102,232,0.3672,"18-13","9-7",0,176,229,0,2022-11-09
"230",230,"Queens","ASun","1-0",99.6,169,104.4,280,0.3672,"16-14","8-10",0.1,39,230,0,2022-11-09
"231",231,"Stetson","ASun","1-0",100.2,159,105.2,297,0.3629,"13-16","8-10",0.5,4,231,0,2022-11-09
"232",232,"Morehead St.","OVC","0-1",93.8,303,98.5,163,0.3621,"19-12","12-6",-0.2,232,232,0,2022-11-09
"233",233,"High Point","BSth","1-0",96.5,242,101.4,217,0.3614,"16-13","9-9",0,200,233,0,2022-11-09
"234",234,"Wagner","NEC","1-0",94.9,276,99.7,191,0.3611,"18-9","11-5",0.5,2,234,0,2022-11-09
"235",235,"Loyola MD","Pat","0-1",94.6,283,99.5,184,0.3585,"16-14","10-8",-0.5,293,235,0,2022-11-09
"236",236,"Coastal Carolina","SB","1-0",96.2,248,101.4,219,0.3532,"14-16","7-11",0,174,236,0,2022-11-09
"237",237,"Merrimack","NEC","0-1",93.4,315,98.4,160,0.3528,"18-13","11-5",-0.4,262,237,0,2022-11-09
"238",238,"North Dakota St.","Sum","0-1",94.3,287,99.4,181,0.3528,"15-15","10-8",-0.3,239,238,0,2022-11-09
"239",239,"SIU Edwardsville","OVC","1-0",96.3,246,101.5,221,0.3522,"18-13","11-7",0,170,239,0,2022-11-09
"240",240,"Southern Indiana","OVC","0-1",95.1,272,100.3,199,0.3516,"18-13","11-7",-0.4,267,240,0,2022-11-09
"241",241,"Eastern Washington","BSky","0-1",96.1,251,101.4,218,0.351,"16-16","10-8",-0.6,309,241,0,2022-11-09
"242",242,"Tennessee St.","OVC","1-0",99.1,188,104.6,284,0.3509,"19-10","11-7",0,210,242,0,2022-11-09
"243",243,"Mount St. Mary's","MAAC","0-1",95.3,267,100.6,203,0.3507,"15-16","9-11",-0.3,251,243,0,2022-11-09
"244",244,"Sacramento St.","BSky","0-1",98.2,204,103.7,272,0.3493,"15-15","10-8",-0.2,229,244,0,2022-11-09
"245",245,"Buffalo","MAC","1-0",97.2,231,102.7,248,0.346,"13-16","8-10",0.2,19,245,0,2022-11-09
"246",246,"Brown","Ivy","0-1",93.5,312,98.8,172,0.3457,"12-15","6-8",-0.5,291,246,0,2022-11-09
"247",247,"Air Force","MWC","0-1",94.2,291,99.6,186,0.3441,"11-20","3-15",-0.9,341,247,0,2022-11-09
"248",248,"Pacific","WCC","0-1",97,233,102.7,247,0.3426,"12-19","4-12",-0.3,259,248,0,2022-11-09
"249",249,"Rice","CUSA","0-1",100.7,146,106.6,322,0.3425,"12-19","5-15",-0.7,320,249,0,2022-11-09
"250",250,"Weber St.","BSky","0-1",97.4,222,103.3,261,0.3387,"14-17","10-8",-0.5,287,250,0,2022-11-09
"251",251,"UC San Diego","BW","0-1",100.9,142,107,329,0.3357,"13-19","8-12",-0.9,336,251,0,2022-11-09
"252",252,"Cal St. Fullerton","BW","0-1",96,257,102.3,242,0.3246,"13-19","8-12",-0.2,234,252,0,2022-11-09
"253",253,"Campbell","BSth","1-0",96.1,253,102.4,244,0.3238,"15-15","9-9",0,185,253,0,2022-11-09
"254",254,"Siena","MAAC","1-0",94.1,297,100.5,202,0.3184,"13-16","9-11",0,72,254,0,2022-11-09
"255",255,"UT Arlington","WAC","0-1",93.7,304,100.3,198,0.316,"11-18","6-12",-0.3,257,255,0,2022-11-09
"256",256,"St. Francis PA","NEC","0-1",97.7,217,104.7,285,0.3117,"17-12","11-5",-0.7,322,256,0,2022-11-09
"257",257,"Austin Peay","ASun","0-1",94.5,285,101.3,216,0.3106,"13-17","7-11",-0.5,275,257,0,2022-11-09
"258",258,"Northern Arizona","BSky","0-1",98,212,105.1,294,0.3102,"13-18","9-9",-0.3,245,258,0,2022-11-09
"259",259,"Army","Pat","1-0",94.4,286,101.3,214,0.3086,"16-14","9-9",0,195,259,0,2022-11-09
"260",260,"St. Thomas","Sum","0-1",101.8,119,109.3,357,0.3053,"15-16","9-9",-0.3,248,260,0,2022-11-09
"261",261,"Arkansas St.","SB","1-0",94.1,296,101.1,211,0.3037,"15-16","7-11",0,205,261,0,2022-11-09
"262",262,"Northern Colorado","BSky","0-1",98.2,205,105.6,305,0.3037,"13-17","9-9",-0.2,226,262,0,2022-11-09
"263",263,"Winthrop","BSth","1-1",96,254,103.3,263,0.3014,"13-17","8-10",-0.5,282,263,0,2022-11-09
"264",264,"Texas Southern","SWAC","0-1",93.5,313,100.6,204,0.3007,"15-16","11-7",-0.5,294,264,0,2022-11-09
"265",265,"Dartmouth","Ivy","0-1",95.5,265,102.8,252,0.2997,"13-16","5-9",-0.7,314,265,0,2022-11-09
"266",266,"Denver","Sum","1-0",98.2,207,105.7,310,0.2982,"17-14","9-9",0,129,266,0,2022-11-09
"267",267,"Bucknell","Pat","1-0",99.2,183,107,330,0.2953,"14-16","9-9",0,191,267,0,2022-11-09
"268",268,"Oregon St.","P12","1-0",98.1,211,105.8,313,0.2942,"8-21","2-18",0.1,36,268,0,2022-11-09
"269",269,"UMBC","AE","0-1",97.2,230,104.9,289,0.2937,"16-15","8-8",-0.3,260,269,0,2022-11-09
"270",270,"Louisiana Monroe","SB","0-1",97.3,225,105.1,295,0.292,"12-18","6-12",-0.2,237,270,0,2022-11-09
"271",271,"North Carolina Central","MEAC","0-1",97.7,216,105.6,306,0.2917,"14-13","8-6",-0.3,242,271,0,2022-11-09
"272",272,"Niagara","MAAC","0-1",94,299,101.6,222,0.2917,"12-17","8-12",-0.4,265,272,0,2022-11-09
"273",273,"East Tennessee St.","SC","1-0",95.8,261,103.5,269,0.2899,"12-17","7-11",0,201,273,0,2022-11-09
"274",274,"Detroit","Horz","1-0",99,191,107.1,333,0.2885,"12-19","9-11",0,208,274,0,2022-11-09
"275",275,"Sacred Heart","NEC","1-0",100.4,153,108.7,349,0.2861,"18-13","10-6",0,109,275,0,2022-11-09
"276",276,"Northern Illinois","MAC","0-1",91.9,333,99.7,190,0.2818,"12-18","7-11",-1,359,276,0,2022-11-09
"277",277,"Presbyterian","BSth","1-0",93.7,305,101.7,227,0.281,"14-16","8-10",0,163,277,0,2022-11-09
"278",278,"UTSA","CUSA","1-0",93.6,310,101.8,230,0.2744,"11-20","4-16",0,157,278,0,2022-11-09
"279",279,"Eastern Michigan","MAC","1-0",96.1,252,104.7,287,0.2717,"10-20","6-12",0,184,279,0,2022-11-09
"280",280,"Idaho St.","BSky","0-1",95,274,103.5,268,0.2704,"14-17","8-10",-0.5,290,280,0,2022-11-09
"281",281,"USC Upstate","BSth","1-0",97.3,224,106.2,316,0.2689,"12-17","7-11",0,187,281,0,2022-11-09
"282",282,"Morgan St.","MEAC","0-1",94.2,290,102.7,250,0.2688,"15-14","8-6",-0.3,240,282,0,2022-11-09
"283",283,"Howard","MEAC","1-1",96.8,237,105.7,309,0.2672,"14-15","7-7",-0.2,230,283,0,2022-11-09
"284",284,"Drexel","CAA","0-0",93.6,309,102.2,236,0.2667,"12-17","7-11",0,216,284,0,2022-11-09
"285",285,"Western Carolina","SC","0-1",95.8,262,104.8,288,0.2622,"14-17","6-12",-0.6,308,285,0,2022-11-09
"286",286,"Binghamton","AE","1-0",95.3,269,104.4,279,0.2594,"14-15","7-9",0,206,286,0,2022-11-09
"287",287,"Lehigh","Pat","0-1",96.3,245,105.6,304,0.2588,"13-16","8-10",-0.5,283,287,0,2022-11-09
"288",288,"Manhattan","MAAC","0-1",93.2,318,102.2,238,0.2575,"11-17","7-13",-0.5,277,288,0,2022-11-09
"289",289,"Robert Morris","Horz","1-1",97.6,219,107.1,332,0.2564,"14-17","9-11",-0.4,273,289,0,2022-11-09
"290",290,"Radford","BSth","0-1",95,273,104.2,277,0.2557,"12-19","7-11",-0.5,279,290,0,2022-11-09
"291",291,"Little Rock","OVC","0-1",96,255,105.5,302,0.2536,"15-16","10-8",-0.5,292,291,0,2022-11-09
"292",292,"Southern Miss","SB","1-0",97.1,232,106.6,324,0.2534,"12-18","5-13",0,181,292,0,2022-11-09
"293",293,"Tennessee Martin","OVC","0-2",98.2,206,107.9,343,0.2524,"17-14","9-9",-1.3,361,293,0,2022-11-09
"294",294,"Stony Brook","CAA","0-1",96,256,105.5,303,0.2518,"12-19","7-11",-0.3,241,294,0,2022-11-09
"295",295,"Bowling Green","MAC","1-0",94.1,298,103.4,266,0.251,"13-18","6-12",0.1,68,295,0,2022-11-09
"296",296,"Milwaukee","Horz","1-1",93.7,307,103.2,260,0.2482,"14-17","8-12",-0.3,246,296,0,2022-11-09
"297",297,"William & Mary","CAA","0-1",96.9,235,106.8,325,0.2478,"12-19","7-11",-0.9,350,297,0,2022-11-09
"298",298,"Jackson St.","SWAC","0-1",88.5,352,97.8,149,0.2404,"12-19","11-7",-0.6,302,298,0,2022-11-09
"299",299,"American","Pat","0-1",94.1,294,104.1,276,0.2382,"11-18","8-10",-0.9,347,299,0,2022-11-09
"300",300,"Maryland Eastern Shore","MEAC","0-1",92.2,329,102.2,233,0.2355,"13-16","7-7",-0.7,317,300,0,2022-11-09
"301",301,"Coppin St.","MEAC","0-2",93.4,314,103.6,271,0.2329,"10-21","7-7",-1.5,363,301,0,2022-11-09
"302",302,"Canisius","MAAC","0-1",94.6,280,105,293,0.2328,"9-20","7-13",-0.9,342,302,0,2022-11-09
"303",303,"North Alabama","ASun","1-0",92.4,327,102.5,245,0.2328,"12-19","6-12",0,166,303,0,2022-11-09
"304",304,"Albany","AE","1-1",92.5,326,102.9,255,0.228,"12-18","7-9",-0.5,295,304,0,2022-11-09
"305",305,"Northwestern St.","Slnd","0-1",97.2,228,108.3,346,0.2239,"14-17","10-8",-0.3,243,305,0,2022-11-09
"306",306,"Alabama A&M","SWAC","0-0",89.1,349,99.3,178,0.2236,"15-15","10-8",0,215,306,0,2022-11-09
"307",307,"Columbia","Ivy","0-1",94.1,295,104.9,290,0.2234,"12-17","4-10",-0.4,264,307,0,2022-11-09
"308",308,"Central Arkansas","ASun","0-1",95.1,271,106.3,317,0.2179,"10-21","6-12",-0.6,303,308,0,2022-11-09
"309",309,"Southeast Missouri St.","OVC","1-0",94.3,288,105.8,311,0.2104,"14-17","8-10",0.4,7,309,0,2022-11-09
"310",310,"Charleston Southern","BSth","1-0",94.3,289,105.8,312,0.2097,"10-19","6-12",0,171,310,0,2022-11-09
"311",311,"Bethune Cookman","SWAC","0-1",93.9,301,105.5,300,0.2085,"15-16","10-8",-0.3,247,311,0,2022-11-09
"312",312,"Prairie View A&M","SWAC","2-0",91.6,336,103,256,0.2064,"13-18","9-9",0,145,312,0,2022-11-09
"313",313,"Hampton","CAA","0-1",94.6,282,106.4,319,0.206,"10-21","6-12",-0.6,310,313,0,2022-11-09
"314",314,"NJIT","AE","0-1",93.7,308,105.4,298,0.206,"11-18","6-10",-0.8,327,314,0,2022-11-09
"315",315,"Lafayette","Pat","0-1",94.1,293,106.1,314,0.2024,"9-22","7-11",-0.3,254,315,0,2022-11-09
"316",316,"Evansville","MVC","1-0",92.3,328,104.1,275,0.2002,"9-22","5-15",0.1,57,316,0,2022-11-09
"317",317,"Portland St.","BSky","0-0",92.9,325,104.9,291,0.1981,"10-19","6-12",0,213,317,0,2022-11-09
"318",318,"Cal St. Bakersfield","BW","1-0",90.8,341,102.6,246,0.1959,"9-22","5-15",0,202,318,0,2022-11-09
"319",319,"Maine","AE","0-1",94.6,281,107,328,0.1959,"11-18","6-10",-0.5,296,319,0,2022-11-09
"320",320,"Alcorn St.","SWAC","0-1",93.2,319,105.6,307,0.1925,"11-20","10-8",-0.4,266,320,0,2022-11-09
"321",321,"McNeese St.","Slnd","1-0",95.6,263,108.4,347,0.1914,"13-18","9-9",0,199,321,0,2022-11-09
"322",322,"Tennessee Tech","OVC","0-1",94.7,278,107.5,336,0.1902,"13-18","8-10",-0.2,225,322,0,2022-11-09
"323",323,"Cal St. Northridge","BW","1-0",95,275,107.7,341,0.1901,"9-21","5-15",0,150,323,0,2022-11-09
"324",324,"Marist","MAAC","1-0",90.8,342,103,257,0.1885,"10-19","6-14",0,100,324,0,2022-11-09
"325",325,"Texas A&M Commerce","Slnd","0-1",93.7,306,106.4,320,0.1882,"12-20","9-9",-0.7,313,325,0,2022-11-09
"326",326,"North Dakota","Sum","1-0",94.2,292,107.1,331,0.186,"12-19","6-12",0.1,59,326,0,2022-11-09
"327",327,"Elon","CAA","1-0",91.6,335,104.2,278,0.1848,"10-20","5-13",0,164,327,0,2022-11-09
"328",328,"South Carolina St.","MEAC","0-1",93.9,302,106.8,326,0.1847,"6-21","4-8",-0.6,306,328,0,2022-11-09
"329",329,"UMKC","Sum","0-2",89.1,348,101.6,226,0.1802,"10-19","6-12",-1.4,362,329,0,2022-11-09
"330",330,"Grambling St.","SWAC","1-0",90.3,343,103.1,259,0.1787,"12-18","9-9",0,168,330,0,2022-11-09
"331",331,"Central Michigan","MAC","0-0",93,323,106.3,318,0.178,"9-21","5-13",0,212,331,0,2022-11-09
"332",332,"New Orleans","Slnd","0-1",92.1,330,105.6,308,0.1714,"13-16","8-10",-0.6,297,332,0,2022-11-09
"333",333,"Illinois Chicago","MVC","1-0",91,340,104.5,281,0.1693,"8-23","4-16",0,148,333,0,2022-11-09
"334",334,"Central Connecticut","NEC","0-1",94,300,108.1,345,0.1657,"12-19","8-8",-0.7,316,334,0,2022-11-09
"335",335,"The Citadel","SC","0-1",93.3,316,107.5,337,0.1649,"9-22","4-14",-0.4,274,335,0,2022-11-09
"336",336,"Nebraska Omaha","Sum","0-1",94.5,284,109,352,0.1632,"8-22","6-12",-0.2,233,336,0,2022-11-09
"337",337,"Chicago St.","ind","0-1",96.2,249,111.1,362,0.16,"11-21","1-1",-0.5,289,337,0,2022-11-09
"338",338,"Alabama St.","SWAC","0-1",93.1,321,107.7,340,0.1589,"10-20","9-9",-0.3,261,338,0,2022-11-09
"339",339,"Monmouth","CAA","0-1",89.9,344,104.1,274,0.1576,"7-24","5-13",-0.4,268,339,0,2022-11-09
"340",340,"Miami OH","MAC","0-1",93.2,320,107.9,344,0.1566,"10-21","5-13",-1,356,340,0,2022-11-09
"341",341,"St. Francis NY","NEC","1-0",91.6,337,106.6,323,0.1484,"13-16","7-9",0,151,341,0,2022-11-09
"342",342,"Western Illinois","Sum","2-0",89.9,345,104.7,286,0.1472,"12-17","5-13",0.2,12,342,0,2022-11-09
"343",343,"Incarnate Word","Slnd","0-1",93.3,317,108.8,350,0.1458,"13-18","8-10",-1,357,343,0,2022-11-09
"344",344,"Houston Christian","Slnd","0-1",93.1,322,108.8,351,0.1419,"13-18","7-11",-0.8,328,344,0,2022-11-09
"345",345,"Eastern Illinois","OVC","0-1",88.4,353,103.4,267,0.1413,"12-19","7-11",-0.2,235,345,0,2022-11-09
"346",346,"Arkansas Pine Bluff","SWAC","1-1",93,324,109.5,358,0.132,"12-19","7-11",-0.3,250,346,0,2022-11-09
"347",347,"Holy Cross","Pat","0-1",91.6,334,108.4,348,0.127,"10-21","5-13",-1,353,347,0,2022-11-09
"348",348,"Southeastern Louisiana","Slnd","1-0",92.1,331,109.2,355,0.1235,"11-20","7-11",0,173,348,0,2022-11-09
"349",349,"Idaho","BSky","0-1",91.1,338,109.3,356,0.1101,"8-23","4-14",-0.9,338,349,0,2022-11-09
"350",350,"VMI","SC","0-1",89.2,347,107.3,334,0.1069,"8-23","3-15",-0.6,304,350,0,2022-11-09
"351",351,"Green Bay","Horz","0-1",88.8,350,106.9,327,0.1061,"6-24","4-16",-0.7,312,351,0,2022-11-09
"352",352,"LIU Brooklyn","NEC","0-1",88.3,354,106.5,321,0.1036,"9-18","6-10",-0.6,307,352,0,2022-11-09
"353",353,"New Hampshire","AE","1-0",88.1,355,107.6,339,0.0904,"7-22","3-13",0,188,353,0,2022-11-09
"354",354,"Fairleigh Dickinson","NEC","1-1",89.5,346,109.6,359,0.0884,"10-21","5-11",-0.5,276,354,0,2022-11-09
"355",355,"Mississippi Valley St.","SWAC","0-1",88.8,351,110.5,361,0.0743,"6-26","5-13",-0.2,223,355,0,2022-11-09
"356",356,"Hartford","ind","0-1",86.4,357,107.6,338,0.074,"8-20","1-1",-1,354,356,0,2022-11-09
"357",357,"IUPUI","Horz","0-2",87.2,356,109.1,354,0.0709,"7-24","3-17",-0.8,323,357,0,2022-11-09
"358",358,"UT Rio Grande Valley","WAC","0-1",85.3,358,107.8,342,0.0632,"6-25","1-17",-0.3,252,358,0,2022-11-09
"359",359,"Lamar","Slnd","1-0",83.4,360,106.1,315,0.0592,"8-23","4-14",0,154,359,0,2022-11-09
"360",360,"Delaware St.","MEAC","0-1",84.5,359,110,360,0.046,"4-23","1-11",-0.3,244,360,0,2022-11-09
"361",361,"Florida A&M","SWAC","0-2",82.3,363,107.4,335,0.045,"5-25","3-15",-0.9,337,361,0,2022-11-09
"362",362,"Lindenwood","OVC","0-1",82.4,361,109.1,353,0.038,"6-25","2-16",-0.3,256,362,0,2022-11-09
"363",363,"Stonehill","NEC","0-1",82.4,362,111.3,363,0.0304,"4-27","2-14",-0.4,271,363,0,2022-11-09
