"","rank","team","conf","record","barthag","adj_o","adj_o_rk","adj_d","adj_d_rk","adj_tempo","adj_tempo_rk","proj_record","proj_conf_record","wab","wab_rk","date"
"1",1,"Tennessee","SEC","18-3",0.967779097273595,113.242562511294,34,84.2401983868887,1,66.7811532765489,201,"26.4-4.6","15.4-2.6",3.28895111149022,12,2023-01-28
"2",2,"Houston","Amer","20-2",0.964462350259775,119.480188654681,4,89.6675549972452,5,62.8124484725658,346,"28.2-2.8","16.2-1.8",4.66024367461157,5,2023-01-28
"3",3,"UCLA","P12","17-4",0.945679629436504,114.334255031337,27,89.1830538103594,4,66.0128313433199,239,"25.4-5.6","16.4-3.6",3.46741039919751,10,2023-01-28
"4",4,"Saint Mary's","WCC","19-4",0.945078244559598,113.030990818574,36,88.2558149858172,3,62.2832397016369,351,"25.8-5.2","14.8-1.2",2.23864980247599,19,2023-01-28
"5",5,"Purdue","B10","20-1",0.941416729904619,119.084923365022,7,93.5376585574599,16,63.3818690676868,334,"27.7-3.3","16.7-3.3",6.29531410455509,1,2023-01-28
"6",6,"Alabama","SEC","18-3",0.933530707260355,114.900790614391,22,91.3145013293428,8,73.7219622936283,2,"25.4-5.6","15.4-2.6",5.45297401479169,2,2023-01-28
"7",7,"Connecticut","BE","16-6",0.930646510847216,117.059242957705,15,93.3992550130875,15,67.7376386538215,147,"23-8","12-8",2.03362241657049,21,2023-01-28
"8",8,"Marquette","BE","17-5",0.916418329110515,122.82607037573,1,99.7372243258569,90,69.1728485596946,77,"23.7-7.3","15.7-4.3",3.00114475209527,15,2023-01-28
"9",9,"Arizona","P12","19-3",0.915595739501129,117.703574046493,10,95.6665555972802,36,72.4937547620131,10,"25.8-5.2","14.8-5.2",5.22086039459529,4,2023-01-28
"10",10,"Kansas","B12","17-4",0.909389519019399,115.148516023881,20,94.2247883696955,22,68.2508009673565,123,"22.7-8.3","10.7-7.3",5.30437900375365,3,2023-01-28
"11",11,"San Diego St.","MWC","17-4",0.906890468575839,114.784345677521,23,94.1717981782313,21,67.3228894303934,169,"23.2-6.8","14.2-3.8",2.81196615310037,17,2023-01-28
"12",12,"Creighton","BE","13-8",0.906792909790554,115.463034803845,19,94.7381238472819,27,68.1942944993424,125,"20.1-10.9","14.1-5.9",0.00233716630618463,52,2023-01-28
"13",13,"Rutgers","B10","14-6",0.906743150280767,105.668573121597,143,86.7061460159403,2,65.6617371113045,259,"21.8-9.2","13.8-6.2",0.525576590884163,41,2023-01-28
"14",14,"Baylor","B12","16-5",0.905668387598069,120.31108129102,3,98.829636835602,78,67.5965299272871,155,"21.5-9.5","10.5-7.5",3.74272055903136,8,2023-01-28
"15",15,"TCU","B12","16-5",0.903686516649995,112.489377061462,42,92.5893456917519,13,70.0017115958992,50,"21.6-9.4","10.6-7.4",2.13415840059019,20,2023-01-28
"16",16,"Texas","B12","17-4",0.901549188412947,117.567273120817,11,96.9737656536939,45,68.6022742733131,105,"22.3-8.7","11.3-6.7",3.74805347501315,7,2023-01-28
"17",17,"Virginia","ACC","16-3",0.896953635137825,114.927639256754,21,95.2156194868906,29,61.5581489642235,359,"23.7-5.3","15.7-4.3",3.16293025920567,13,2023-01-28
"18",18,"Iowa St.","B12","15-5",0.896888866723078,110.277679620955,68,91.368771788078,9,64.0805688902204,316,"20.4-9.6","11.4-6.6",3.01589826542948,14,2023-01-28
"19",19,"Boise St.","MWC","17-5",0.886430374673935,109.388305330143,84,91.4897459140317,10,67.0561228995706,182,"23-8","13-5",1.20167591132351,35,2023-01-28
"20",20,"Kansas St.","B12","18-3",0.884700822757041,113.524253122479,33,95.0899723086312,28,68.9062267234642,83,"23.2-7.8","11.2-6.8",4.0318621949287,6,2023-01-28
"21",21,"West Virginia","B12","13-8",0.883487723324252,115.733867632254,18,97.0406310214915,47,68.1597559439699,128,"18-13","7-11",0.474055548254512,42,2023-01-28
"22",22,"Xavier","BE","17-5",0.877948653413099,119.444120355956,5,100.611917258638,100,71.5862371946786,19,"23-8","15-5",3.62383060463756,9,2023-01-28
"23",23,"Arkansas","SEC","14-7",0.87454704283892,109.335572915747,86,92.3487141090933,11,69.2359877242667,74,"19.9-11.1","8.9-9.1",0.0146642583051092,51,2023-01-28
"24",24,"Gonzaga","WCC","18-4",0.867645054245602,119.311953776076,6,101.315314007472,113,70.3187569768701,38,"24.4-6.6","12.4-3.6",3.45483686394977,11,2023-01-28
"25",25,"Ohio St.","B10","11-10",0.865327089181088,118.465196814258,8,100.771703879686,103,66.6558100978034,209,"16.9-14.1","8.9-11.1",-1.66420840784332,82,2023-01-28
"26",26,"Memphis","Amer","16-5",0.864102630487782,113.731871573462,31,96.8334248215111,43,71.6392277428064,17,"22.6-8.4","12.6-5.4",1.84294131915587,22,2023-01-28
"27",27,"New Mexico","MWC","19-3",0.862454553309517,114.301086610872,28,97.4363022040651,51,71.4269494504264,22,"24.9-6.1","11.9-6.1",2.56664570534534,18,2023-01-28
"28",28,"Oklahoma St.","B12","12-9",0.862013388673809,106.124153515616,132,90.4950719040032,6,67.3149810819829,170,"16.7-14.3","7.7-10.3",-0.922634454394845,67,2023-01-28
"29",29,"Texas A&M","SEC","15-6",0.86083352735529,114.432479912845,25,97.663719813912,56,66.4267935608562,218,"20.4-10.6","12.4-5.6",-0.228998013115304,54,2023-01-28
"30",30,"Duke","ACC","15-6",0.860789657472321,112.555748658729,40,96.0650604324024,37,65.4824244142995,271,"21.5-9.5","12.5-7.5",1.05935015500749,36,2023-01-28
"31",31,"Indiana","B10","15-6",0.860559490183759,114.391007678002,26,97.6477300829942,54,68.6052288190802,104,"20-11","11-9",1.37455694546159,32,2023-01-28
"32",32,"Auburn","SEC","16-5",0.85869242538613,110.38777519123,65,94.3573146522968,23,67.8426179877446,142,"20.8-10.2","10.8-7.2",1.62425217605887,24,2023-01-28
"33",33,"Providence","BE","16-5",0.854026796762527,114.435652172159,24,98.140541111227,66,67.4485742472888,162,"21.9-9.1","13.9-6.1",1.49958470506637,29,2023-01-28
"34",34,"Liberty","ASun","18-5",0.847270799970591,109.882947205195,77,94.6729559757205,26,62.9393546820964,343,"24.9-6.1","15.9-2.1",-1.11790111734036,70,2023-01-28
"35",35,"Utah","P12","15-8",0.84502709642286,108.896780023865,94,93.9640163435872,18,66.5667256380211,214,"19.7-11.3","12.7-7.3",-0.851639670205849,66,2023-01-28
"36",36,"Florida Atlantic","CUSA","21-1",0.842585073215972,112.238474907799,47,97.0036399218238,46,67.646483471488,150,"27.9-3.1","17.9-2.1",2.93327332236757,16,2023-01-28
"37",37,"Illinois","B10","15-6",0.84041369664473,109.339070536402,85,94.6316612391405,25,69.636668456485,59,"20.2-10.8","11.2-8.8",0.993008565664648,38,2023-01-28
"38",38,"North Carolina St.","ACC","17-5",0.840166532180474,112.861387772923,37,97.6958295334515,57,69.9561811451983,51,"22.9-8.1","12.9-7.1",1.61532454823959,25,2023-01-28
"39",39,"Missouri","SEC","16-5",0.839991418197664,120.671723604542,2,104.468504862306,188,70.4644595936629,34,"22.2-8.8","10.2-7.8",1.72684092749229,23,2023-01-28
"40",40,"North Carolina","ACC","15-6",0.839868432002971,113.53122785515,32,98.2946189425454,69,68.8499158867555,88,"20.8-10.2","12.8-7.2",1.27885459354756,33,2023-01-28
"41",41,"Michigan St.","B10","14-7",0.83960733021199,110.981414892095,56,96.1032190888983,38,64.3595631229444,311,"19-12","11-9",1.05600077654287,37,2023-01-28
"42",42,"Oklahoma","B12","12-9",0.838619137570164,113.077524590172,35,97.9806694652946,64,63.9511348367534,318,"16.1-14.9","6.1-11.9",-0.391597756732689,56,2023-01-28
"43",43,"Northwestern","B10","15-5",0.83804710969791,109.058038083152,91,94.5325084945045,24,66.3222896370236,222,"20.3-10.7","11.3-8.7",0.959125179706891,39,2023-01-28
"44",44,"USC","P12","15-6",0.834932178462696,112.083308723609,50,97.3474382544207,50,67.6317481461081,153,"21.5-9.5","13.5-6.5",1.53677768521312,27,2023-01-28
"45",45,"Virginia Tech","ACC","13-8",0.83253989700448,112.26460448289,46,97.6513341123413,55,66.0861605843895,234,"19.7-11.3","9.7-10.3",-1.4713650694958,80,2023-01-28
"46",46,"Utah St.","MWC","17-5",0.828956613136493,117.454089798762,13,102.39197621156,137,68.6164563458792,103,"22.5-8.5","11.5-6.5",1.25858631864745,34,2023-01-28
"47",47,"Miami FL","ACC","16-5",0.828308504038484,117.099764658678,14,102.123612015751,132,67.8694528670395,140,"21.6-8.4","12.6-7.4",1.49976864308813,28,2023-01-28
"48",48,"Seton Hall","BE","13-9",0.827138201881536,105.937860130192,137,92.4551864120403,12,66.2008401336566,229,"18.1-12.9","11.1-8.9",-0.542821250922639,60,2023-01-28
"49",49,"Penn St.","B10","13-7",0.824057706145262,113.88008150549,30,99.5716774576419,85,65.3737356760364,275,"18.8-12.2","9.8-10.2",-0.529916029342579,59,2023-01-28
"50",50,"Cincinnati","Amer","14-8",0.818814495081792,110.233615120236,70,96.6834482102283,40,68.1149213767368,129,"20-11","11-7",-1.71273243376513,84,2023-01-28
"51",51,"Florida","SEC","12-9",0.814894209069046,103.475465100112,194,90.9630694288845,7,69.6182957842301,61,"17.2-13.8","10.2-7.8",-1.43940520304818,79,2023-01-28
"52",52,"Dayton","A10","14-8",0.813878491672821,108.294309681565,102,95.2548538010339,30,63.741354659478,325,"20.7-10.3","12.7-5.3",-3.31044680153514,126,2023-01-28
"53",53,"Iowa","B10","12-8",0.813289776072173,117.516903023394,12,103.401873157221,158,69.8018286896814,56,"17.6-13.4","9.6-10.4",-0.617972548163987,62,2023-01-28
"54",54,"Sam Houston St.","WAC","16-5",0.810878702917168,108.169253248805,106,95.3078284576924,32,65.0771531739138,287,"23.3-6.7","13.3-4.7",0.124490466207033,47,2023-01-28
"55",55,"Washington St.","P12","10-13",0.806132169639219,110.585109785959,62,97.6965479454464,58,63.5735454751502,329,"14.7-16.3","9.7-10.3",-4.00264756934458,144,2023-01-28
"56",56,"UCF","Amer","13-8",0.804365648097204,110.398381111149,64,97.6271632520672,53,63.6388366008422,327,"18.8-11.2","9.8-8.2",-1.68133023343398,83,2023-01-28
"57",57,"Texas Tech","B12","11-10",0.801212161642436,109.615252803697,79,97.1026736203692,48,67.1669307792978,175,"14.5-16.5","3.5-14.5",-2.92500352491156,114,2023-01-28
"58",58,"Oregon","P12","13-9",0.799335715578534,112.45054856385,43,99.7160649100816,89,66.220350519463,227,"17.8-13.2","11.8-8.2",-0.986317441011614,69,2023-01-28
"59",59,"Maryland","B10","14-7",0.797931343144635,109.943374325482,75,97.566876945279,52,65.6619338283447,258,"19.1-11.9","10.1-9.9",0.439002011444183,43,2023-01-28
"60",60,"Nevada","MWC","16-6",0.796746082165546,110.073479150661,72,97.7446600586291,59,65.9798287290892,242,"21.5-9.5","11.5-6.5",1.49269499883297,30,2023-01-28
"61",61,"Kent St.","MAC","17-4",0.796654437007546,105.377575816734,151,93.5793271905476,17,68.3335254586535,118,"25-6","15-3",0.419927446921047,44,2023-01-28
"62",62,"Kentucky","SEC","14-7",0.790236993046145,112.436882503857,44,100.188843756745,96,65.6891015798651,254,"18.5-12.5","9.5-8.5",0.124402426540227,48,2023-01-28
"63",63,"Clemson","ACC","18-4",0.790062260558761,109.886733930235,76,97.9254623180089,62,67.9931910250393,134,"23.5-7.5","15.5-4.5",1.4168722636598,31,2023-01-28
"64",64,"College of Charleston","CAA","21-2",0.784327447100664,110.018767932727,74,98.3354331269751,70,70.4588032418198,36,"27.9-3.1","15.9-2.1",1.54090109337458,26,2023-01-28
"65",65,"Wake Forest","ACC","14-8",0.781278813641931,116.010752303215,17,103.852907804018,171,68.8491839308574,89,"19.1-11.9","11.1-8.9",-1.2841103913783,75,2023-01-28
"66",66,"Mississippi St.","SEC","13-8",0.781173964393004,104.093051247473,183,93.1891444243808,14,63.4894121674455,331,"18.8-12.2","6.8-11.2",-0.434964773325359,57,2023-01-28
"67",67,"Pittsburgh","ACC","15-7",0.776610973429921,110.996857956909,55,99.5989789644632,87,66.9814079715577,189,"20.6-10.4","13.6-6.4",-0.501626784638311,58,2023-01-28
"68",68,"Michigan","B10","11-9",0.775896077134613,110.918278919853,57,99.5640985184576,84,68.2105632557034,124,"15.7-15.3","9.7-10.3",-2.56584948398842,104,2023-01-28
"69",69,"Colorado","P12","12-11",0.774709437424924,104.674832298102,170,94.0154343104925,19,69.9375133139972,52,"15.8-15.2","7.8-12.2",-3.45970793398863,132,2023-01-28
"70",70,"Marshall","SB","18-5",0.771915634146577,111.489763103339,52,100.275248627711,97,71.2662860068871,24,"23.6-7.4","12.6-5.4",-1.84204497102048,86,2023-01-28
"71",71,"North Texas","CUSA","18-5",0.769722796846601,105.888262045498,139,95.3400445233777,33,58.3571325932628,363,"23.5-7.5","14.5-5.5",0.137541394721743,46,2023-01-28
"72",72,"Arizona St.","P12","15-7",0.765705491178209,107.196035753509,117,96.7068007159695,41,67.9907661939262,135,"19.4-11.6","10.4-9.6",0.197554906767104,45,2023-01-28
"73",73,"UNLV","MWC","14-7",0.759937357884637,108.258095940457,103,97.9360792737404,63,69.5054917859359,64,"18.7-11.3","7.7-10.3",-1.21717392965977,72,2023-01-28
"74",74,"UAB","CUSA","15-7",0.758023497018567,110.468056198542,63,100.026287332479,93,71.1772949010467,27,"21-10","12-8",-2.51683347303672,102,2023-01-28
"75",75,"Utah Valley","WAC","17-6",0.738763692092912,107.016667921683,118,97.7671576615486,60,68.4953110443224,111,"22.6-8.4","13.6-4.4",-0.565618033101021,61,2023-01-28
"76",76,"St. John's","BE","13-8",0.738332603203487,107.869126997943,110,98.5650710635374,74,73.8113375625332,1,"17.5-13.5","7.5-12.5",-1.25216556577252,73,2023-01-28
"77",77,"Wisconsin","B10","12-8",0.737873445651584,105.994639357802,134,96.872270456401,44,62.4670967727142,349,"16.1-13.9","8.1-11.9",-0.193203127604459,53,2023-01-28
"78",78,"Oral Roberts","Sum","19-4",0.735147197492246,112.60837676564,39,103.042599995347,150,70.7413941417444,30,"25.5-5.5","16.5-1.5",0.677039020885235,40,2023-01-28
"79",79,"Iona","MAAC","13-7",0.730494030187843,108.322683642624,101,99.3260211436498,81,68.7896912457006,93,"22-9","15-5",-2.9336431469209,115,2023-01-28
"80",80,"Loyola Marymount","WCC","16-7",0.727333612729265,108.468391460796,96,99.5980526740683,86,67.5104182521757,159,"19.5-10.5","9.5-6.5",-1.14935282429786,71,2023-01-28
"81",81,"San Francisco","WCC","15-9",0.726731006128444,109.484103352143,81,100.557249301159,99,69.3731417660386,68,"18.6-12.4","7.6-8.4",-3.07339689317888,116,2023-01-28
"82",82,"UC Irvine","BW","14-7",0.724548784721034,109.820253401289,78,100.962177258288,106,68.8996708852153,85,"22.1-9.9","15.1-4.9",-2.66338764627677,108,2023-01-28
"83",83,"BYU","WCC","14-10",0.72027267894849,103.447184240006,195,95.2796678186182,31,70.1803424914912,42,"17.7-13.3","7.7-8.3",-3.14245955502479,119,2023-01-28
"84",84,"Tulane","Amer","13-7",0.719052270043053,111.402706239853,53,102.661060613033,144,72.6147481585264,8,"18-11","11-7",-2.15653639555264,93,2023-01-28
"85",85,"VCU","A10","16-6",0.719009778561621,103.672529164503,190,95.5392092108164,34,68.8421026626867,91,"21.6-9.4","12.6-5.4",-1.26217753694756,74,2023-01-28
"86",86,"Santa Clara","WCC","16-7",0.718206307903116,110.648622501902,61,102.003251599559,128,69.910365431181,53,"20.5-10.5","8.5-7.5",-0.93824292049568,68,2023-01-28
"87",87,"Drake","MVC","16-6",0.714354144138516,105.934834200321,138,97.8188715694147,61,66.3699045562784,219,"22-9","13-7",-1.97239517730906,89,2023-01-28
"88",88,"Villanova","BE","10-10",0.713806955818089,110.730849592071,60,102.271282361323,135,63.4810552194177,332,"13.9-17.1","7.9-12.1",-3.12947256636857,117,2023-01-28
"89",89,"Bradley","MVC","14-8",0.712437399968215,104.743818014313,167,96.797978235974,42,65.5533125421416,261,"20.4-10.6","13.4-6.6",-2.84966422287726,111,2023-01-28
"90",90,"Southern Miss","SB","19-4",0.710572458763803,108.197472313607,104,100.068666770822,95,67.6406868079833,151,"24.6-6.4","13.6-4.4",0.0847126424241131,49,2023-01-28
"91",91,"Vanderbilt","SEC","10-11",0.709484630177425,112.548394558617,41,104.140542753235,178,65.7421584428563,252,"14.2-16.8","7.2-10.8",-3.31234176169214,127,2023-01-28
"92",92,"Montana St.","BSky","15-8",0.707957507828224,105.028855709535,157,97.2452806924832,49,66.7816411681015,200,"21.2-9.8","14.2-3.8",-3.23681398330952,120,2023-01-28
"93",93,"Temple","Amer","14-9",0.693634313538813,105.947948056747,136,98.68076578341,75,66.2014175878526,228,"17.5-13.5","11.5-6.5",-2.59136661581102,105,2023-01-28
"94",94,"Yale","Ivy","14-6",0.690329229160787,108.375036726831,99,101.077576112578,108,65.5595815655084,260,"18.3-8.7","8.3-5.7",-2.37014877333242,100,2023-01-28
"95",95,"Toledo","MAC","15-6",0.689324774833242,118.112342786466,9,110.204195969831,295,70.6688652546168,31,"22.5-8.5","13.5-4.5",-2.11777853337273,92,2023-01-28
"96",96,"Saint Louis","A10","15-6",0.687876106830227,111.097990442591,54,103.720400539324,167,68.5866434134941,107,"20.9-10.1","12.9-5.1",-0.816531845534232,64,2023-01-28
"97",97,"Hofstra","CAA","15-8",0.671332846466513,108.575530057697,95,102.037461536934,129,67.3992369447557,166,"21.9-9.1","14.9-3.1",-1.94044990286069,87,2023-01-28
"98",98,"UC Santa Barbara","BW","17-3",0.670731355809686,106.040885791231,133,99.6790603176681,88,64.8482074903715,296,"24.4-6.6","15.4-4.6",0.0464185401485053,50,2023-01-28
"99",99,"Georgia","SEC","14-7",0.668203263262797,104.933184649533,162,98.7358566761389,77,67.602109587193,154,"18-13","8-10",-1.63006333544902,81,2023-01-28
"100",100,"Cornell","Ivy","15-5",0.659962655176127,116.168225506369,16,109.659057302124,284,71.1474098285884,28,"19.2-7.8","9.2-4.8",-1.7684331807628,85,2023-01-28
"101",101,"Indiana St.","MVC","14-9",0.659561570495487,107.347539567914,116,101.348359640608,115,71.2572581300287,25,"19.9-11.1","12.9-7.1",-5.38802596137275,176,2023-01-28
"102",102,"Charlotte","CUSA","13-8",0.659091794521371,107.995819553596,108,101.978955055445,127,60.7733983619199,362,"18.9-12.1","9.9-10.1",-3.66233198426484,137,2023-01-28
"103",103,"Stanford","P12","9-12",0.655911536771585,107.516587833418,115,101.651177990527,125,65.924516235849,246,"12.3-18.7","6.3-13.7",-5.76967538112551,187,2023-01-28
"104",104,"Louisiana Lafayette","SB","18-4",0.655708971984685,112.330396880671,45,106.210664578105,219,68.8439506803721,90,"23.1-6.9","13.1-4.9",-0.261480410532333,55,2023-01-28
"105",105,"San Jose St.","MWC","13-9",0.652297651993271,109.457587785736,82,103.630126958353,166,62.3132410895911,350,"16.9-14.1","7.9-10.1",-2.34103314071825,99,2023-01-28
"106",106,"UNC Greensboro","SC","14-8",0.64820467692017,99.2734551173218,283,94.1353962056112,20,65.7615106995181,249,"20.3-10.7","14.3-3.7",-3.6875799132667,140,2023-01-28
"107",107,"Princeton","Ivy","14-6",0.64431289298809,108.395571439451,97,102.937652775199,148,66.8749921947212,192,"18.8-8.2","9.8-4.2",-2.65129776271722,107,2023-01-28
"108",108,"James Madison","SB","15-8",0.643222869751331,104.08759621067,184,98.8874548305587,79,70.439791908307,37,"20-11","11-7",-3.67322758960545,138,2023-01-28
"109",109,"Mississippi","SEC","9-12",0.64232112865181,104.98812962341,159,99.7770655905066,91,65.6799139438223,257,"13-18","5-13",-4.46289966814919,146,2023-01-28
"110",110,"Southern Utah","WAC","15-7",0.640436431218009,109.193246871914,88,103.847429208364,170,71.5904115842507,18,"19.9-11.1","11.9-6.1",-2.16125804651699,94,2023-01-28
"111",111,"Colorado St.","MWC","10-12",0.63650864716675,110.855763516149,59,105.584669951131,203,66.6204381324509,212,"13.6-17.4","5.6-12.4",-4.65322892141216,152,2023-01-28
"112",112,"Belmont","MVC","16-6",0.632928619333336,109.322796386118,87,104.264497154622,182,67.697594600105,149,"21.6-9.4","14.6-5.4",-2.26713241687405,98,2023-01-28
"113",113,"Furman","SC","16-6",0.632708225780659,112.180563054147,48,106.998861446612,237,68.8344902004756,92,"22.6-8.4","13.6-4.4",-2.4844234675729,101,2023-01-28
"114",114,"Stephen F. Austin","WAC","15-7",0.631804801595944,106.230629172997,128,101.357999852736,116,68.7142976061648,98,"20.2-10.8","12.2-5.8",-3.39868775016309,130,2023-01-28
"115",115,"Washington","P12","13-10",0.631092696530813,105.450926912885,146,100.640836124942,101,68.7303792036048,97,"16.1-14.9","8.1-11.9",-2.24682832521193,97,2023-01-28
"116",116,"Syracuse","ACC","13-9",0.628822409680532,109.031920812734,93,104.146647012983,180,66.8872236853149,191,"16.6-14.4","9.6-10.4",-3.27225435042635,122,2023-01-28
"117",117,"Duquesne","A10","14-8",0.627905056687652,108.343693220744,100,103.524613377204,164,67.2744209800163,171,"19.6-11.4","9.6-8.4",-3.82383946928574,141,2023-01-28
"118",118,"Akron","MAC","15-6",0.624543005176645,104.595722307055,172,100.068259292449,94,64.754290030994,297,"20.5-10.5","12.5-5.5",-2.62174097531366,106,2023-01-28
"119",119,"Nebraska","B10","10-12",0.623308331052087,102.964613876414,203,98.5528375126858,73,65.4953766162756,269,"13.1-17.9","6.1-13.9",-2.68199273766774,109,2023-01-28
"120",120,"Middle Tennessee","CUSA","13-9",0.620873229921473,104.936436517157,161,100.530679467499,98,66.8333271655591,195,"18-13","11-9",-3.90739545853447,142,2023-01-28
"121",121,"Vermont","AE","12-10",0.618940222330123,105.416131758759,147,101.062304647307,107,64.465350360942,306,"18.4-11.6","12.4-3.6",-4.90921324510466,159,2023-01-28
"122",122,"Butler","BE","11-12",0.615550493132318,103.642332418945,192,99.4858111681418,83,66.1406409307763,232,"13.7-17.3","5.7-14.3",-2.85623687506857,112,2023-01-28
"123",123,"Kennesaw St.","ASun","17-6",0.615065841362321,105.684260196155,142,101.463911897219,119,68.6420451701166,102,"22.3-8.7","14.3-3.7",-1.40965586209951,78,2023-01-28
"124",124,"South Florida","Amer","9-12",0.614335321458605,107.54158023509,114,103.27475798357,155,68.0586531316731,132,"14-17","7-11",-6.6232947981526,223,2023-01-28
"125",125,"Hawaii","BW","16-6",0.61382562474613,102.769685479556,206,98.7106523436702,76,64.7295083962161,300,"22.2-9.8","13.2-6.8",-2.68417605309551,110,2023-01-28
"126",126,"Wichita St.","Amer","10-10",0.613072556647539,102.044992148809,230,98.041652647785,65,64.9602120669155,291,"13.9-16.1","6.9-11.1",-4.51202791673269,147,2023-01-28
"127",127,"Cal St. Fullerton","BW","12-11",0.608560123187139,102.321399746923,219,98.4696199515911,72,64.5173792696074,305,"17.9-14.1","11.9-8.1",-5.98965657508932,202,2023-01-28
"128",128,"Southern Illinois","MVC","17-5",0.605673217933966,100.219967851342,266,96.5488533616292,39,63.8380977942956,324,"22.4-8.6","14.4-5.6",-0.818813051240214,65,2023-01-28
"129",129,"Colgate","Pat","16-7",0.604360905201952,112.832993646608,38,108.751775864107,269,67.0222757021592,183,"22-9","16-2",-3.30550497346002,124,2023-01-28
"130",130,"Grand Canyon","WAC","14-8",0.590733288115059,109.110244980645,89,105.683202158178,210,64.0446829641508,317,"19.4-11.6","10.4-7.6",-3.29348143910238,123,2023-01-28
"131",131,"Quinnipiac","MAAC","15-5",0.58902911892596,104.395839062758,177,101.178829032917,109,69.4147029998144,66,"22.6-8.4","13.6-6.4",-2.00117643512226,90,2023-01-28
"132",132,"Seattle","WAC","16-6",0.586005652527831,101.287548381718,244,98.2728785432115,68,68.5323010737057,110,"21.2-9.8","12.2-5.8",-1.34506945807092,76,2023-01-28
"133",133,"Appalachian St.","SB","13-10",0.573736986615686,101.95351020502,233,99.3531705784187,82,65.464270754872,272,"17.6-13.4","10.6-7.4",-5.87830412780364,196,2023-01-28
