"","rank","team","conf","record","barthag","adj_o","adj_o_rk","adj_d","adj_d_rk","adj_tempo","adj_tempo_rk","proj_record","proj_conf_record","wab","wab_rk","date"
"1",1,"Tennessee","SEC","18-3",0.967147784335796,113.697048217308,33,84.7259222520225,1,66.7055187875485,200,"26.4-4.6","15.4-2.6",3.31735850640854,13,2023-01-31
"2",2,"Houston","Amer","20-2",0.964499157470401,119.935289608606,5,90.0006904094141,5,62.7533066097575,345,"28.2-2.8","16.2-1.8",4.76101894638453,5,2023-01-31
"3",3,"Alabama","SEC","19-3",0.946567526895681,116.190032856355,19,90.4934238315518,6,73.4901671716264,2,"25.8-5.2","15.8-2.2",5.61124785865555,3,2023-01-31
"4",4,"Saint Mary's","WCC","19-4",0.944705884837059,113.424583260233,37,88.618224342172,3,62.2016377705756,351,"25.8-5.2","14.8-1.2",2.27442785583598,21,2023-01-31
"5",5,"UCLA","P12","17-4",0.944596330865023,114.595737352846,27,89.5495573842534,4,65.9433736388472,238,"25.4-5.6","16.4-3.6",3.50164471151728,12,2023-01-31
"6",6,"Purdue","B10","21-1",0.944157831925225,119.781135582099,6,93.6695984319259,15,63.5022032683903,328,"28-3","17-3",6.65210274540771,1,2023-01-31
"7",7,"Connecticut","BE","17-6",0.927064280884458,118.215870291508,11,94.7678521609088,21,67.6404704757015,144,"23-8","12-8",2.35343515080315,20,2023-01-31
"8",8,"Marquette","BE","17-5",0.915267801253798,123.015360386561,1,100.020680141901,86,69.1348345711939,76,"23.7-7.3","15.7-4.3",3.02644255486135,14,2023-01-31
"9",9,"Arizona","P12","19-3",0.913050923749024,117.798720953723,14,96.0147518547083,33,72.4430827379836,9,"25.7-5.3","14.7-5.3",5.20576556270604,4,2023-01-31
"10",10,"Kansas","B12","18-4",0.912237599689685,115.866446605749,20,94.5236193260796,19,68.5459397202314,101,"23.1-7.9","11.1-6.9",5.7655418007134,2,2023-01-31
"11",11,"Creighton","BE","13-8",0.905930355984651,115.8125982843,21,95.1089594586457,24,68.0714553480731,125,"20.1-10.9","14.1-5.9",0.0129265099415864,53,2023-01-31
