"team","conf","barthag","barthag_rk","adj_o","adj_o_rk","adj_d","adj_d_rk","adj_t","adj_t_rk","wab","nc_elite_sos","nc_fut_sos","nc_cur_sos","ov_elite_sos","ov_fut_sos","ov_cur_sos","seed","year"
"Indiana St.","MVC",0.442211,188,97.3097,293,99.2944,94,71.1734,78,-8.8958556723366,17,0.5435,0.5435,19,0.5567000000000001,0.5567000000000001,,2016
"Western Michigan","MAC",0.44168,189,102.372,188,104.479,188,68.9442,169,-12.197922524769,20,0.5379,0.5379,16,0.5222,0.5222,,2016
"UCF","Amer",0.437567,190,99.8769,240,102.081,140,68.5768,188,-10.066320339398,10,0.41790000000000005,0.41790000000000005,19,0.5614,0.5614,,2016
"Wofford","SC",0.430345,191,104.896,156,107.486,248,66.1238,310,-10.421659179912,31,0.6061,0.6061,16,0.4551,0.4551,,2016
"Texas A&M Corpus Chris","Slnd",0.425086,192,100.728,220,103.407,169,69.2928,151,-1.8612967280669,22,0.5135,0.5135,13,0.3735,0.3735,,2016
"Cal Poly","BW",0.422284,193,106.641,121,109.587,282,67.2618,259,-12.001582846051,27,0.594,0.594,21,0.5661,0.5661,,2016
"Mercer","SC",0.419765,194,104.348,162,107.327,240,64.2693,340,-10.472907192444,13,0.45080000000000003,0.45080000000000003,10,0.3992,0.3992,,2016
"Washington St.","P12",0.418514,195,101.101,211,104.034,179,69.6926,131,-10.359349434754,16,0.47850000000000004,0.47850000000000004,29,0.6891999999999999,0.6891999999999999,,2016
"Loyola Marymount","WCC",0.417384,196,103.53,169,106.577,226,68.3575,206,-8.9611658432423,16,0.45430000000000004,0.45430000000000004,20,0.5273,0.5273,,2016
"Tulane","Amer",0.411831,197,96.8147,297,99.8621,107,68.4729,195,-11.057349837927,16,0.4007,0.4007,22,0.5645,0.5645,,2016
"UTEP","CUSA",0.409659,198,102.883,181,106.205,217,72.5062,38,-9.7085355192049,8,0.3798,0.3798,9,0.376,0.376,,2016
"Furman","SC",0.409383,199,103.004,179,106.34,221,65.8475,316,-10.111078736856,16,0.43820000000000003,0.43820000000000003,10,0.4055,0.4055,,2016
"Minnesota","B10",0.4079,200,99.6134,245,102.894,160,69.3253,149,-12.763806084357,13,0.5153,0.5153,24,0.6474,0.6474,,2016
"Eastern Kentucky","OVC",0.40673,201,105.697,136,109.225,278,73.1646,23,-10.503302460524,19,0.4252,0.4252,13,0.40840000000000004,0.40840000000000004,,2016
"Fairfield","MAAC",0.405708,202,102.764,185,106.233,218,72.4075,42,-7.0696384182381,21,0.4975,0.4975,13,0.42290000000000005,0.42290000000000005,,2016
"Navy","Pat",0.404408,203,98.7749,268,102.157,145,65.6667,321,-10.033417475188,12,0.41280000000000006,0.41280000000000006,8,0.34469999999999995,0.34469999999999995,,2016
"Texas Southern","SWAC",0.402825,204,105.038,153,108.696,268,68.4046,200,-7.676077575983,35,0.6772999999999999,0.6772999999999999,16,0.3766,0.3766,,2016
"Pacific","WCC",0.392422,205,99.938,239,103.81,177,67.555,251,-12.695903244673,19,0.5597000000000001,0.5597000000000001,21,0.5634,0.5634,,2016
"NJIT","ASun",0.391928,206,100.707,223,104.628,192,69.8954,122,-8.765302856846,19,0.46290000000000003,0.46290000000000003,12,0.4047,0.4047,,2016
"Saint Louis","A10",0.391345,207,96.4358,302,100.211,114,69.5688,134,-11.64290841548,17,0.44980000000000003,0.44980000000000003,21,0.5874999999999999,0.5874999999999999,,2016
"Georgia Southern","SB",0.391315,208,103.943,166,108.014,257,69.4915,142,-11.412768061189,17,0.42350000000000004,0.42350000000000004,13,0.4484,0.4484,,2016
"San Francisco","WCC",0.390818,209,105.463,146,109.613,284,71.0232,82,-8.4238559156543,8,0.34359999999999996,0.34359999999999996,16,0.48910000000000003,0.48910000000000003,,2016
"Boston College","ACC",0.381977,210,95.0493,316,99.1105,89,67.7822,241,-12.248323055983,13,0.392,0.392,31,0.6648999999999999,0.6648999999999999,,2016
"Tennessee Tech","OVC",0.380664,211,106.574,122,111.181,302,70.023,115,-6.0034698995448,17,0.4517,0.4517,12,0.43010000000000004,0.43010000000000004,,2016
"IUPUI","Sum",0.379355,212,97.8242,284,102.103,142,69.5576,135,-10.947825784648,27,0.5892,0.5892,19,0.5364,0.5364,,2016
"St. John's","BE",0.37746,213,96.3292,305,100.613,118,72.894,28,-11.250835347294,17,0.46080000000000004,0.46080000000000004,32,0.6800999999999999,0.6800999999999999,,2016
"Texas St.","SB",0.376916,214,98.5464,272,102.949,163,64.1592,341,-11.087191873885,7,0.2781,0.2781,11,0.43080000000000007,0.43080000000000007,,2016
"Idaho","BSky",0.374344,215,98.2896,277,102.779,157,66.6547,288,-7.6001741069222,15,0.5024,0.5024,9,0.3796,0.3796,,2016
"Charlotte","CUSA",0.372642,216,103.427,172,108.219,260,71.2156,75,-12.666457737172,19,0.5224,0.5224,13,0.45840000000000003,0.45840000000000003,,2016
"Dartmouth","Ivy",0.371678,217,98.8841,266,103.503,170,68.1708,220,-12.438722583185,13,0.3808,0.3808,15,0.445,0.445,,2016
"Missouri St.","MVC",0.370811,218,100.087,235,104.796,193,69.7317,129,-10.649587168477,20,0.5706000000000001,0.5706000000000001,19,0.5596000000000001,0.5596000000000001,,2016
"UNC Greensboro","SC",0.36799,219,101.404,204,106.287,220,68.2542,212,-12.731575968313,22,0.5373,0.5373,13,0.43040000000000006,0.43040000000000006,,2016
"Montana St.","BSky",0.365371,220,106.385,125,111.617,308,69.3131,150,-12.287170190994,19,0.544,0.544,11,0.3866,0.3866,,2016
"UC Riverside","BW",0.365212,221,99.6441,244,104.551,190,67.9824,229,-13.224612085287,7,0.34359999999999996,0.34359999999999996,12,0.4585,0.4585,,2016
"FIU","CUSA",0.364604,222,102.203,190,107.261,239,66.008,312,-14.632194164101,10,0.3869,0.3869,9,0.3957,0.3957,,2016
"South Dakota","Sum",0.362461,223,104.657,159,109.925,287,71.4569,60,-11.598231706873,17,0.5421,0.5421,14,0.5168,0.5168,,2016
"Western Carolina","SC",0.360866,224,99.1628,261,104.216,183,70.0127,116,-10.425909499685,29,0.6803999999999999,0.6803999999999999,15,0.4911,0.4911,,2016
"Tennessee Martin","OVC",0.356895,225,103.255,175,108.68,267,67.4321,255,-9.0302087042846,16,0.4404,0.4404,11,0.406,0.406,,2016
"Austin Peay","OVC",0.350145,226,103.386,173,109.098,274,70.4856,97,-11.338058425696,18,0.47900000000000004,0.47900000000000004,14,0.43080000000000007,0.43080000000000007,16,2016
"Boston University","Pat",0.348645,227,101.692,199,107.371,243,70.5885,93,-9.9746050494841,14,0.4411,0.4411,9,0.3638,0.3638,,2016
"Rider","MAAC",0.347006,228,98.0629,280,103.605,173,65.2461,332,-14.102922582333,18,0.465,0.465,12,0.41930000000000006,0.41930000000000006,,2016
"New Hampshire","AE",0.340168,229,98.6707,269,104.522,189,68.0534,227,-7.5747976056567,16,0.3961,0.3961,11,0.3599,0.3599,,2016
"Santa Clara","WCC",0.338345,230,101.114,210,107.186,237,66.5182,296,-11.915060684605,15,0.48860000000000003,0.48860000000000003,20,0.5489,0.5489,,2016
"La Salle","A10",0.335781,231,99.2353,258,105.3,204,66.9424,275,-12.639926218754,20,0.5256000000000001,0.5256000000000001,23,0.624,0.624,,2016
"UC Davis","BW",0.334489,232,93.0232,326,98.7579,82,66.861,279,-12.874441445978,13,0.4025,0.4025,15,0.4967,0.4967,,2016
"Canisius","MAAC",0.333765,233,106.647,120,113.253,328,68.5188,191,-13.750042884791,12,0.4721,0.4721,10,0.4197,0.4197,,2016
"Sam Houston St.","Slnd",0.332334,234,101.054,212,107.374,244,67.7911,240,-8.8953056493853,27,0.5750000000000001,0.5750000000000001,13,0.356,0.356,,2016
"South Florida","Amer",0.331202,235,97.6408,288,103.794,176,67.6567,244,-14.773517639886,20,0.5152,0.5152,23,0.6092,0.6092,,2016
"San Jose St.","MWC",0.329,236,96.29,307,102.446,152,70.5507,94,-15.404284148342,11,0.43390000000000006,0.43390000000000006,16,0.5509000000000001,0.5509000000000001,,2016
"Gardner Webb","BSth",0.3269,237,100.086,236,106.574,225,70.08,114,-10.318153635882,31,0.6018,0.6018,14,0.3991,0.3991,,2016
"Saint Peter's","MAAC",0.326564,238,95.0963,314,101.274,132,65.6349,323,-10.717934298482,20,0.41940000000000005,0.41940000000000005,12,0.40040000000000003,0.40040000000000003,,2016
"Cal St. Northridge","BW",0.322966,239,99.2162,259,105.812,211,71.2836,68,-13.422186552997,16,0.4897,0.4897,16,0.5237,0.5237,,2016
"Army","Pat",0.322169,240,98.6458,270,105.237,202,73.3032,19,-9.3435626916956,12,0.359,0.359,8,0.3259,0.3259,,2016
"Western Illinois","Sum",0.320479,241,99.477,250,106.195,215,68.5623,190,-11.413577883331,25,0.5015,0.5015,17,0.4996,0.4996,,2016
"Bowling Green","MAC",0.320084,242,99.0622,262,105.769,209,69.2632,153,-11.937657212678,10,0.3757,0.3757,12,0.4812,0.4812,,2016
"Radford","BSth",0.318157,243,101.986,195,108.975,272,66.7639,283,-10.009271594406,21,0.5927,0.5927,12,0.41780000000000006,0.41780000000000006,,2016
"Samford","SC",0.317742,244,101.141,209,108.09,258,68.9174,170,-14.795265865093,18,0.4348000000000001,0.4348000000000001,12,0.4001,0.4001,,2016
"Cal St. Fullerton","BW",0.316453,245,101.405,203,108.428,263,69.5028,141,-13.664852550777,12,0.4465,0.4465,15,0.5178,0.5178,,2016
"Drexel","CAA",0.316142,246,98.8313,267,105.69,207,65.5166,326,-16.354750241384,19,0.5543,0.5543,17,0.5765,0.5765,,2016
"Kennesaw St.","ASun",0.310931,247,100.724,221,107.941,255,69.659,133,-12.974435150762,29,0.6084999999999999,0.6084999999999999,18,0.48330000000000006,0.48330000000000006,,2016
"Manhattan","MAAC",0.310813,248,98.4279,274,105.485,206,68.7923,179,-12.552114311185,18,0.5044,0.5044,12,0.42650000000000005,0.42650000000000005,,2016
"Portland St.","BSky",0.307047,249,102.037,194,109.521,280,72.7301,33,-13.936287992272,12,0.4232,0.4232,9,0.3782,0.3782,,2016
"Southern","SWAC",0.306515,250,98.9205,265,106.199,216,69.4454,144,-8.1069843989604,19,0.5449,0.5449,8,0.3028,0.3028,16,2016
"Air Force","MWC",0.305951,251,98.132,279,105.377,205,67.8805,235,-10.880938825869,14,0.4247,0.4247,16,0.5344,0.5344,,2016
"Jackson St.","SWAC",0.305607,252,94.134,321,101.098,130,68.1713,219,-10.742962301654,23,0.5047,0.5047,10,0.3008,0.3008,,2016
"Miami OH","MAC",0.305525,253,96.4243,303,103.561,172,65.3036,331,-13.389585856335,15,0.4495,0.4495,14,0.5049,0.5049,,2016
"Lipscomb","ASun",0.303163,254,101.469,202,109.084,273,73.8365,13,-15.971079297092,15,0.5288,0.5288,11,0.43220000000000003,0.43220000000000003,,2016
"Jacksonville","ASun",0.2895,255,100.285,230,108.428,264,71.2922,66,-11.71565016402,14,0.41100000000000003,0.41100000000000003,10,0.376,0.376,,2016
"Norfolk St.","MEAC",0.285942,256,103.446,170,112.015,313,68.3456,207,-10.963072817656,24,0.6197,0.6197,12,0.368,0.368,,2016
"Northern Kentucky","Horz",0.282791,257,99.405,254,107.784,251,68.1334,223,-13.983441494935,27,0.525,0.525,18,0.5032,0.5032,,2016
"Arkansas St.","SB",0.282649,258,99.0561,263,107.412,245,73.2649,21,-13.944069114969,20,0.4491,0.4491,15,0.4682,0.4682,,2016
"Drake","MVC",0.28193,259,102.866,182,111.578,307,66.2967,304,-16.888698648226,12,0.4482,0.4482,17,0.5178,0.5178,,2016
"South Alabama","SB",0.28141,260,95.0544,315,103.128,165,70.5278,95,-12.658660359473,17,0.5051,0.5051,14,0.4862,0.4862,,2016
"UMKC","WAC",0.279715,261,101.868,196,110.601,292,67.1155,267,-12.914060862326,23,0.5912,0.5912,15,0.46880000000000005,0.46880000000000005,,2016
"San Diego","WCC",0.274332,262,92.8351,328,101.029,128,66.9767,274,-13.507469801169,15,0.47430000000000005,0.47430000000000005,19,0.5365,0.5365,,2016
"Penn","Ivy",0.272961,263,98.3892,275,107.138,236,68.6197,186,-10.870277643863,17,0.41890000000000005,0.41890000000000005,17,0.4707,0.4707,,2016
"Troy","SB",0.270535,264,97.7857,285,106.594,227,69.3742,147,-15.30567923707,16,0.4441,0.4441,14,0.4676,0.4676,,2016
"Colgate","Pat",0.268514,265,102.525,187,111.86,312,65.6563,322,-12.272182783181,21,0.5095,0.5095,11,0.3852,0.3852,,2016
"Eastern Illinois","OVC",0.266454,266,99.3231,256,108.466,266,67.801,239,-12.330819572409,17,0.4914,0.4914,11,0.41730000000000006,0.41730000000000006,,2016
"Delaware","CAA",0.263457,267,100.482,225,109.878,286,68.1156,224,-15.25171327679,21,0.46940000000000004,0.46940000000000004,18,0.5482,0.5482,,2016
"Hampton","MEAC",0.261523,268,98.181,278,107.456,247,71.8571,55,-6.2828635748859,19,0.5145,0.5145,11,0.314,0.314,16,2016
"Idaho St.","BSky",0.261249,269,98.4465,273,107.76,250,70.9953,84,-10.87813257959,16,0.4435,0.4435,9,0.3591,0.3591,,2016
"Rutgers","B10",0.260964,270,97.475,290,106.71,228,71.3247,64,-14.003060892102,17,0.4716,0.4716,27,0.636,0.636,,2016
"Mount St. Mary's","NEC",0.257896,271,92.0538,334,100.915,126,69.7227,130,-13.867662744866,23,0.5268,0.5268,11,0.33089999999999997,0.33089999999999997,,2016
"Brown","Ivy",0.257763,272,101.03,213,110.763,295,71.5591,59,-14.039119606279,16,0.3902,0.3902,16,0.4577,0.4577,,2016
"Appalachian St.","SB",0.25536,273,100.77,217,110.599,291,71.2532,72,-15.20794948592,21,0.5138,0.5138,16,0.492,0.492,,2016
"Stetson","ASun",0.243588,274,103.035,178,113.704,332,71.3448,63,-16.647070989214,18,0.4923,0.4923,12,0.42600000000000005,0.42600000000000005,,2016
"Loyola MD","Pat",0.243336,275,100.68,224,111.118,301,67.9704,230,-16.176795189949,21,0.5269,0.5269,11,0.3902,0.3902,,2016
"Rice","CUSA",0.241299,276,104.684,157,115.649,342,70.6387,91,-14.807639082635,15,0.4786,0.4786,12,0.43150000000000005,0.43150000000000005,,2016
"Utah Valley","WAC",0.240981,277,99.3596,255,109.784,285,75.2331,7,-12.209700941548,23,0.526,0.526,16,0.43760000000000004,0.43760000000000004,,2016
"Holy Cross","Pat",0.239836,278,96.7245,301,106.93,231,64.5295,337,-14.467009569553,15,0.3836,0.3836,11,0.3704,0.3704,16,2016
"South Carolina St.","MEAC",0.239089,279,101.835,197,112.621,317,68.4504,197,-9.5031563536018,22,0.5751000000000001,0.5751000000000001,10,0.3348,0.3348,,2016
"North Texas","CUSA",0.233327,280,100.475,226,111.426,305,70.624,92,-14.658732731967,16,0.4401,0.4401,12,0.42240000000000005,0.42240000000000005,,2016
"LIU Brooklyn","NEC",0.229963,281,100.225,232,111.331,304,72.9685,26,-12.515978846706,7,0.3111,0.3111,5,0.24890000000000004,0.24890000000000004,,2016
"Cornell","Ivy",0.227556,282,96.7494,300,107.598,249,73.2987,20,-11.600133100557,18,0.46830000000000005,0.46830000000000005,17,0.4976,0.4976,,2016
"Incarnate Word","Slnd",0.22737,283,99.5655,249,110.74,294,68.2514,213,-6.2809469499133,35,0.5923999999999999,0.5923999999999999,15,0.3565,0.3565,,2016
"Youngstown St.","Horz",0.2215,284,101.603,201,113.338,329,73.2201,22,-13.964768467502,21,0.5059,0.5059,17,0.4962,0.4962,,2016
"Seattle","WAC",0.219383,285,93.9551,323,104.919,195,66.7223,286,-11.150392384496,15,0.42480000000000007,0.42480000000000007,12,0.3977,0.3977,,2016
"Sacramento St.","BSky",0.21776,286,96.7618,299,108.142,259,69.2375,155,-12.860755480009,12,0.42210000000000003,0.42210000000000003,9,0.3904,0.3904,,2016
"Quinnipiac","MAAC",0.216694,287,91.4659,335,102.279,147,69.5459,137,-16.650363298369,10,0.34909999999999997,0.34909999999999997,10,0.3846,0.3846,,2016
"Jacksonville St.","OVC",0.209776,288,96.8617,296,108.702,269,65.9881,314,-17.995444595988,14,0.42530000000000007,0.42530000000000007,11,0.4217,0.4217,,2016
"Fairleigh Dickinson","NEC",0.208965,289,102.993,180,115.632,341,72.4376,40,-9.8879804057434,22,0.5065,0.5065,10,0.3159,0.3159,16,2016
"Cleveland St.","Horz",0.207718,290,90.3005,341,101.449,135,64.8394,336,-15.908354020272,20,0.5881,0.5881,16,0.5309,0.5309,,2016
"Houston Baptist","Slnd",0.202689,291,100.156,233,112.823,318,71.1,80,-10.792227870949,22,0.5882999999999999,0.5882999999999999,12,0.3917,0.3917,,2016
"Alabama St.","SWAC",0.197026,292,98.0304,282,110.769,296,69.7334,128,-13.094091287635,20,0.5511,0.5511,9,0.3163,0.3163,,2016
"Charleston Southern","BSth",0.195937,293,97.7514,286,110.52,289,69.2174,157,-15.526733917297,32,0.6840999999999999,0.6840999999999999,14,0.4378000000000001,0.4378000000000001,,2016
"Liberty","BSth",0.194025,294,97.8798,283,110.783,298,63.9218,344,-14.035584377243,20,0.5192,0.5192,12,0.406,0.406,,2016
"Bethune Cookman","MEAC",0.188857,295,97.453,291,110.621,293,67.7359,242,-13.804899931963,19,0.4999,0.4999,10,0.3085,0.3085,,2016
"Florida Atlantic","CUSA",0.188526,296,95.0288,317,107.889,254,68.3377,208,-17.277523576763,23,0.5832999999999999,0.5832999999999999,15,0.47900000000000004,0.47900000000000004,,2016
"Campbell","BSth",0.187104,297,99.5815,247,113.149,326,69.1815,158,-15.092513910954,8,0.3127,0.3127,7,0.3227,0.3227,,2016
"St. Francis PA","NEC",0.186702,298,99.573,248,113.166,327,67.0056,272,-13.508094596626,17,0.47190000000000004,0.47190000000000004,8,0.29960000000000003,0.29960000000000003,,2016
"St. Francis NY","NEC",0.185883,299,92.294,332,104.943,196,66.4031,300,-13.744857983044,13,0.41680000000000006,0.41680000000000006,7,0.28740000000000004,0.28740000000000004,,2016
"Morgan St.","MEAC",0.180366,300,93.8969,324,107.108,235,69.929,120,-17.411938180012,24,0.548,0.548,11,0.3287,0.3287,,2016
"North Carolina Central","MEAC",0.178959,301,97.4934,289,111.303,303,66.5575,293,-15.579822999753,18,0.48160000000000003,0.48160000000000003,8,0.2806,0.2806,,2016
"USC Upstate","ASun",0.178163,302,100.035,238,114.258,335,67.1712,265,-16.188569802645,16,0.4418,0.4418,12,0.41040000000000004,0.41040000000000004,,2016
"Sacred Heart","NEC",0.177211,303,98.0478,281,112.052,314,72.2106,48,-13.801287508949,21,0.4962,0.4962,10,0.312,0.312,,2016
"Binghamton","AE",0.176347,304,89.2593,344,102.061,139,66.5348,295,-17.309186568157,15,0.403,0.403,11,0.3663,0.3663,,2016
"SIU Edwardsville","OVC",0.173276,305,94.5708,318,108.335,262,67.2307,262,-16.729047995269,21,0.5411,0.5411,13,0.4434,0.4434,,2016
"Longwood","BSth",0.169495,306,99.188,260,113.887,333,70.0121,117,-18.635818882095,15,0.467,0.467,9,0.3787,0.3787,,2016
"Hartford","AE",0.168474,307,99.4178,253,114.223,334,70.1955,110,-17.68120093703,14,0.39840000000000003,0.39840000000000003,12,0.3837,0.3837,,2016
"Alcorn St.","SWAC",0.164711,308,96.7995,298,111.477,306,66.4341,298,-11.475166945324,20,0.5415,0.5415,9,0.29950000000000004,0.29950000000000004,,2016
"Marist","MAAC",0.1641,309,100.72,222,116.038,344,68.8284,177,-18.823497071815,8,0.3671,0.3671,9,0.39230000000000004,0.39230000000000004,,2016
"VMI","SC",0.160586,310,95.9732,309,110.817,299,69.2379,154,-16.059420351578,23,0.5295,0.5295,13,0.4333000000000001,0.4333000000000001,,2016
"Lafayette","Pat",0.160566,311,99.0332,264,114.352,337,70.4411,99,-19.416298495897,17,0.43390000000000006,0.43390000000000006,10,0.3714,0.3714,,2016
"Maryland Eastern Shore","MEAC",0.160385,312,97.7379,287,112.87,320,68.2486,214,-15.479525174003,33,0.6289,0.6289,16,0.3732,0.3732,,2016
"Alabama A&M","SWAC",0.15989,313,98.3087,276,113.565,330,66.149,308,-15.058976559887,15,0.48610000000000003,0.48610000000000003,7,0.27840000000000004,0.27840000000000004,,2016
"UMass Lowell","AE",0.158106,314,99.418,252,114.98,339,73.6511,14,-13.248776633723,17,0.4437,0.4437,12,0.382,0.382,,2016
"Niagara","MAAC",0.157758,315,92.7971,329,107.347,242,66.8155,282,-19.390608091068,16,0.4511,0.4511,12,0.42080000000000006,0.42080000000000006,,2016
"Southern Miss","CUSA",0.156575,316,94.5651,319,109.477,279,64.0309,343,-15.929562855596,13,0.48660000000000003,0.48660000000000003,10,0.41940000000000005,0.41940000000000005,,2016
"Robert Morris","NEC",0.154479,317,90.4494,340,104.858,194,69.1105,163,-17.352187412745,18,0.5233,0.5233,10,0.34669999999999995,0.34669999999999995,,2016
"Abilene Christian","Slnd",0.152942,318,96.3065,306,111.763,309,68.327,209,-14.421243348075,14,0.47650000000000003,0.47650000000000003,9,0.3249,0.3249,,2016
"Northern Colorado","BSky",0.151278,319,101.005,214,117.347,347,69.5538,136,-16.006925779708,21,0.5067,0.5067,12,0.4161,0.4161,,2016
"The Citadel","SC",0.1504,320,100.865,215,117.255,345,81.8215,1,-17.837329846172,12,0.3719,0.3719,9,0.3899,0.3899,,2016
"Southeastern Louisiana","Slnd",0.146802,321,96.1993,308,112.107,315,68.9767,166,-15.790130663582,27,0.5541,0.5541,12,0.33359999999999995,0.33359999999999995,,2016
"American","Pat",0.143309,322,91.3776,336,106.75,229,62.1641,348,-14.063128408672,18,0.47450000000000003,0.47450000000000003,11,0.39080000000000004,0.39080000000000004,,2016
"Bradley","MVC",0.139347,323,86.1004,349,100.871,125,68.0228,228,-17.74641326558,26,0.6063999999999999,0.6063999999999999,22,0.5902,0.5902,,2016
"Northwestern St.","Slnd",0.137829,324,100.822,216,118.248,351,74.1665,12,-14.376197660303,39,0.7573,0.7573,14,0.3753,0.3753,,2016
"New Orleans","Slnd",0.137113,325,95.2777,311,111.804,310,72.693,34,-16.479609374291,19,0.5518000000000001,0.5518000000000001,9,0.3216,0.3216,,2016
"Coppin St.","MEAC",0.13684,326,95.2614,312,111.808,311,71.0881,81,-16.168177917111,36,0.7106,0.7106,15,0.3735,0.3735,,2016
"Nicholls St.","Slnd",0.135508,327,91.2454,337,107.2,238,69.7549,127,-16.724309999051,34,0.6941999999999999,0.6941999999999999,15,0.3909,0.3909,,2016
"Illinois Chicago","Horz",0.130771,328,89.6781,343,105.735,208,72.1311,51,-19.630914774022,9,0.4524,0.4524,13,0.48930000000000007,0.48930000000000007,,2016
"McNeese St.","Slnd",0.129826,329,97.046,294,114.505,338,69.2339,156,-14.144276143925,40,0.7358,0.7358,14,0.349,0.349,,2016
"Central Arkansas","Slnd",0.129147,330,99.8191,241,117.839,349,72.8432,30,-15.970105188316,27,0.5737000000000001,0.5737000000000001,13,0.3518,0.3518,,2016
"Howard","MEAC",0.128891,331,92.1777,333,108.84,270,71.4278,61,-16.111648261681,17,0.47840000000000005,0.47840000000000005,9,0.309,0.309,,2016
"Savannah St.","MEAC",0.127864,332,86.7738,348,102.541,154,67.0663,270,-11.156744067052,24,0.508,0.508,10,0.29680000000000006,0.29680000000000006,,2016
"Presbyterian","BSth",0.125429,333,92.9711,327,110.075,288,68.3675,204,-15.764583492759,18,0.46880000000000005,0.46880000000000005,10,0.3767,0.3767,,2016
"Lamar","Slnd",0.125382,334,95.2901,310,112.824,319,72.7937,32,-15.905038334448,11,0.34119999999999995,0.34119999999999995,8,0.2922,0.2922,,2016
"UMBC","AE",0.11928,335,98.6048,271,117.328,346,70.1206,112,-20.559332969024,9,0.3605,0.3605,9,0.3614,0.3614,,2016
"Southeast Missouri St.","OVC",0.112554,336,91.0423,338,108.949,271,71.8806,54,-19.242426364039,17,0.4998,0.4998,12,0.42930000000000007,0.42930000000000007,,2016
"UTSA","CUSA",0.112512,337,96.9148,295,115.981,343,73.0295,25,-20.436591921199,19,0.47590000000000005,0.47590000000000005,13,0.41880000000000006,0.41880000000000006,,2016
"North Carolina A&T","MEAC",0.108223,338,95.1155,313,114.261,336,68.6947,183,-16.758691804765,19,0.47900000000000004,0.47900000000000004,10,0.3034,0.3034,,2016
"Maine","AE",0.108108,339,94.5383,320,113.579,331,77.7719,4,-17.372205138502,13,0.3889,0.3889,10,0.3716,0.3716,,2016
"Southern Utah","BSky",0.100085,340,97.3105,292,117.788,348,68.7668,181,-18.564966407596,27,0.5598000000000001,0.5598000000000001,14,0.42660000000000003,0.42660000000000003,,2016
"Prairie View A&M","SWAC",0.0986649,341,88.3177,346,107.051,234,69.678,132,-18.328195615052,29,0.6269,0.6269,13,0.3673,0.3673,,2016
"Bryant","NEC",0.0980411,342,93.2744,325,113.128,325,68.1448,221,-17.702925446431,27,0.5790000000000001,0.5790000000000001,13,0.3608,0.3608,,2016
"Northern Arizona","BSky",0.0925645,343,92.5934,330,112.924,322,71.1808,77,-18.797137430064,34,0.6646,0.6646,16,0.46180000000000004,0.46180000000000004,,2016
"UT Rio Grande Valley","WAC",0.0871896,344,94.053,322,115.362,340,68.4301,199,-16.963290426457,17,0.4667,0.4667,13,0.42060000000000003,0.42060000000000003,,2016
"Mississippi Valley St.","SWAC",0.0843681,345,90.1882,342,110.968,300,72.1685,49,-21.552743053906,22,0.5595,0.5595,11,0.34119999999999995,0.34119999999999995,,2016
"Chicago St.","WAC",0.0786019,346,90.8312,339,112.51,316,70.3559,103,-21.164295515239,22,0.5879,0.5879,16,0.4998,0.4998,,2016
"Arkansas Pine Bluff","SWAC",0.0718945,347,87.7506,347,109.61,283,65.8075,318,-17.758706506766,34,0.6709999999999999,0.6709999999999999,16,0.39890000000000003,0.39890000000000003,,2016
"Delaware St.","MEAC",0.0577656,348,88.5946,345,112.938,323,67.073,269,-20.009967259068,23,0.5797000000000001,0.5797000000000001,12,0.35159999999999997,0.35159999999999997,,2016
"Central Connecticut","NEC",0.0570446,349,92.4694,331,118.014,350,68.3744,202,-21.941712705158,12,0.3824,0.3824,7,0.28190000000000004,0.28190000000000004,,2016
"Grambling St.","SWAC",0.0523216,350,85.9266,350,110.539,290,66.9186,276,-19.732123191574,26,0.6298,0.6298,10,0.3359,0.3359,,2016
"Florida A&M","MEAC",0.0506292,351,82.8871,351,106.951,232,70.3705,101,-18.313896295605,12,0.4005,0.4005,6,0.2659,0.2659,,2016
