"date","conf","line","ttq","type","team1","team1_wp","team1_pts","team2","team2_wp","team2_pts","game_id","year"
2008-11-10,"BSth at ACC","Duke -23.9, 75-51 (99%)",36.94658226479201,"nc","Presbyterian",0.01207562594927458,51.21079407961739,"Duke",0.9879243740507254,75.10920522699746,"283150150",2009
2008-11-10,"SC vs. CUSA","Houston -19.8, 87-67 (95%)",31.891910659204243,"nc","Georgia Southern",0.04923714934391146,67.35556021966872,"Houston",0.9507628506560886,87.13253483684193,"283150248",2009
2008-11-11,"CAA vs. Sum","Northeastern -3.9, 61-57 (68%)",44.14031768401361,"nc","Northeastern",0.6831431511393686,60.75921379174722,"IUPUI",0.31685684886063137,56.832822116816224,"283160085",2009
2008-11-11,"SC at ACC","Duke -34.0, 95-61 (99%)",37.17956428134663,"nc","Georgia Southern",0.00622078219169481,61.39910158946333,"Duke",0.9937792178083052,95.44779986922416,"283160150",2009
2008-11-11,"CUSA vs. BSth","Houston -12.4, 69-56 (91%)",33.85949041735964,"nc","Houston",0.9081634457758342,68.56580717392772,"Presbyterian",0.0918365542241658,56.178863130444626,"283162506",2009
2008-11-12,"MAC vs. BSky","Miami OH -1.2, 62-60 (56%)",60.47647824610008,"nc","Miami OH",0.5570912950922817,61.5038930580672,"Weber St.",0.4429087049077183,60.28936086287947,"283172692",2009
2008-11-12,"A10 at MVC","Southern Illinois -2.6, 70-68 (61%)",56.47198259567228,"nc","Massachusetts",0.3924247757136944,67.60167994799568,"Southern Illinois",0.6075752242863056,70.2207770458784,"283170079",2009
2008-11-12,"CAA at B10","Michigan -9.7, 66-56 (86%)",45.078745475156225,"nc","Northeastern",0.13773622465866253,55.93904753007697,"Michigan",0.8622637753413375,65.6120993824886,"283170130",2009
2008-11-12,"SWAC at P10","UCLA -30.9, 88-57 (99%)",37.14085765336265,"nc","Prairie View A&M",0.00704015479559601,57.39462753881275,"UCLA",0.992959845204404,88.26147815206026,"283170026",2009
2008-11-13,"MAC at P10","UCLA -15.2, 71-56 (94%)",48.602378916047584,"nc","Miami OH",0.05951147072297245,56.1376701798792,"UCLA",0.9404885292770276,71.36639514569572,"283180026",2009
2008-11-13,"BSky vs. SWAC","Weber St. -11.7, 75-63 (88%)",31.10398456820923,"nc","Weber St.",0.8764749579145426,74.56209740925453,"Prairie View A&M",0.12352504208545743,62.881003485605184,"283182504",2009
2008-11-14,"NEC at A10","St. Bonaventure -1.2, 70-69 (55%)",60.60465645387154,"nc","Robert Morris",0.4497629331816877,69.17511860494764,"St. Bonaventure",0.5502370668183123,70.39865521038102,"283190179",2009
2008-11-14,"A10 vs. ASun","Temple -6.4, 73-67 (74%)",58.42535417083073,"nc","Temple",0.741638720018908,73.39463763863736,"East Tennessee St.",0.25836127998109204,66.96398491942621,"283190218",2009
2008-11-14,"BW at Slnd","Texas St. -3.7, 85-81 (62%)",54.813520480090816,"nc","Cal St. Fullerton",0.3752490162039376,80.8803189083976,"Texas St.",0.6247509837960624,84.54616874067659,"283192239",2009
2008-11-14,"NEC at MAAC","Mount St. Mary's -0.5, 68-67 (52%)",54.59501431824326,"nc","Mount St. Mary's",0.5220712215100037,67.15651640906711,"Loyola MD",0.47792877848999626,66.64260062419157,"283192352",2009
2008-11-14,"Horz at MVC","Bradley -4.9, 71-66 (69%)",51.57817449837371,"nc","Illinois Chicago",0.30602416860988013,65.85818067324146,"Bradley",0.6939758313901199,70.71808287170872,"283190071",2009
2008-11-14,"SC at CAA","UNC Wilmington -0.1, 83-82 (50%)",51.55384813262286,"nc","Appalachian St.",0.4955100573933882,82.39990162878019,"UNC Wilmington",0.5044899426066118,82.52869113676529,"283190350",2009
2008-11-14,"BSth at SEC","Kentucky -19.5, 98-78 (93%)",50.89547350211994,"nc","VMI",0.07171310545030071,78.1237043336119,"Kentucky",0.9282868945496991,97.6080771215352,"283190096",2009
2008-11-14,"WAC at Sum","South Dakota St. -1.9, 72-70 (58%)",50.57331148318491,"nc","San Jose St.",0.4224973287626767,69.80193669037098,"South Dakota St.",0.5775026712373232,71.7249218649517,"283192571",2009
2008-11-14,"Pat at CAA","Towson -2.3, 73-71 (59%)",48.45516136967619,"nc","Navy",0.40886199373707016,70.74928205934908,"Towson",0.5911380062629299,73.0541398982933,"283190119",2009
2008-11-14,"NEC at Pat","Holy Cross -4.0, 71-67 (66%)",48.37412165359535,"nc","Sacred Heart",0.33789450309453756,67.06971596704402,"Holy Cross",0.6621054969054625,71.10996632307604,"283190107",2009
2008-11-14,"SB at BW","Arkansas Little Rock -2.4, 66-63 (61%)",48.36961928965289,"nc","Arkansas Little Rock",0.6076442930343056,65.62911461767823,"Cal Poly",0.3923557069656944,63.17968594950237,"283190013",2009
2008-11-14,"ACC vs. CAA","Clemson -15.0, 79-64 (92%)",47.75803385375929,"nc","Clemson",0.918721588843766,78.92269818670418,"Hofstra",0.08127841115623402,63.9173200932662,"283190228",2009
2008-11-14,"Pat at B12","Oklahoma -16.6, 75-58 (95%)",47.58020883423645,"nc","American",0.05320084393258322,58.368820949142155,"Oklahoma",0.9467991560674168,74.97320568431256,"283190201",2009
