"date","conf","line","ttq","type","team1","team1_wp","team1_pts","team2","team2_wp","team2_pts","game_id","year"
2007-11-05,"OVC at CUSA","Memphis -35.5, 98-63 (99%)",46.18006646811992,"nc","Tennessee Martin",0.00579415940200453,62.85345670560356,"Memphis",0.9942058405979954,98.31783044110549,"273090235",2008
2007-11-05,"AE vs. A10","Richmond -12.8, 69-57 (91%)",21.32180518276126,"nc","Maine",0.08734084516094892,56.63781798187842,"Richmond",0.912659154839051,69.45813878250149,"273090311",2008
2007-11-06,"A10 at CUSA","Memphis -22.3, 77-55 (98%)",50.400235828183575,"nc","Richmond",0.01935273327183037,54.82754030310482,"Memphis",0.9806472667281696,77.13290298323008,"273100235",2008
2007-11-06,"SWAC vs. ASun","Gardner Webb -10.1, 77-67 (83%)",30.34806998812573,"nc","Alabama A&M",0.16584151194607055,66.70911536639308,"Gardner Webb",0.8341584880539294,76.76972631487453,"273102010",2008
2007-11-06,"OVC vs. AE","Tennessee Martin -7.4, 80-72 (76%)",28.779342212352525,"nc","Tennessee Martin",0.7552533330105891,79.6257518517667,"Maine",0.24474666698941097,72.1936705287392,"273100311",2008
2007-11-06,"Slnd at SEC","Kentucky -18.6, 72-53 (97%)",26.58554495763086,"nc","Central Arkansas",0.03061866886249743,53.185378407337005,"Kentucky",0.9693813311375026,71.82427321954653,"273100096",2008
2007-11-07,"MEAC at BE","Connecticut -18.3, 79-60 (95%)",43.034954336659595,"nc","Morgan St.",0.04522618003937875,60.28564485992109,"Connecticut",0.9547738199606212,78.59388284336796,"273110041",2008
2007-11-07,"ASun at SEC","Kentucky -14.3, 77-63 (91%)",39.96156582719467,"nc","Gardner Webb",0.08745891627647313,63.12510375346445,"Kentucky",0.9125410837235268,77.40389759178171,"273110096",2008
2007-11-07,"SWAC vs. Slnd","Central Arkansas -2.8, 65-62 (62%)",34.65340073939236,"nc","Alabama A&M",0.3762709327530078,61.90041945405578,"Central Arkansas",0.6237290672469922,64.68150864718717,"273112010",2008
2007-11-07,"D2 vs. MAC","Buffalo (100%)",-1.2575451639706934,"nond1","Ohio Valley",0.00626643102361915,57.09198669039971,"Buffalo",0.9937335689763808,88.69542447742589,"273112084",2008
