"date","conf","line","ttq","type","team1","team1_wp","team1_pts","team2","team2_wp","team2_pts","game_id","year"
2017-11-10,"SEC vs. B12","West Virginia -5.5, 79-74 (70%)",77.44071537095529,"nc","Texas A&M",0.3048992615265245,73.52779643078186,"West Virginia",0.6951007384734755,78.9900775219577,"Texas A&MWest Virginia11-10",2018
2017-11-10,"SB at SEC","Mississippi -0.7, 81-80 (53%)",73.78659702925492,"nc","Louisiana Lafayette",0.47391182504452545,79.53566899742295,"Mississippi",0.5260881749554746,80.26133381369786,"Louisiana LafayetteMississippi11-10",2018
2017-11-10,"OVC at P12","Washington -3.1, 75-72 (62%)",63.58727743926043,"nc","Belmont",0.38084419524768776,72.18572216315516,"Washington",0.6191558047523122,75.30151368815237,"BelmontWashington11-10",2018
2017-11-10,"Pat at MAAC","Bucknell -1.8, 78-77 (57%)",63.194658598922246,"nc","Bucknell",0.5674120090107286,78.49165418644056,"Monmouth",0.43258799098927136,76.66160562004599,"BucknellMonmouth11-10",2018
2017-11-10,"BSky at P12","Colorado -3.7, 75-72 (64%)",61.95896185374324,"nc","Northern Colorado",0.36044485832202866,71.73413151374469,"Colorado",0.6395551416779713,75.40174969846854,"Northern ColoradoColorado11-10",2018
2017-11-10,"ACC vs. P12","UCLA -5.2, 74-69 (70%)",59.28306284866101,"nc","Georgia Tech",0.3021027902372518,68.75172795662158,"UCLA",0.6978972097627483,73.94421498820161,"Georgia TechUCLA11-10",2018
2017-11-10,"SEC at SC","South Carolina -2.9, 71-68 (62%)",58.6110261978567,"nc","South Carolina",0.6166650113714944,70.98936046182111,"Wofford",0.3833349886285056,68.114453572155,"South CarolinaWofford11-10",2018
2017-11-10,"MVC at BSth","Winthrop -1.8, 76-74 (57%)",57.17691310877798,"nc","Southern Illinois",0.4329164631082859,73.8721107339596,"Winthrop",0.567083536891714,75.62676897117201,"Southern IllinoisWinthrop11-10",2018
2017-11-10,"SC at Horz","Northern Kentucky -5.0, 71-65 (70%)",56.38999405415521,"nc","East Tennessee St.",0.29961988010528634,65.48864310889809,"Northern Kentucky",0.7003801198947137,70.50701943821399,"East Tennessee St.Northern Kentucky11-10",2018
2017-11-10,"B12 at SEC","Missouri -8.3, 75-66 (79%)",55.61316758944136,"nc","Iowa St.",0.20534970366052088,66.46909759101747,"Missouri",0.7946502963394791,74.76917050980944,"Iowa St.Missouri11-10",2018
2017-11-10,"MWC at BSky","Weber St. -1.8, 72-70 (57%)",55.211496306136446,"nc","Utah St.",0.427165380548509,70.43806235656194,"Weber St.",0.5728346194514911,72.25843467283995,"Utah St.Weber St.11-10",2018
2017-11-10,"Slnd at WAC","Nicholls St. -2.5, 84-81 (59%)",54.141996122832325,"nc","Nicholls St.",0.5875934962839076,83.54115210881723,"UT Rio Grande Valley",0.4124065037160925,81.00853287404277,"Nicholls St.UT Rio Grande Valley11-10",2018
2017-11-10,"WAC at SEC","Kentucky -13.5, 81-68 (89%)",53.08032093159632,"nc","Utah Valley",0.11058814086856468,67.81150027488275,"Kentucky",0.8894118591314353,81.28928378711012,"Utah ValleyKentucky11-10",2018
2017-11-10,"Sum at Horz","Oakland -5.3, 86-81 (68%)",52.48248028745378,"nc","Fort Wayne",0.32451873468469455,80.9504369205837,"Oakland",0.6754812653153055,86.27875155995211,"Fort WayneOakland11-10",2018
2017-11-10,"MAAC at AE","Albany -4.3, 78-74 (66%)",51.810075809210616,"nc","Iona",0.34295712228386044,73.83095598646598,"Albany",0.6570428777161396,78.12517508212639,"IonaAlbany11-10",2018
2017-11-10,"MVC at ACC","North Carolina -14.6, 77-62 (92%)",51.092179670248946,"nc","Northern Iowa",0.08193151174819438,62.48292678546536,"North Carolina",0.9180684882518056,77.09312227240477,"Northern IowaNorth Carolina11-10",2018
2017-11-10,"CAA at BSth","William & Mary -1.3, 77-76 (55%)",50.65143187575712,"nc","William & Mary",0.5483129508104722,77.2797563289034,"High Point",0.45168704918952784,75.9879624138857,"William & MaryHigh Point11-10",2018
2017-11-10,"SEC vs. Amer","Alabama -7.7, 74-67 (78%)",50.52518310777312,"nc","Alabama",0.7772408167932644,74.4521128095539,"Memphis",0.2227591832067356,66.78577726575378,"AlabamaMemphis11-10",2018
2017-11-10,"MVC at CUSA","Western Kentucky -9.7, 78-68 (82%)",49.50540413340416,"nc","Missouri St.",0.1771796878653598,68.01097886066279,"Western Kentucky",0.8228203121346402,77.72657902404542,"Missouri St.Western Kentucky11-10",2018
2017-11-10,"Ivy at BE","Villanova -34.6, 102-67 (99%)",48.460207178103545,"nc","Columbia",0.00846386052588032,67.3858696575396,"Villanova",0.9915361394741196,101.96691423600178,"ColumbiaVillanova11-10",2018
2017-11-10,"BW at Sum","South Dakota St. -11.1, 76-65 (86%)",47.30107509231902,"nc","UC Irvine",0.14233092955907628,65.37457395306008,"South Dakota St.",0.8576690704409238,76.42522710098922,"UC IrvineSouth Dakota St.11-10",2018
2017-11-10,"BSky vs. SB","Troy -4.3, 80-75 (65%)",47.10299437643542,"nc","North Dakota",0.34606255920366885,75.39721348244943,"Troy",0.6539374407963312,79.68718349459245,"North DakotaTroy11-10",2018
2017-11-10,"SC at ACC","Virginia -13.9, 62-48 (95%)",46.95815847559193,"nc","UNC Greensboro",0.05189290793578911,48.222660259131615,"Virginia",0.9481070920642108,62.08240077427157,"UNC GreensboroVirginia11-10",2018
2017-11-10,"SB at ACC","Wake Forest -9.9, 81-71 (82%)",46.95264219461307,"nc","Georgia Southern",0.1802839020432696,70.63453559821629,"Wake Forest",0.8197160979567304,80.5766050071669,"Georgia SouthernWake Forest11-10",2018
2017-11-10,"MAC at A10","Dayton -5.6, 75-70 (71%)",46.87700977718676,"nc","Ball St.",0.2912640151079356,69.8387690441259,"Dayton",0.7087359848920645,75.45342888862083,"Ball St.Dayton11-10",2018
